id,subject,stored_key,qwen3_gemma3_answer,question
a67b5f4a-c5fc-5c2b-8f08-4ed8e891632e,GENEL,A,B,Bir oyuncak dükkanında fiyatı 120 TL olan otomobilin fiyatına %25 indirim  fiyatı 60 TL ol
db2a3d38-0420-5826-b2f9-32cb36e62683,BIYOLOJI,D,C,Bitkilerde topraktan alınan mineraller su ile birlikte bitkinin üst kısımlarına taşınır. S
698e76cb-ffee-5344-964b-c7832099a133,TARIH,E,C,Türkiye'den geçen uluslararası petrol ve doğal gaz boru hatlarının  ülkemize yararı var mı
c31ff17b-dded-5da8-a0dc-51374eaf1f06,EDEBIYAT,E,B,----  1073 yılında Kaşgarlı Mahmud tarafından oluşturulmuştur. Ebu'l Kasım Abdullah'a takd
ea285d60-af60-5d2c-b4d8-6e0f13f62ae9,BIYOLOJI,E,C,Salgı hücreleri  I. bitkiyi çürümekten koruma  II. tozlaşmaya yardımcı olma  III. bitkiyi 
af515eb6-8ad1-5b35-8f2c-cd0fa9e6fdac,EDEBIYAT,A,E,Tanzimat Dönemi'nde Türk edebiyatına Batı'dan gelen türlerden biri olan tiyatro  çok iyi g
6e5ff4ca-347b-5f8b-91c1-d915cd1acf93,EDEBIYAT,A,B,Mesnevi divan edebiyatının en uzun nazım biçimidir. Bundan dolayı birden çok mesneviyi sah
ec6821f8-1774-5b97-b316-355558ad6259,EDEBIYAT,A,D,Aşağıdaki sanatçı - yapıt - tür eşleştirmelerinin hangisinde yanlışlık yapılmıştır?
e158acfa-7429-53c6-841c-374c3d522b7a,EDEBIYAT,D,E,(I) Hikâyede  geleneksel değerlere karşı bir başkaldırı söz konusudur. (II) Toplumdan kaçm
a928a819-aecc-54cd-8fe5-bd0df027cd28,EDEBIYAT,A,D,(I) Yıllar yırtardan  yıllar yıllardan vefasız. (II) Kara baht bir kasırga gibi. (III) Bu 
954dde4c-195b-5b8e-ae4e-252eda339c10,BIYOLOJI,A,E,Monokotil bir bitkide I. yaprak mezofil tabakası  II. kök korteksi  III. gövde iletim para
c870cade-b37d-5439-a8aa-6c4cb8d21f46,EDEBIYAT,E,A,(I) Muallim Naci divan şiirinin biçim özelliklerine uygun şiirler yazmıştır. (II) Recaizad
9de31374-81d8-5b07-a969-25f03447b488,BIYOLOJI,E,C,İnsanda eşeye bağlı çekinik bir özelliğin ortaya çıkması için ilgili genin; I. Erkekte: Y 
06564aae-98a0-50f9-b473-63143281948a,TARIH,B,D,Kudüs  İslam orduları tarafından ilk kez Hz. Ömer zamanında 637 tarihinde fethedilmişti. H
35606f76-44df-560f-8175-1fe987712ac7,BIYOLOJI,A,D,Bir insanın oksijenli solunum yapan hücresinde aşağıdaki olaylardan hangisi sadece mitokon
bb79cf71-918d-5d0e-86f1-dd19cec75467,TARIH,D,B,Osmanlı Devleti'nde yöneticiler sanayi tesisleri kurma işini yine ya yapamayacaklarını san
b3ddc4a7-6966-577a-bd7f-f43991e2788f,BIYOLOJI,A,C,Bir nefronun yapısı üzerinde bazı bölümler X  Y ve Z ile simgelenmiştir.  Buna göre aşağıd
a902ae32-b2ff-5891-a32c-cf643431b7b0,TARIH,E,C,Türkiye Cumhuriyeti'nin ilk dönemlerine ait bir gazetede "Devletçilik İlkesinin Kazanımlar
a4d59f12-a54e-590e-b912-88ba2d43a448,BIYOLOJI,E,A,Çok yıllık bir bitkiye ait I. stoma  II. kambiyum  III. iletim parankiması  IV. lentisel y
0025f1fe-6b6c-5876-b684-81d0254f4fa9,BIYOLOJI,C,E,Uzun kemiklerde görülen; I. boyuna büyüme  II. enine büyüme  III. kemiğin onarılması olayl
8a5b49d0-1175-5a83-9d44-d621fe587fd3,EDEBIYAT,E,B,İhtiyar tutacak  sevincinden bayılmıştı. Kendine gelince oğlu ona:  - Ben karaya çenk içen
44bd6483-1083-5a6c-a7da-d969273c79d6,BIYOLOJI,D,B,Sporlar olumsuz şartlara dayanıklı  sağlam bir örtü ile kaplı özelleşmiş hücrelerdir. Spor
e85a5c1f-252c-5490-9a5b-0c19a6beacc9,TARIH,A,C,Sanayi Devrimi ile seri üretime geçilmesi ve malların düşük fiyatla üretilerek Osmanlı paz
1d420afb-7442-52bb-a188-1eb60fa1af33,TARIH,A,D,Orta Asya'da yapılan arkeolojik kazılar sonucunda milattan önceki dönemlere ait kültür mer
43bcedda-c22c-59ab-826b-3c80cf0b5a50,TARIH,A,D,1856 tarihli Paris Antlaşması'nın bazı maddeleri şunlardır:  - Antlaşmaya taraf olan devle
6b560bdf-5b03-57d8-a369-6e931f530f9a,BIYOLOJI,A,D,Fotosentez ve kemosentez olayı için aşağıdaki özelliklerden hangisi ortaktır?
e7c626a2-f5cd-526d-81e1-ad322e1f11b5,TARIH,B,E,Aşağıdakilerden hangisi TBMM'ye karşı yapılan ayaklanmaların sonuçlarından biridir?
e535bd2d-689a-5ba4-83d7-17cadfa6e074,TARIH,A,C,Osmanlı Devleti  XIX. yüzyılın başından itibaren Avrupa ülkeleri gibi sanayileşememiş anca
3edfc3bd-7ad7-5001-8d19-01dcec707ad8,GENEL,E,C,Yüzey alanı 96 birimkare olan küpün cisim köşegeninin uzunluğu kaç birimdir?
6465e9d9-76db-56dc-a852-f01c204304dd,TARIH,A,C,I. Dünya Savaşı'nı kazanan devletlerin  savaş sonrası durumu değerlendirmek amacıyla topla
0eac2123-d6db-5ad5-b6e5-5c4c2c3a3c54,TARIH,A,D,1709'da Ruslar'a yenilen İsveç Kralı XII. Şarl  1768'de Ruslar'a yenilen Lehiler  1848'de 
c6794fc6-0c7e-52a7-a4c3-d802b0a824a6,GENEL,E,A,Oksijenli solunum yapan ökaryot bir hücre ile ilgili  I. NADH+H+ ve FADH2  NAD+ ve FAD+ fo
76aa0c50-c4cc-5482-aabd-75e3902aef55,EDEBIYAT,A,B,Öykü ve romanlarında günlük yaşamın değişik yönlerini işledi. Kahramanlarını çoğunlukla sö
aa73e164-a54f-5f77-ad49-de443b6a4d6e,BIYOLOJI,E,A,Bir hücrenin canlılığını devam ettirebilmesi için I. sentrozom  II. sitoplazma  III. çekir
4c9b6986-7773-5b8b-a885-dc20461e4c84,TARIH,D,C,Türk kadını: • 1926'daki Medeni Kanun'a sosyal ve hukuki  • 1930'da Belediye seçimlerine k
