id,subject_area,q,oa,ob,oc,od,oe
2367c084-f0f4-51af-a411-9574d1766285,KIMYA,"Kömürün yanması ile ilgili
I. Tam yanmaması sonucu oluşan $CO$ gazı zehirlenmelere yol açar.
II. Tam yanması sonucu oluşan $CO_2$ gazı sera etkisi yapar.
III. Yanması sonucu oluşan $SO_2$ gazları asit yağmurlarının oluşumuna neden olur.
verilen yargılardan hangileri doğrudur?","I, II ve III",II ve III,I ve III,I ve II,Yalnız II
c2df4314-47e5-51a3-a014-03f1c47ae974,KIMYA,"Çözünürlüğü sıcaklıkla artan glikozun doymamış sulu çözeltisi kaynayıncaya kadar ısıtılıyor.
Buna göre, kaynamaya başlayan sulu çözelti ile ilgili;
I. Sıcaklığı bir miktar daha yükselir.
II. Çözünen madde miktarı artar.
III. Molar derişimi bir miktar artar.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
c993bb68-84c6-5412-9018-292c2e90f885,KIMYA,Kimya ve simya ile ilgili aşağıdaki açıklamalardan hangisi yanlıştır?,Kimyada teoriler deney sonuçları ile ilişkilendirilerek test edilir.,Simya döneminde bulunan bazı kimyasal maddeler günümüzde de kullanılmaktadır.,Simyada sınama - yanılma yöntemi kullanılır.,Simyada sistematik bilgi birikimi sağlayan deneysel çalışmalar yapılmıştır.,"Kimya, maddelerin yapısını ve özelliklerini inceleyen bir bilim dalıdır."
4f2b4d38-7c20-5a21-bfb0-2aac6c9ac39c,KIMYA,"Gaz, buhar ve kritik sıcaklık için;
I. Gazlar bulundukları sıcaklıkta basınçla sıvılaştırılamazlar.
II. Kritik sıcaklığın altındaki sıcaklıklarda madde buhar halindedir.
III. Gaz ile buhar benzer özellikler gösterir.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
768b7029-3240-5d37-bbe1-b42d2f173bcc,KIMYA,"$CH_3-COOH$
$CH_3-COOH$
Yukarıda verilen bileşikle ilgili,
I. Dikarboksilik asittir.
II. Bütandioik asittir.
III. Sulu çözeltisinin pH değeri 7 den büyüktür.
yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
a7c0588c-82fa-5e32-bc55-e9f5d06b6be5,KIMYA,"I. Okyanuslar
II. Buz dağları ve buzullar
III. Yer altı suları
Bu su kaynaklarının büyüklükleri aşağıdakilerin hangisinde doğru verilmiştir?",I > II > III,I > III > II,II > I > III,III > II > I,II > III > I
83e52448-6e4e-54ad-b4b1-daf25e84bc3c,KIMYA,"Aşağıda verilen element çiftlerinden hangisi yaygın adları sönmüş kireç, sönmemiş kireç ve kireç taşı olan bileşiklerin üçünün de yapısında bulunur?",Kalsiyum ve hidrojen,Kalsiyum ve karbon,Karbon ve oksijen,Oksijen ve hidrojen,Kalsiyum ve oksijen
ff6541b6-543f-5090-9470-b02874594342,KIMYA,"$S_{(k)} + O_{2(g)} \rightleftharpoons SO_{2(g)} + Q_{(g)}$ Denge tepkimesine, I. Sıcaklığı artırmak II. Katalizör eklemek III. Basıncı artırmak işlemlerinden hangileri tek başına uygulandığında hem tepkime hızı hem de $K_c$ değeri değişir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
eacce09e-b472-5e93-af1b-7f3ef40e4352,KIMYA,"Bir X tuzunun belirli sıcaklıktaki çözünürlüğü $30 \text{ g X}/100 \text{ g su}$dur. Buna göre aynı sıcaklıktaki, I. Doygun çözelti kütlece %30'luktur. II. $200 \text{ gram}$ suda en fazla $60 \text{ gram}$ X çözünür. III. $45 \text{ gram}$ X katısını tamamen çözebilmek için $150 \text{ gram}$ su kullanılır. yargılarından hangileri doğrudur?",Yalnız II,Yalnız III,I ve III,II ve III,"I, II ve III"
23d30f0f-7dc9-5cdf-9feb-36906d7aaf99,KIMYA,"Aktifleşme enerjisi ile ilgili,
I. Tepkimenin gerçekleşebilmesi için çarpan taneciklerin sahip olması gereken minimum enerjidir.
II. Tepkimeye giren maddelerin türüne bağlı olup değeri sıfırdan büyüktür.
III. Sayısal değeri arttıkça tepkime hızı azalır.
ifadelerinden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
97730f9b-96a6-564e-addd-3750af75af70,MATEMATIK,"$f(x) = ax^2 + bx - c$ parabolü orijinden geçmektedir.
Parabolün $x$ eksenini kesen diğer noktası da tam sayıdır.
Parabolün alabileceği en büyük değer 48 birimdir.
$f(x) > 0$ eşitsizliğini sağlayan $x$ tam sayılarının toplamı 28'dir.
Buna göre, $f(-1)$ değeri kaçtır?",-27,-18,-9,-12,-21
6cf42011-85fa-54ef-a936-f3d3ff43b2fb,MATEMATIK,"$A = \{x : x^2 \le 25, x \in N\}$ $B = \{x : |x| < 3, x \in Z\}$ olduğuna göre, $s(A \cup B)$ kaçtır?",7,5,6,9,8
c8580aff-a90e-5ec6-8704-c790abd767e2,MATEMATIK,"$3x + 5y = 12$ olduğuna göre, $15y + 7 + 9x$ ifadesinin sonucu kaçtır?",36,43,51,58,67
5114a795-ea99-5aec-b27e-810134d1e92f,MATEMATIK,"$p$: ""Her akşam ders çalışır."" önermesinin olumsuzu aşağıdakilerden hangisidir?",Hiçbir akşam ders çalışmaz.,Bazı akşamlar ders çalışmaz.,Hiçbir gündüz ders çalışmaz.,Bazı gündüzler ders çalışır.,Bazı gündüzler ders çalışmaz.
008a7ecf-2bce-56ff-8470-fcc496a47444,MATEMATIK,"$y = f(x)$ parabolüne I. $f(x-2)$ II. $2f(x)$ III. $f(x)+1$ dönüşümleri ayrı ayrı uygulanıyor. Buna göre, verilen dönüşümlerle elde edilen parabollerden hangilerinin diskriminantı, başlangıçta verilen $f$ parabolünün diskriminantı ile aynıdır?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
58532130-1158-5d02-bee8-cf0a5425015f,MATEMATIK,"Gerçel sayılar kümesi üzerinde tanımlı $f(x) = ax^2 + bx + c$ fonksiyonunun grafiği A(1, 0), B(2, 0) ve C(0, 6) noktalarından geçmektedir.

Buna göre, $a \cdot b \cdot c$ çarpımı kaçtır?",-180,-162,-150,-144,-132
1ecdfaf5-8ff5-57f0-b80f-5f7c2d9ecbfe,MATEMATIK,$a$ bir doğal sayı olmak üzere $a! < 111$ eşitsizliğini sağlayan kaç farklı $a$ sayısı vardır?,2,3,4,5,6
3c4dfe59-6f90-5817-ba8e-6cd20e6853da,MATEMATIK,"Küçükten büyüğe doğru sıralanmış $2, 3, 4, a, 10, 13, 16$ sayı dizisinin medyanı ile aritmetik ortalaması eşit olduğuna göre, $a$ kaçtır?",5,6,7,8,9
b9154019-b8d3-5dce-bd50-222fbdf814c2,SOSYAL,"Yüce Allah insanoğluna verdiği akıl ile kendisine karşı yerine getirmesi gereken bazı sorumlulukları yüklemiştir; akıl ve iradesi olmayanlar ise bu yükümlülükten sorumlu tutulmamıştır. En önemli yükümlülük Allah'a karşı yani kulluk görevleri diğer adıyla ibadetlerdir. Akıl ve ergenlik çağına gelmiş her mümin farz ibadetler yapmakla sorumlu tutulmuş ve bu kişilere mükellef denilmiştir. Yanılma, unutma, tehdit ve başka sebeplerle kişi yerine getiremediği ibadetlerden sorumlu tutulmamıştır.
Bu parçadan hareketle aşağıdakilerden hangisine ulaşılamaz?",Allah'ın insana verdiği akıl ve irade mükellefiyet noktasında en önemli unsurdur.,İbadetler en önemli yükümlülükler yani sorumluluklardır.,Ergenlik çağına gelmiş olmak mükellef olmanın şartlarındandır.,Kişinin akli dengesinin yerinde olmaması onu mükellefiyetler noktasında sorumlu tutmaz.,"Yanılma, unutma ve tehdit mükellefiyetleri yerine getirme noktasında geçerli şartlar değildir."
8f4da20c-e247-5016-8848-c5c24c927a3e,TARIH,"Anadolu uygarlıklarından Hititler, kendi tanrılarını yanında ele geçirdikleri yerlerin yanısıra komşu devletlerin tanrılarını da kutsal kabul etmiş ve onlara inanmışlardır.
Bu bilgilere göre aşağıdakilerden hangisine varılabilir?",Hititlerin Anadolu'da siyasi birliği sağladığına,Toplumların birbirlerinden etkilendiğine,Dinsel inançların doğa olaylarına göre belirlendiğine,İnançların değişmesinde yönetim şeklinin etkili olduğuna,Başka kavimlerin Anadolu'da devlet kurmaya çalıştığına
29cd3304-ff34-5d73-b895-6713883fffa5,TARIH,"Kemal Öğretmen, Millî Mücadele yıllarında Son Osmanlı Mebusan Meclisinin Misakımillî kararını ilan etmesi üzerine İtilaf Devletlerinin 16 Mart 1920'de İstanbul'u resmen işgal ettiklerini, Mebusan Meclisini kapatıp milletvekillerinden bazılarını sürgün ettiklerini belirtmiştir. Öğretmenin bu ifadelerine göre İtilaf Devletleri ile ilgili aşağıdakilerden hangisi söylenemez?",Osmanlı Devleti'ni resmen sonlandırdıkları,Kanunuesasi'ye aykırı davrandıkları,Halkın iradesini dikkate almadıkları,Bağımsızlık taleplerinden rahatsız oldukları,Millî Mücadele'yi önlemek istedikleri
5312792f-35af-5ff9-bf1d-3c97a0597d11,TURKCE,"1871'de Japonya, Osmanlı Devleti'ne bir dostluk anlaşması önermiştir. Teklif bizzat Padişah II. Abdülhamit'e 1875'te İstanbul'a liman ziyareti yapan Seki bahriye öğrencilerini taşıyan Japon harp gemisi komutanı ve 1881'de İstanbul'a gelen elçi tarafından beyan edilmişti. Bu teklife istinaden Osmanlı Devleti ile Japonya arasında ilk resmî görüşme 1887 yılında Japon İmparatoru Meiji'nin kardeşi Prens Komatsu'nun Avrupa seferi kapsamında İstanbul ziyaretleri esnasındaki görüşmesi yapıldı. Bu parçada aşağıdakilerden hangisinin örneği yoktur?",Sıfatlaşan -ki,Niteleme sıfatı,İşaret sıfatı,Belgisiz sıfat,Soru sıfatı
4b623fea-5f9e-5e70-b5e6-1afa265ac318,TURKCE,"Bütünüyle kelime oyunlarından, birbiriyle ilgisi olmayan ama dinleyicinin ilgisini masala çekmek için bir araya getirilen sözlerden oluşan ---- dinleyicileri masala hazırlar.
Bu cümlede boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",bilmeceler,tekerlemeler,muammalar,döşemeler,kafiyeler
34f8ac65-d58d-5024-82f0-811e15a86960,TURKCE,"Harezm'in başkenti Köhne Ürgenç şehrinin en parlak dönemlerinde ( ) Cengiz Han istilasından önce ( ) burada yaşayan halkın çoğunluğu müziği kendileri için bir uğraş ve meslek olarak görmekteydiler. Bunun arkasındaki neden ( ) ailelerinin geçimini sağlamak düşüncesiydi. Hatta bazı kaynakların abartılı ifadelerine göre sadece Köhne Ürgenç şehrinde dubara eşik yapıp satarak geçimini sağlayan kişilerin sayısı $1000$ ile $3000$ olduğu için bu rakamın fazla görünmesi muhtemeldir.
Yukarıda yay ayraçlarla belirtilen yerlere sırasıyla hangi noktalama işaretleri getirilmelidir?","(,) (,) (,) (–)","(;) (,) (,) (–)","(,) (;) (,) (–)","(;) (;) (,) (–)","(,) (,) (;) (–)"
c34a52d4-83d1-590e-8be7-31d9de174a0b,TURKCE,"İlgi zamiri adların yerini tutan ""-ki"", yönelme durumu eki ""-e/-a"" dir.
Aşağıdaki cümlelerin hangisinde bir sözcük ilgi zamirinden sonra yönelme durumu eki almıştır?","Bunca zaman sonra bana neden geldiğini, beni neden aradığını anlayamadım.","Bu kitabı değil, Ahmet Arif'inkini almasını söylemiştim ama onu bulamamış.",Bugün seninkine aldığım kazağı bir türlü giyemedim ama yarın giyeceğime göz verdi.,"Bizimkini aradım ama ulaşamadım, haber alırsanız beni de arayın.",Elmayı çok severim ama Amasya'nınki bir başka olduğu için onu tercih ederim.
