id,subject_area,q,oa,ob,oc,od,oe
670e1170-f953-5502-9a5b-347791a39b2b,KIMYA,Aşağıdakilerden hangisi maddenin üç hali için de ayırt edici özelliktir?,Erime noktası,Öz ısı,Kaynama noktası,Genleşme katsayısı,Esneklik katsayısı
f337c7cc-e009-5572-aca5-1d835d868c2f,MATEMATIK,"5000 metre yükseklikten atlayan bir paraşütçü her 2 saniyede 60 metre aşağı inmektedir. Paraşütçü atladıktan 60 saniye sonra yere olan uzaklığı $h_1$, atladıktan 100 saniye sonra yere olan uzaklığı $h_2$ dir. Buna göre, $\frac{h_1}{h_2}$ oranı kaçtır?",$\frac{8}{5}$,$\frac{7}{5}$,$\frac{4}{3}$,$\frac{9}{5}$,$\frac{5}{3}$
0407400f-ca5c-52a2-8f8d-cf560404632a,BIYOLOJI,"Rejenerasyonla üreme ve tomurcuklanarak üreme ile ilgili,
I. Oluşan bireylerin kalıtsal özellikleri ata birey ile aynıdır.
II. Sadece tek hücreli canlılarda gerçekleşir.
III. Eş bulmak için enerji harcanmaz.
yargılarından hangileri ortaktır?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
4b4529cb-619d-50a6-92cf-d00c9446e97c,GEOMETRI,"Dik koordinat düzleminde,
• orijine ve y-eksenine uzaklığı $3$ birim olan nokta $A$
• orijine ve x-eksenine uzaklığı $4$ birim olan nokta $B$
olacak şekilde işaretleniyor.
Buna göre, $A$ ve $B$ noktaları arasındaki uzaklık kaç birimdir?",1,5,7,10,12
67e0678c-1e3c-52ca-9a36-98ad152ed892,KIMYA,"2 kg saf su içerisinde 4 gram XOH katısı tamamen çözündüğünde oluşan çözelti derişimi $0,05 \ molal$ olduğuna göre çözünen XOH bileşiğindeki X'in mol kütlesi kaç $g/mol$'dür? (H: 1, O: 16)",12,23,24,40,56
475db61c-f42e-512c-84cc-8ab4d1cb78f0,TARIH,"İlk Çağ'da birçok uygarlıkta sınıf farklılıklarına dayalı bir toplum yapısının görülmesinde; I. toprak hakimiyetinin ayrıcalık kabul edilmesi, II. okur - yazarlığa önem verilmesi, III. halkın yönetime katılmaması durumlarından hangileri etkili olmuştur?",Yalnız I,Yalnız III,I ve II,I ve III,II ve III
e23df448-edfd-5eb7-a618-74d034e7affa,TARIH,"İlk yerleşim yerlerinden biri olan Çatalhöyük'te yapılan kazılarda tahıl ezme ve öğütme taşları bulunmuştur. Ayrıca köpek ve sığır evcilleştirmişlerdir. Çatalhöyük, günümüzde 'UNESCO Dünya Mirası' listesine alınmıştır.
Bu bilgiye göre Çatalhöyük için aşağıdakilerden hangisine ulaşılamaz?",Çatalhöyük insanlık tarihi açısından önemli bir yerdir.,Tarım ürünlerini kullanmışlardır.,Hayvanları evcilleştirmeyi bilmektedirler.,Dünya'da tarımın yapıldığı ilk alandır.,Günümüzde uluslararası kuruluşlar tarafından önemli görülmektedir.
686aac54-2510-5b8e-ac55-02a547e3b2b2,TURKCE,"Hiç olmazsa unutmamak isterdim
Eski geceler, sevdiklerimle dolu odalar
Yalnız bırakmayın beni hatıralar
Az yanımda kal çocukluğum
Temiz yürekli uysal çocukluğum
Ah, ümit dolu gençliğim
İlk şiirim, ilk arkadaşım, ilk sevgilim
- Doğduğum ev. Rahatlayacak içim duyarsam
Bir tek kapının sesini
Arıyorum aklımda bir ninni bestesini
Böyle uzaklaşmayın benden, yaşadığım günler
Güneş, getir bir bayram sabahını
Ziya Osman Saba'dan alınan bu şiirde
I. Geçmişi özlemek
II. Mutluluğu küçük şeylerde aramak
III. Pişmanlık
kavramlarından hangileri vardır?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
68e0448d-44d6-5417-b4d9-4fecb335f119,KIMYA,"$Fe_2O_3$ bileşiğindeki elementlerin kütlece birleşme oranı $\frac{m_{Fe}}{m_O} = \frac{7}{3}$ tür.
Buna göre, 80 gram $Fe_2O_3$ bileşiği elde edebilmek için en az kaçar gram Fe ve O kullanılmalıdır?","40, 40","56, 24","48, 32","24, 36","32, 48"
68e13d06-2ab2-5e6c-97c2-00eb5a605d1c,BIYOLOJI,"I. Replikasyon
II. Transkripsiyon
III. Translasyon
Bu olaylardan hangilerinde nükleotit tüketilir?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
69038d00-2fb9-5bed-8844-2846d2164b38,GEOMETRI,"Aşağıdaki verilere uygun olarak bir üçgen çiziliyor.

* $|AB|=6$ cm ve $|AC|=10$ cm olan bir ABC üçgeni çiziniz.
* $[BC]$ üzerinde $|BD|=|DC|$ olacak şekilde bir D noktası işaretleyiniz.
* $[AD]$ doğru parçasını çiziniz.

Yukarıdaki verilere göre, $|AD|$ nun cm cinsinden alabileceği kaç farklı tam sayı değeri vardır?",4,5,6,7,8
53bcda79-a6dc-54e9-822e-bb6dc09625af,MATEMATIK,$f: \mathbb{R} \to \mathbb{R}$ $f(x) = x^2 - 7x - 15$ fonksiyonunun grafiği üzerinde alınan bir noktanın koordinatları toplamı en az kaçtır?,-26,-24,-22,-20,-18
6b974073-7c1c-5d7e-b166-c01153d3eb04,EDEBIYAT,"“Hikâye roman demektir. Küçültülmüş romprime ro-man... Emin olun bir roman yazmak, hikâye yazmaktan daha kolaydır. Çünkü alan geniştir, zamanınız uygun-dur. Fakat hikâyede sayfa sayısı sınırlıdır. Önce ilgi çekecek bir başlangıç yapmak zorundasınız. Ardından gelecek satırlar, olayın açıklamasıyla birlikte o merakı devam ettirmelidir. Asıl zor olan nokta ise hikâyenin son bırakacağı etkidir.”
Refik Halit Karay'ın bu yazısında belirtilen öykü tü-rünü aşağıdakilerden hangisi benimsememiştir?",Sait Faik Abasıyanık,Halide Edip Adıvar,Ömer Seyfettin,Reşat Nuri Güntekin,Yakup Kadri Karaosmanoğlu
6ba50f46-2a82-50e2-a18f-ffeac9ed3510,SOSYAL,"Gözlem ve deney verilerinde göze çarpan bazı düzenli ilişkilere dayanılarak ve bu ilişkileri gözlem dışı kalan nesneleri de kapsayacak biçimde genelleme tümevarımsal çıkarıma sağlanır. Bilimdeki olgusal genellemelerin çoğu, örneğin; Boyle'un gazlar yasası, Galileo'nun gölgeli ve cisimlerin düşme yasaları bu yolla elde edilmiştir. Buna göre bilimsel yasaların temelinde yer alan tümevarım aşağıdakilerden hangisidir?",Bilim insanının ön yargılardan arınık araştırmaya yönelmesidir.,Bilimsel yasaların deney ve gözlemle denetlenmesidir.,Doğruluğu kanıtlanmış genellemelerden çıkarım yapılmasıdır.,Nesneler arasındaki düzenli ilişkilerden genellemelere varma işlemidir.,Araştırmacının elde ettiği sonuçları teoriden pratiğe dökmesidir.
6bc2ef6a-639f-52bd-bab0-8d14782bfc41,FIZIK,"$ P + P \rightarrow P + n + X + v_e $
Yukarıdaki denklemde P: proton, n: nötron, $v_e$: Elektron nötrinosudur.
Bu reaksiyonda X parçacığı aşağıdakilerden hangisi olabilir?",Elektron,Nötron,Pozitron,Müon,Tau
6bcc1b02-4459-526b-8deb-de3527a9388c,GEOMETRI,"Bir karenin ağırlık merkezinin karenin herhangi bir kenarına olan en kısa uzaklığı 2 birimdir. Buna göre, bu karenin alanı kaç birimkaredir?",12,16,20,40,64
2800346b-89f1-5076-90fc-a3ba68263df0,MATEMATIK,"$A = \{a, b, c\}$ ve $B = \{1, 2\}$ olduğuna göre, $A \times B$ kümesi aşağıdakilerden hangisidir?","$ \{(1, a), (1, b), (2, a), (2, b), (2, c)\} $","$ \{(a, a), (b, b), (c, c), (1, 1), (2, 2)\} $","$ \{(a, 1), (a, 2), (b, 1), (c, 1), (c, 2)\} $","$ \{(1, a), (1, b), (1, c), (2, a), (2, b), (2, c)\} $","$ \{(a, 1), (a, 2), (b, 1), (b, 2), (c, 1), (c, 2)\} $"
6c1e4149-cb43-5581-944e-b018d1ab0b4c,BIYOLOJI,"İnsanın olgunlaşmış alyuvarında; I. mitokondri, II. sitoplazma, III. hemoglobin, IV. çekirdek yapılarından hangileri bulunmaz?",III ve IV,"II, III ve IV",I ve II,I ve IV,II ve III
36b9d07a-ed8a-5436-8a34-367957fcc151,TARIH,"I. Oligarşi
II. Cumhuriyet
III. Teokrasi
IV. Monarşi
V. Aristokrasi
Yukarıda verilenlerden hangileri halkın egemenliğine dayalı yönetim şekilleridir?",Yalnız I,Yalnız II,I ve III,II ve IV,II ve V
20da1133-8059-5935-ba07-1e2b3496698c,GEOMETRI,"Dik koordinat düzleminde A(-1, 2) noktasından geçen ve $x+2y-1=0$ doğrusuna dik olan doğrunun denklemi aşağıdakilerden hangisidir?",$x+2y+3=0$,$x-2y+5=0$,$2x+y=0$,$2x-y-4=0$,$2x-y+4=0$
59ae9b7d-c029-5eba-8fe6-b7f2734d3a13,FIZIK,"I. Dönme dolabın hareketi
II. Dünya'nın Güneş etrafındaki hareketi
III. Doğrusal rayda ilerleyen trenin hareketi
Yukarıda bazı cisimlerin hareketleri verilmiştir.
Bu cisimlerin hareket çeşitleri aşağıdakilerin hangisinde doğru olarak eşleştirilmiştir?","Dönme, Titreşim, Öteleme","Dönme, Dönme, Öteleme","Titreşim, Dönme, Öteleme","Titreşim, Titreşim, Dönme","Öteleme, Dönme, Öteleme"
64600fc3-8abe-5957-946c-53ded9dcbbb8,TURKCE,"Dönüşün olanaksız olduğu duygusuna ulaştığınız zaman,
sürgünde olduğunuzu anlarsınız.
Bu cümledeki ögelerin doğru sıralanışı aşağıdakilerin
hangisinde verilmiştir?",Belirtisiz nesne - zarf tümleci - yüklem,Dolaylı tümleç - nesne - yüklem,Zarf tümleci - nesne - yüklem,Zarf tümleci - özne - yüklem,Belirtili nesne - dolaylı tümleç - yüklem
4303a7f8-8ec0-5279-bc49-986e6e66cb26,FIZIK,"I. Bıçağın bir yüzünün ince yapılması
II. Karda yürürken ayaklara kar ayakkabısı giyilmesi
III. Çivinin bir ucunun sivri yapılması
Yukarıda verilen olayların hangilerinde basıncın artmasından yararlanılmıştır?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III
fecf9f9a-1184-58d3-9733-7a35b97597a9,MATEMATIK,$\frac{2x+2}{2}+\frac{3x+6}{3}$ işleminin sonucu kaçtır?,$x+1$,$x+2$,$2x+2$,$2x+3$,$3x+2$
42a3355b-a55c-5712-8581-7b6135f77ee2,MATEMATIK,"$K$ kümesinin 14 elemanı $L$ kümesinin elemanı değil, $L$ kümesinin 6 elemanı $K$ kümesinin elemanı değildir. $s(K) + s(L) = 40$ olduğuna göre, $s(K \cap L)$ kaçtır?",8,9,10,12,14
2ee9f07f-3271-5530-b526-f0ebef0661a3,TURKCE,"Kötü bir durum karşısında hiçbir çözüm yolu bulamayan kişi, bu durumdan kurtulmak için her çareye başvurur. Çoğu kez çok tehlikeli olduğunu bile bile en olmayacak kişilerden yardım ister.
Bu parçada anlatılanlar, aşağıdakilerden hangisiyle belirtilebilir?",Dördünü söylemeyen derman bulamaz.,Demir tavında dövülür.,Çömlekçi suyu sukusidan içer.,Denize düşen yılana sarılır.,Akıl kişiye sormayadır.
092e669a-d592-59ff-b5c5-177045dccda2,BIYOLOJI,İnsandaki bir düz kasın yapısında aşağıdaki yapı çiftlerinden hangileri bulunur?,Aktin - Miyozin,A bandı - H bandı,Sarkomer - I bandı,Z çizgisi - H bandı,A bandı - I bandı
ab3db740-272b-5f53-bfe3-5f9fd58bb836,BIYOLOJI,"DNA molekülünün bir genindeki fosfat sayısının bilinmesiyle, gene ait aşağıdaki niceliklerden hangisi hesaplanamaz?",Organik baz sayısı,Nükleotit çeşitlerinin sayısı,Deoksiriboz molekülü sayısı,Fosfodiester bağlarının sayısı,Nükleotit sayısı
5a08eb30-b133-581d-86ca-74a7dbadcaab,MATEMATIK,"n pozitif tam sayıları için R gerçek sayılar kümesinin,
$A_n = \{x : -\frac{2}{n} < x < \frac{5}{n}, x \in R\}$
alt kümeleri veriliyor.
Buna göre,
I. $A_1 \cap A_2 = A_2$'dir.
II. $A_2 \setminus A_3 = [\frac{5}{3}, \frac{5}{2})$'dir.
III. $A_n \cap A_{n+1} = \emptyset$'dir.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,I ve III
fe1bde74-5682-5e3f-9277-beed53bcdf2b,KIMYA,I. Kömür II. Güneş enerjisi III. LNG Yukarıdaki enerji kaynaklarının çevreye verdiği zararın büyükten küçüğe doğru sıralaması aşağıdakilerden hangisinde verilmiştir?,"III, II, I","III, I, II","I, II, III","II, III, I","I, III, II"
ba6269a4-ddbd-5e70-94c2-5c81b00e0e7d,KIMYA,"$1,204.10^{23}$ tane atom içeren $C_2H_2O_4$ bileşiği kaç moldür? (Avogadro sayısı: $6,02.10^{23}$)","0,01","0,02","0,04","0,2","0,4"
112aa6e4-f45b-564e-be97-961b60a45f1a,EDEBIYAT,"Ayşe oğlu ve kocasını İzmir'in işgali sırasında kaybeder. Yunanlılar tarafından ailesi katledilen Ayşe, İstanbul'daki akrabası Peyami'nin yanına sığınmak zorunda kalır. Ardından kendilerine katılan Binbaşı İhsan ile Kuvayı Millîye'ye katılmak için Anadolu'ya göç ederler. Bu sırada Anadolu'daki çeteler sürekli düşmanla savaş hâlindedir. Ayşe hasta bakıcıdır. Polatlı Sıhhi Hastanesi ve Eskişehir Askerî Hastanesinde hasta bakıcı olarak görev yapmaya başlar. Bu parçada sözü edilen roman ve yazarı aşağıdakilerden hangisidir?",Yaban - Yakup Kadri Karaosmanoğlu,Küçük Ağa - Tarık Buğra,Ateşten Gömlek - Halide Edip Adıvar,Sürgün - Refik Halit Karay,Aşk-ı Memnu - Halit Ziya Uşaklıgil
71272f1b-11eb-559d-aabb-1b2e5f4bb525,MATEMATIK,"Bir okulda bir yıl boyunca düzenlenen yedi farklı gezinin her birine en az 13, en fazla 15 öğrencinin katıldığı bilinmektedir.
Bu yedi geziye katılan öğrenci sayılarıyla oluşturulan veri grubunun modu, medyanı ve aritmetik ortalaması birbirine eşit olduğuna göre, 13 öğrencinin katıldığı gezi sayısı kaç farklı değer alabilir?",1,2,3,4,5
714085ff-b970-5e6b-ab2f-b9fee26a6bb6,KIMYA,"Kahve ve çayda da bulunan kafein bileşiğinin 0,05 molü 4,8 gram C, 0,5 gram H, 2,8 gram N ve 1,6 gram O içermektedir.
Buna göre kafeinin molekül formülü aşağıdakilerden hangisidir? (H: 1, C: 12, N: 14, O: 16)",$C_4H_5NO$,$C_8H_{10}N_4O_2$,$C_8H_5N_2O_2$,$C_{12}H_{16}N_4O_2$,$C_{10}H_{14}N_4O_2$
715e8e11-a83a-5080-8a21-4b3a07eb21d0,KIMYA,"Demir metalinden üretilmiş araç ve gereçlerin zamanla yaşadığı en büyük sorun korozyondur. Korozyon, metalin nemli ortamda havada oksijen ile yükseltgenerek aşınması olayıdır.
Buna göre,
I. Gemilerde daha aktif metaller ile katodik koruma yapılır.
II. Paslanmaya karşı metallerin boyanması korozyonu engeller.
III. Soy metaller ile elektrolitik kaplama korozyonun önüne geçer.
yargılarından hangileri doğrudur?",Yalnız I,I ve III,II ve III,I ve II,"I, II ve III"
42ab3bdb-0e3f-598b-be76-c13234bdb90c,GEOMETRI,"Dik koordinat düzleminde $A(r, r)$ noktasının $rx + ry + r^2 = 0$ doğrusuna olan uzaklığının $r$ türünden değeri aşağıdakilerden hangisidir?",$\frac{r\sqrt{2}}{2}$,$\frac{3r\sqrt{2}}{2}$,$r\sqrt{2}$,$\frac{5r\sqrt{2}}{2}$,$2r\sqrt{2}$
ecc884ea-8f15-5959-a5a4-d505dfbd4fe5,TURKCE,"Aşağıdaki cümlelerin hangisinde sıfat-fiil, ad görevin-de kullanılmıştır?",Gayet ilkel bir dokuma tezgâhında harıl harıl çalışan iki işçi gördüm.,"O, yirmi beş yaşına kadar umumi kurallara, yargılara sığmayan bir hayat yaşamıştır.",Otuz yedi yaş bana bitmez tükenmez bir dönem gibi geldi.,"Gidecekleri uğurladıktan sonra, odaları baştan sona güzelce temizleyeceğiz.",Kendisine uygulanan bu tavırdan ne darılmış ne de gücenmişti.
bdfa8443-dd84-5cd9-9b78-153a6b7018e6,SOSYAL,Aşağıdakilerden hangisi Kur'an'da bahsedilen Hz. İbrahim'in genç oğludur?,Hz. Yusuf,Hz. Ali,Hz. İsmail,Hz. İshak,Hz. Musa
202026d9-033e-5b3d-8a12-233b6a086d79,MATEMATIK,"$a \in \mathbb{R}$ olmak üzere, $y = x^2 + 10x + 3a + 1$ parabolünün tepe noktası $x$ ekseni üzerinde olduğuna göre, $a$ kaçtır?",10,9,8,6,4
62ef1502-5192-558b-b19d-6f9bafe47cb5,TARIH,"""Ordu mensupları İttihat ve Terakki Cemiyeti içinde kaldıkça millete dayalı parti kuramayız ve orduyu zaafa uğratırız. Cemiyetin tam manasıyla siyasi bir parti halinde milletin sinesinde kök salması adına ordu ile cemiyeti ayırmalıyız."" Mustafa Kemal'in İttihat ve Terakki Cemiyeti'nin Selanik Kongresi'nde yaptığı konuşmadan alınan yukarıdaki ifadelerden hareketle; I. Siyasi partiler güçlerini halk desteğinden almalıdır. II. Askeri kadroların siyasi partilerde görev alması önlenmelidir. III. Askeri kurumlar siyasetten uzak tutulmalıdır. yargılarından hangilerine ulaşılabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
c8cc9dc0-e542-5cd2-9184-5dbc030fd56a,TARIH,Cumhuriyetin ilanından sonra gerçekleştirilen inkılaplardan bazıları şunlardır: I. Toplumda ayrıcalık belirten rütbe ve nişanların kaldırılması II. Türkçenin zenginliğini ortaya koyarak Türk dünyasındaki saygınlığının artırılmak istenmesi III. Temel yatırımların devlet eliyle gerçekleştirilmesi Bu inkılapların Atatürk ilkeleriyle ilişkisi aşağıdakilerden hangisinde doğru olarak verilmiştir?,"Halkçılık, Milliyetçilik, Devletçilik","Cumhuriyetçilik, Halkçılık, Devletçilik","Halkçılık, Devletçilik, Laiklik","Cumhuriyetçilik, Milliyetçilik, Halkçılık","Laiklik, Milliyetçilik, Halkçılık"
5e6a6376-ffe3-59f7-a666-e1755600cc61,BIYOLOJI,İnsanlar ağızda aşağıdaki besinlerden hangisinin kimyasal sindirimini gerçekleştirebilir?,Glikojen,Protein,Yağ,Sükroz,Selüloz
3c5ee686-4a99-5e84-be60-97254497f391,FIZIK,"Röntgen, radar ve PET cihazlarından elde edilen görüntülerin oluşma ilkeleri karışık olarak, I. Bir hedefe çarptıktan sonra geri yansıyan elektromanyetik dalgaların dedektörlerle tespit edilmesiyle hedef belirlenir. II. Elektronlarla pozitronların birleşmesiyle oluşan ışınların hedeften geçmesiyle görüntü belirlenir. III. Metal yüzeye yüksek hızlarla çarpan elektronların oluşturduğu ışınlar vücuttan geçerek görüntüler elde edilir. Buna göre; I, II ve III maddelerinde anlatılan cihazlar hangileridir?","PET, Radar, Röntgen","Radar, Röntgen, PET","PET, Röntgen, Radar","Röntgen, PET, Radar","Radar, PET, Röntgen"
186cb8cb-9dfe-5719-8d9c-3c2f80fed240,MATEMATIK,"Dört basamaklı rakamları farklı $325x$ doğal sayısının 5 ile bölümünden kalan 3 olduğuna göre, $x$ kaçtır?",3,5,6,8,9
