id,subject_area,has_img,qtext,oa,ob,oc,od,oe
dc55a75a-d206-54a2-a42e-524eda823cd0,EDEBIYAT,t,Aşağıdakilerin hangisinde boş bırakılan yere parantez () içindeki terim getirilemez?,"----, bir kişinin konuşmasına dayalı, tek kişilik oyunlardır. (Monolog)","----, piyesdeki kişilerden birinin oyunun bir bölümünde uzun bir konuşma yapmasıdır. (Diyalog)","----, ikiden fazla kişinin karşılıklı konuşmasına denir. (Polilog)","----, piyesin başında bulunan ve oyunla ilgili herhangi bir içeriği sunan konuşmadır. (Prolog)","----, piyesin sonunda bulunan konuşmaya denir. (Epilog)"
aa479d5a-8736-526e-8ae6-41953ced12a3,FIZIK,t,"Art arda radyoaktif bir bozunma reaksiyonu; $ _{92}^{238}U \xrightarrow{R_1} _{90}^{234}Th \xrightarrow{R_2} _{91}^{234}Pa $ şeklinde temsil edildiğine göre, bu bozunmalarda yayınlanan $R_1$ ve $R_2$ parçacıkları hangileri-dir?","$ \beta^- $ , $ \beta^- $","$ \alpha $ , $ \alpha $","$ \beta^- $ , $ \alpha $","$ \alpha $ , $ \beta^- $","$ \alpha $ , $ \beta^+ $"
d46201bc-757d-578f-8d38-026f14a39347,FIZIK,t,"Güneş çevresinde elips yörüngede dolanan gezegeni güneşe bağlayan yarıçap vektörü $\Delta t$ sürede $\Delta S$ kadar alan tarıyor. $\frac{\Delta S}{\Delta t} = \frac{L}{2m}$ olduğuna göre, aşağıdakilerden hangisi doğrudur? (L: Açısal momentum, m: Kütle)",Gezegenin çizgisel hız büyüklüğü sabittir.,Gezegenin yarıçap vektörünün büyüklüğü sabittir.,Gezegenin açısal momentumu sabittir.,Gezegenin kinetik enerjisi sabittir.,Gezegenin açısal momentumu sürekli değişmektedir.
302e0013-cf1a-5068-b211-075003b717ef,FIZIK,t,Aşağıda bazı cisimler arasındaki etkileşimler verilmiştir. I. Güneş ile Güneş'in etrafında dönen yerküre arasındaki etkileşim II. Yerküre ile yerkürenin etrafında dönen Ay arasındaki etkileşim III. Masa üzerinde duran kitap ile yerküre arasındaki etkileşim Buna göre hangi etkileşimlerde kütle çekim kuvveti sıfır değildir?,Yalnız I,I ve II,I ve III,Yalnız II,"I, II ve III"
ce1103c6-5030-5849-9d59-5c72d82efd6f,FIZIK,t,"Parçacık ve bu parçacığın antipaçacığı ile ilgili olarak, I. Yük işaretleri zıttır. II. Kütleleri farklıdır. III. Yük miktarları eşittir. yargılarından hangileri doğru olabilir?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
a31055cf-3f33-5bc2-a3de-b5d178d64e27,FIZIK,t,"Nanoteknolojik ürünler sağlık, endüstri, tıp, kozmetik vb. birçok alanda kullanılmaktadır. Kullanışlı, sağlam ve hafif olmaları gelecekteki önemini daha da artırmaktadır. Aşağıdakilerden hangisi nanoteknolojinin günlük yaşantımızda kullanılan uygulamalarından değildir?",Nanoproton,Bükülebilir ekran,Yapay kemik,Transistör,Tıpta kullanılan nanorobotlar
4303a7f8-8ec0-5279-bc49-986e6e66cb26,FIZIK,t,I. Bıçağın bir yüzünün ince yapılması II. Karda yürürken ayaklara kar ayakkabısı giyilmesi III. Çivinin bir ucunun sivri yapılması Yukarıda verilen olayların hangilerinde basıncın artmasından yararlanılmıştır?,Yalnız I,Yalnız II,I ve II,I ve III,II ve III
78b9fc77-8520-521f-8f54-855021f03580,FIZIK,t,"Başlangıçta sıcaklıkları birbirinden farklı, aynı maddeden yapılmış ancak farklı kütleli iki cisim ısıca yalıtılmış bir ortamda sadece birbirine temas ettirildikten belirli bir süre sonra ısıl dengeye ulaşıyor. Isıl dengedeki bu cisimlerle ilgili, I. Sıcaklıkları birbirine eşittir. II. Isı sığaları birbirlerinden farklıdır. III. Aralarındaki ısı alışverişi durmuştur. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
cb051d0c-7ca0-59c3-af21-4d78b618dd73,FIZIK,t,"Temel kuvvetlerle ilgili, I. Dünya'nın Güneş etrafında dönebilmesi genel çekim kuvveti sayesindedir. II. Elektronların çekirdek etrafında dönebilmesi zayıf nükleer kuvvet sayesindedir. III. Çekirdeği bir arada tutan kuvvet güçlü nükleer kuvvettir. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
9695f3a8-d2a6-5c52-81c3-7e8035def7c9,GENEL,f,"Saîd Maden, Türk Yazı Tarihi başlıklı makalesinde, Cumhuriyet ile birlikte daha sade bir dil anlayışının başladığını fakat ... Birçok yazar hâlâ eskiysem sözlü kelimelerinden ve uzun, şatafatlı cümlelerinden vazgeçemiyordu. Oysa o sırada halkın anlayacağı işler bir yazı dilinin gelişmesi gerekiyordu. Maden, Resimli Ay dergisinin arif zamanı gelmiş bulunan eskiye kopuşu başlatmak üzere çıkıldığını belirtiyor. Üstelik bu kopuş sadece edebiyat dünyasında değil çirkin ve yeniliği yakalam konusunda da radikal düzeydeydi. Bu parçada boş bırakılan yere, düşünürün akışına göre aşağıdaki cümlelerden hangisi getirilmelidir?",eski yazı geleneğinin farklılıklarından vazgeçilemediğini belirtmektedir.,çoğu yazarın romantik konuları ele almaya devam ettiği ifade ediliyor.,dönemin iktidarı ters düşmek istemeyen yazarların çekingen davrandığını belirler.,yeni harflere alışmanın beklenildiğinden kolay olduğu söyleniyor.,"roman, öykü gibi alanlarda kalemin oynatıldığından olduğu ifade ediliyor."
0f9b0da3-c278-5446-baa4-20bb797204fa,GEOMETRI,t,"Analitik düzlemde $A(3, 12)$ noktasının $4x + 3y - 8 = 0$ doğrusuna göre simetriği $B$ noktasıdır. Buna göre, $|AB|$ kaç birimdir?",4,8,12,16,20
d770cf25-e500-5ad4-bf39-0706713b61da,GEOMETRI,t,"Başlangıçta tüm yüzeyleri beyaz renkli olan bir dikdörtgenler prizmasının bir yüzü kırmızı, bir yüzü mavi ve bir yüzü sarı renge boyanmaktadır. • kırmızı boyalı yüz haricindeki yüzeylerinin alanları toplamı 82 birimkare, • mavi boyalı yüz haricindeki yüzeylerinin alanları toplamı 79 birimkare, • sarı boyalı yüz haricindeki yüzeylerinin alanları toplamı 74 birimkare olarak hesaplanıyor. Buna göre, bu dikdörtgenler prizmasının yüzey alanı kaç birimkaredir?",90,92,94,96,98
538b7ab3-9f85-5757-b8d8-ed4951d980b5,GEOMETRI,t,"Dik koordinat düzleminde, $2x - 3y + 5 = 0$ doğrusu ile $x + 2y - 1 = 0$ doğrusunun kesim noktasından geçen ve $y - 3x - 17 = 0$ doğrusuna paralel olan doğrunun denklemi aşağıdakilerden hangisidir?",$x - 3y + 6 = 0$,$3x - y - 4 = 0$,$3x - y + 4 = 0$,$x - 3y - 6 = 0$,$3x - y + 6 = 0$
d3b5a11c-7f15-52f2-9ccf-0b32705bcd86,GEOMETRI,t,"Dik koordinat düzleminde aşağıdaki adımlara göre bir çizim yapılacaktır. * Denklemleri sırasıyla $(x+4)^2+y^2=16$ ve $(x-9)^2+y^2=81$ olan K ve L merkezli çemberleri çiziniz. * Merkezleri doğrusal ve bu çemberleri içine alan, birer noktada bu çemberlere teğet olan M merkezli çemberi çiziniz. * M merkezli çemberin y eksenini kestiği noktaları A ve B olarak adlandırınız. * AKBL dörtgenini çiziniz. Bu çizime göre, AKBL dörtgeninin alanı kaç $br^2$ dir?",130,143,156,169,182
eb3a0eec-4dd8-54f5-be59-4a9e6a900e0d,GEOMETRI,t,"Nimet öğretmen ""Dik koordinat düzleminde A(8, 5) ve B(5, 9) olacak şekilde bir ABCD karesi çiziniz ve C köşesinin koordinatları toplamını bulunuz?"" şeklinde bir soru sormuştur. Bu soruya iki öğrenci farklı fakat doğru cevap verdiklerine göre, bulunan değerlerin toplamı kaçtır?",25,26,27,28,29
50a1a248-d8f2-57a5-a06a-470fa0d6d7b7,GEOMETRI,t,"Analitik düzlemde A(2, m), B(4, -1) ve C(n, -5) noktaları veriliyor. B noktası [AC]'nin orta noktası ise m + n toplamı kaçtır?",-3,-2,0,6,9
86205d21-4d10-5d49-90cf-bc2e8f98f019,KIMYA,t,Sabit sıcaklıkta eşit derişim ve hacimde $Ba(NO_3)_2$ ve $K_2SO_4$'ün sulu çözeltileri tamamen karıştırıldığında $K^+$ iyonunun mol sayısı değişmezken suda çözünürlüğü az olan tuzdan bir miktar çökelmektedir. Buna göre; I. Çözünme - çökelme tepkimesi gerçekleşir. II. Net iyon denklemi $Ba^{2+}(suda) + SO_4^{2-}(suda) \rightarrow BaSO_4(k)$'dir. III. Çöken tuzun çözünürlük çarpımı $K_{çç} = [Ba^{2+}][SO_4^{2-}]$'dir. IV. $K^+$ ve $NO_3^-$ seyirci iyonlardır. yargılarından hangileri doğrudur?,Yalnız I,I ve III,II ve IV,"I, II ve III","I, II, III ve IV"
05a57d17-48a5-59ef-b157-a8890001c202,KIMYA,t,$X_{2(g)} + O_{2(g)} \rightleftharpoons XO_{2(g)}$ Dengedeki tepkimeye aşağıdaki işlemlerden hangisi sabit sıcaklıkta uygulandığında $XO_2$ derişimi artar? A) $XO_{2(g)}$ eklemek B) $XO_{2(g)}$ çekmek C) $O_{2(g)}$ gazı eklemek D) Kabın hacmini büyütmek E) Basıncı azaltmak,$XO_{2(g)}$ eklemek,$XO_{2(g)}$ çekmek,$O_{2(g)}$ gazı eklemek,Kabın hacmini büyütmek,Basıncı azaltmak
a285f4e6-62d0-57fc-90bb-01da125af436,KIMYA,t,"X karışımı ile ilgili aşağıdaki bilgiler veriliyor. • Dağıtan maddenin fiziksel hali sıvıdır. • Heterojen yapıdadır. • Dağılan maddenin fiziksel hali sıvıdır. Buna göre, X karışımının türü için aşağıdakilerden han-gisi doğrudur?",Süspansiyon,Emülsiyon,Aerosol,Çözelti,Kolloit
99dddd90-40d9-5392-b173-8449daea55bc,KIMYA,t,"Katı - katı homojen karışımlara özel ad olarak ""alaşım"" denilmektedir. Buna göre, aşağıda verilenlerden hangisi alaşım sınıfında değildir?",18 ayar altın,Lehim,Çelik,Kalay,Tunç
67b15ebb-9eb9-5a58-97d4-b2bd3a19856b,KIMYA,t,"Politetrafloroeten (TEFLON) maddesi ile ilgili, I. Polimerleşme ürünüdür. II. Mutfak gereçlerinin iç yüzeylerinin kaplanmasında kullanılır. III. Monomeri vinil klorürdür. yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
e9a5ce50-53df-5732-a74c-b9cc707cb388,KIMYA,t,"Hacimce % 25'lik etil alkol bulunduran bir çözelti 300 $mL$'dir. Buna göre, çözeltideki etil alkol hacmi kaç $mL$'dir?",30,60,75,175,225
ea8c10bc-2cc6-57d8-b556-0dd02ef290a0,KIMYA,t,Aşağıdaki katı örneklerinden hangisinin sabit bir erime noktası yoktur?,Kuvars,Tereyağı,Şeker,Kalay,Sud kostik
f0abf63d-65f6-5d00-a125-276abd167b1b,KIMYA,t,"Fosil yakıtlar ile ilgili, I. Oluşmaları milyonlarca yıl sürer. II. Tamamı doğrudan kullanılabilir. III. Alternatif enerji kaynağıdır. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
297bc7cc-5b4b-5f1b-a79f-c16d02394e4f,KIMYA,t,"$6,02 \times 10^{23}$ tane atom içeren $NH_3$ gazı ile ilgili, I. 0,25 mol'dür. II. 17 gramdır. III. NK'da 5,6 L hacim kaplar. yargılarından hangileri doğrudur? ($N:14, H:1$)",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
39c981e2-6380-5586-8ede-4724d1361294,MATEMATIK,t,"$K = \{2, 3, 5, 7, 11, 13\}$ kümesinin iki elemanlı alt kümelerinin kaç tanesinde elemanların toplamı bir tek sayıya eşittir?",5,10,15,21,28
c7f4d866-6b5f-5bc1-b05d-5d64bf6f3b69,MATEMATIK,t,"Dik koordinat düzleminde $f(x) = x^2$ parabolü ile $|x| = 2$ ve $|x| = 1$ doğruları çiziliyor. $|x| = 2$ doğruları parabolü A ve B noktalarında, $|x| = 1$ doğruları parabolü C ve D noktalarında kesmektedir. Buna göre, ABCD yamuğunun alanı kaç birimkaredir?",8,9,12,16,20
a27f6c11-a4fe-557c-8ae7-8d4f46c3a174,MATEMATIK,t,"Rakamları farklı beş basamaklı $5m63n$ sayısı 4 ile bölündüğünde 3 kalanını vermektedir. $5m63n$ sayısı 9 ile tam bölünebildiğine göre, $m$ sayısı kaçtır?",2,3,4,7,9
935e8c84-69e6-5128-8f39-c019388e6561,MATEMATIK,t,"I. $a < 12,8$ II. $b < 2,1$ III. $c < -6,7$ eşitsizliklerini sağlayan en büyük $a, b$ ve $c$ tam sayılarının toplamı kaçtır?",7,8,9,10,11
b02ae7e3-f01b-599a-bc85-5f77e9c92c76,MATEMATIK,t,"Bir girişimci bir kenarı $1000$ metre olan kare şeklindeki düz bir arazinin tamamına, bir kenarı $10$ metre olan kare şeklindeki güneş panellerini birbirine yapışık olacak şekilde yerleştiriyor. Bu araziye yağan dolu nedeniyle güneş panellerinin $\frac{2}{5}$'i kırılıyor. Buna göre, bu panellerden sağlam kalanların sayısı kaçtır?",4000,5000,6000,7000,8000
f0d4fc9b-1754-5ad9-aa9c-cb78399f7996,MATEMATIK,t,$y = x^2 - 6x + 7$ parabolünün tepe noktasının orijine olan uzaklığı kaç birimdir?,$\sqrt{13}$,4,$2\sqrt{5}$,$2\sqrt{6}$,5
d341c6d4-7aa6-520d-be65-d0248270cead,MATEMATIK,t,"""Üç kere üç dokuz ederse birin karesi birdir."" önermesinin değili aşağıdakilerden hangisidir?",Üç kere üç dokuz eder veya birin karesi birdir.,Üç kere üç dokuz etmez ve birin karesi birdir.,Üç kere üç dokuz eder veya birin karesi bir değildir.,Üç kere üç dokuz etmez veya birin karesi bir değildir.,Üç kere üç dokuz eder ve birin karesi bir değildir.
3d61273a-cbda-50e1-91f1-540de3a6a9cb,MATEMATIK,t,"A, n elemanlı bir küme olmak üzere $n \to A$ ise A'ya saygın küme denir. Örneğin, $A = \{1, 2\}$ kümesi için $s(A) = 2$ ve $2 \in A$ olduğundan A saygın bir kümedir. Buna göre, $A = \{0, 1, 2, 3, 4, 5\}$ kümesinin 3 elemanlı alt kümelerinden kaç tanesi saygın kümedir?",20,18,15,10,6
4e4c2580-a15d-5759-9a79-fb66f384bd94,SOSYAL,t,"Bu sanat türünün kendine has malzeme ve uygulaması vardır. Kitre ile yoğunlaştırılan su yüzeyinde, özel boyalar kullanarak fırça, biz ve tarak gibi aletlerle ve birtakım özel tekniklerle oluşturulan desenlerin kâğıt üzerine aktarılmasıyla yapılan süsleme sanatıdır. Bu açıklama, aşağıdaki İslam sanatlarından hangisi için geçerlidir?",Tezhip,Hüsn-i hat,Minyatür,Ebru,Çini
1d64c2a4-9695-58c4-8b43-d39877fd24f8,SOSYAL,t,"Sınıf öğretmeni ""Kur'an'da Bazı Kavramlar"" konusunu anlattıktan sonra öğrencilerden örnekler istemiştir. Öğrenciler de şu örnekleri vermişlerdir. Ahmet: ""Bir kişinin, sosyal hizmet projelerinde veya hayır organizasyonlarında çalışırken maddi çıkar beklemeden sadece Allah'ın rızasını gözeterek hizmet etmesi"" Ezgi: ""Bir doktorun ücretsiz sağlık taramaları düzenlerken sadece hastaların sağlığına odaklanması, kişisel bir ödül veya tanınmayı beklemeden çalışması"" Salih: ""Bir kişinin, eğitimde fırsat eşitliği sağlamak için sosyal adaletsizliklere karşı mücadele etmesi"" Büşra: ""Bir kişinin Müslümanlığı doğru tanıma ve İslam'ın değerlerini savunma yolunda çaba göstermesi"" Bu öğrencilerden hangileri ""ihlas"" ile ilgili örnek vermiştir?",Ahmet ile Ezgi,Ezgi ile Salih,Salih ile Büşra,Ahmet ile Salih,Salih ile Ezgi
a8104e63-72a4-508b-86cf-01b1de673e17,SOSYAL,t,"İnsanın bilgi edinme eylemi bir sorunla karşılaştığı anda başlar. Örneğin; ormanda kaybolan bir kişi yolunu bulmak için yoğun bir biçimde düşünmeye başlar. Güneşin ve arazinin durumu şimdiye kadar yürüdüğü yön gibi verileri hesaba katarak bir çözüm, bir yol bulmaya çalışır. Eğer izlenen yol kişinin ormanda kurtulmasını sağlıyorsa doğru bilgi, sağlamıyorsa yanlıştır. Bu parça aşağıdaki görüşlerden hangisine uygun örnek oluşturur?",Locke'un empirizmine,Kant'ın kritisizmine,Platon'un rasyonalizmine,Comte'un pozitivizmine,Dewey'in pragmatizmine
d61c8123-e7a9-595e-be03-494a3f6f7c2b,TARIH,t,"MÖ 1200'lü yıllarda meydana gelen ve Anadolu tarihi için ""karanlık dönem"" diye bahsedilen; I. uzun süre iç karışıklıkların yaşanması, II. Hitit uygarlığının yıkılma sürecine girmesi, III. olayların kayıt altına alınmaması durumlarının hangilerinden kaynaklandığı söylenebilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
6e194b3d-0a15-57ba-bb93-495515b95a06,TARIH,t,"Türkiye'nin NATO'ya üye olması; I. SSCB, II. Bulgaristan, III. Yunanistan, IV. İngiltere devletlerinden hangilerinin tepkisine neden olmuştur?",I ve II,I ve III,II ve III,III ve IV,"II, III ve IV"
b4d0e75f-69f8-5f2f-ad31-5428ba05c0a5,TARIH,t,"Tuğrul Bey, Abbasi halifesinin yardım istemesi üzerine 1055 yılında Bağdat'a girerek Büveyhoğullarının varlığına son vermiştir. Bağdat camilerinde hutbeler Tuğrul Bey adına okunmaya başlanmış, Abbasi halifesi sarayında Abbasi ve Büyük Selçuklu devleti yöneticilerinin de bulunduğu büyük bir tören gerçekleşmiştir. Halife Kaimbiemrillah bu özel törende zülmü yıktığı, adaleti kurduğu ve İslamiyet'e yaptığı hizmetler için Tuğrul Bey'e memnuniyetini dile getirmiştir. Halife, Tuğrul Bey'e altın kılıç, sancaklar, hil'atlar vermiş ve başına bir taç giydirmiştir. Tuğrul Bey'in başına giydirilen bu taç, onun ""Şark ve Garp'ın Sultanı"" olduğu anlamına gelmektedir. Buna göre Tuğrul Bey'in aşağıdakilerden hangisinin ortaya çıkmasında etkili olduğu söylenemez?",Türklerin İslam dünyasının liderliğini üstlenmesinde,Abbasi-Emevi çekişmesinin sona ermesinde,Moğolların Anadolu üzerine akınlarının artmasında,İslam dünyasında yeni mezheplerin ortaya çıkmasında,"Orta Asya'da, Çin hâkimiyetinin engellenmesinde"
89428fe4-8bd5-55ee-b57d-8b4410dc0b3d,TARIH,t,"Camp David Antlaşması ile ilgili performans ödevi hazırlayan Şeyma ödevinin sonuç kısmında şu değerlendirmelerde bulunmuştur: 1. İlk kez bir Arap ülkesi İsrail'i resmen tanımış ve ele geçirdiği topraklar üzerindeki varlığını meşru olarak kabul etmiştir. 2. Antlaşmayla İsrail, batı sınırlarını güvence altına almıştır. 3. Antlaşmaya tepki gösteren Suriye gibi bazı Arap ülkeleri SSCB'ye yakınlaşmıştır. 4. Arap dünyasından kopan Suudi Arabistan ABD'ye yakınlaşmıştır. 5. Baasçılık ve Arap milliyetçiliği gibi ideolojiler zayıflamıştır. Bu bilgilere bakıldığında Şeyma'nın kaç numaralı alanda yanlış bir değerlendirme yaptığı söylenebilir?",1,2,3,4,5
4d8b4899-ee17-5995-8059-9750a4361356,TURKCE,t,"(I) Uzun uçak yolculuklarında yapılacak en verimli şeyin güzel bir kitap okumak olduğu söylenir. (II) Ama yolculuk sonunda yarım kalmaya mahkûm olan ya da erkenden bitip geri kalan zamanda bizi uğraşsız bırakan kitaplar, bu düşünceyi zayıflatır. (III) Yine de bu durum, Avustralya'daki bir hava yolu şirketi tarafından ilginç bir uygulamayla değiştirildi. (IV) Şirket, ""Her Yolculuk İçin Hikâyeler"" adında bir proje ile bir hizmet başlattı. (V) Bu projeyle şirket, yolcularına kalınlıkları yüz ile beş yüz sayfa arasında değişen ve uçuş süresi içinde tamamlanabilmesi için tasarlanmış kitaplar sunuyor. Bu parçada numaralanmış yerlerden hangisine ""Denebilir ki bir anlamda yolculuklar için ideal bir kitap yoktur."" cümlesi getirilebilir?",I,II,III,IV,V
