5467d5c4-51aa-5b40-a402-bf1b17ecdb6dE	COGRAFYAE	tE	10 yılda bir düzenlenen Birleşmiş Milletler En Az Gelişmiş Ülkeler Konferansı İstanbul'da yapıldı. Açılış konuşmasında Cumhurbaşkanı, "1971 yılında 25 en az gelişmiş ülke varken bugün bu rakamın 48'e çıktığını belirterek, "Bu durumdan bu şekilde devam edilemez ve sürdürülemez. Günde 1 dolardan daha az gelirle yaşayan 1 milyardan fazla kişi varken, uluslararası toplumun geri kalanı bu kişilerin acılarını gözlerini kapatamaz, bunları ihmal edemez. Bu çok alarm verici bir durumdur. Sadece ahlaki açıdan değil aynı zamanda siyasi açıdan da alarm verici bir durumdur." dedi. Cumhurbaşkanı konuşmasında; I. dünyadaki gelir dağılımının düzensiz olması, II. Türkiye'nin uluslararası alandaki çalışmalarında yalnız bırakılması, III. gelişmiş ülkeler arasında ekonomik birliklerin kurulması, IV. geri kalmış ülkelerdeki yaşam koşullarının iyileştirilmesi konularından hangilerini vurgulamıştır?E	I ve IIE	I ve IIIE	I ve IVE	II ve IVE	III ve IV
97998adf-7716-5e15-b1a0-e4f583275f2dE	EDEBIYATE	tE	İskender (Zülkarneyn) Semerkant'ı geçip de Türk illerini almak istediği zaman bu illerde genç bir hükümdar vardı. Bunun büyük bir ordusu vardı. Balasagun yakınındaki kendi adıyla bir kale yaptırdı. Hükümdarın emrinde büyük ve kuvvetli bir ordu vardı. Balasagun yakınındaki kalesinde idi. İskender yaklaştı. Hucent Irmağı kıyılarında 40 kumandan gönderen hükümdarın gönlü rahattı. Hükümdarın gümüşten bir havuzu vardı. Bu havuzu her yere çeşitli seferlerde bile yanında bulundururdu. Konakladığı yerlerde içine su doldurur; suya kazlar, ördekler salar; onları yüzdürürdü. Halk onun savaşamayacağını sanırdı. Bir gün ansızın yürüdü ve halk da ardından yürüdü. Bir bölgede yirmi iki kişi kaldı. Nihayet İskender geldi. Uzun saçlı bu insanları görünce Türk alametleri var diye bunlar için "Türk menend" dedi. Türkmenler bu ismi taşıdılar. Türkmen anıldılar. Hakan, ordusuyla "Çin"e geçti. İskender arkasından yürüdü. Türkler, İskender'in öncülerinin bir gece baskınında bozguna uğrattı. Bu parçada aktarılan İslam öncesi Türk destanı aşağıdakilerden hangisidir?E	TüreyişE	GöçE	ŞuE	BozkurtE	Alper Tunga
6b974073-7c1c-5d7e-b166-c01153d3eb04E	EDEBIYATE	tE	“Hikâye roman demektir. Küçültülmüş romprime ro-man... Emin olun bir roman yazmak, hikâye yazmaktan daha kolaydır. Çünkü alan geniştir, zamanınız uygun-dur. Fakat hikâyede sayfa sayısı sınırlıdır. Önce ilgi çekecek bir başlangıç yapmak zorundasınız. Ardından gelecek satırlar, olayın açıklamasıyla birlikte o merakı devam ettirmelidir. Asıl zor olan nokta ise hikâyenin son bırakacağı etkidir.” Refik Halit Karay'ın bu yazısında belirtilen öykü tü-rünü aşağıdakilerden hangisi benimsememiştir?E	Sait Faik AbasıyanıkE	Halide Edip AdıvarE	Ömer SeyfettinE	Reşat Nuri GüntekinE	Yakup Kadri Karaosmanoğlu
86316c78-264e-5e6d-96f2-214ef3678179E	EDEBIYATE	tE	Türkçenin tarihî gelişimini inceleyen bir bilim insanı, Türkçenin en eski geçmişine dair bilgileri öğrenmek için aşağıdaki eserlerden hangisini ilk olarak incelemelidir?E	Altun YarukE	Köktürk AnıtlarıE	Divanu Lügati't-TürkE	Yunus Emre DivanıE	Tercüman-ı Ahval gazetesi
f64eaf21-cbb5-5cc8-88e4-e7cce9bc774fE	EDEBIYATE	tE	— Ailason bağırma öyle Ali. Gece vakti... Aklını alacaksın çocuğun. Uyku sersemi... — Söylüyorsun! — Bi cahillik etmiş işte... o da aleme uymuş. Bi daha yapmaz. — Cahillik sende! — Bende ya, bende. Bidir yanına vardığımızda demecin sana bunları. Dili varmadı. Orda bi de bu kahır olmasın içine dodim. Bağışla bu sefor. Bağışlamazsan, bori döv dö öfken geçsin. Doğra da köpeklere at beni. Bu parçanın anlatımında aşağıdakilerden hangisi yoktur?E	DiyalogE	Eksiltili ve devrik cümleE	Bilinç akışıE	Yöresel kelime ve söyleyişE	Üçüncü kişi anlatım
eed0244d-cfa8-58ea-96a2-db62d21e34e8E	FIZIKE	tE	Hidrojen atomunun $n=2$ deki elektronun toplam enerjisi $-E$ dir. Buna göre, $He^+$ atomunun $n=2$ deki elektronunun toplam enerjisi nedir? ($H$ için $Z=1$, $He$ için $Z=2$)E	$-\frac{E}{4}$E	$-\frac{E}{2}$E	$E$E	$2E$E	$4E$
ac4d1e0d-5200-5ac1-9eb7-50269e5e8051E	FIZIKE	tE	Bir uzay aracı Dünya'dan Ay'a sabit hızla hareket etmektedir. Uzay aracı içindeki astronota sadece Dünya ve Ay tarafından kütle çekim kuvveti uygulanmaktadır. Bu yolculuk sırasında uzay aracı içerisindeki astronota etki eden bileşke kütle çekim kuvvetinin değişimi aşağıdakilerden hangisinde doğru olarak ifade edilmiştir? (Dünya ve Ay yolculuk boyunca durgun kabul edilecektir.)E	Sürekli artar.E	Sürekli azalır.E	Önce artar, sonra azalır.E	Önce azalır, sonra artar.E	Azalır ve sabit kalır.
ddab0fe2-12f2-5b53-9759-e5c861eef415E	FIZIKE	tE	Dikdörtgen prizması şeklindeki K mermer bloğu yatay bir zeminde kayarak ilerlemekte, silindir şeklinde kesilmiş L mermer bloğu ise aynı zeminde kaymadan dönerek öteleme hareketi yapmaktadır. K ve L cisimlerinin kütleleri eşit olup çizgisel hızlarının büyüklüklerinin eşit ve sabit olduğu bilindiğine göre bu bilgilerden yola çıkılarak, L'ye ait hangi niceliğin K'ninkinden büyük olduğu kesinlikle söylenebilir?E	Çizgisel momentumE	Kinetik enerjiE	Potansiyel enerjiE	Eylemsizlik momentiE	Açısal ivme
965634e9-a728-51ab-a022-179537e2ac64E	FIZIKE	tE	Atom ile ilgili, I. Işıtarak uyarılabilir. II. Elektron bombardımanı ile uyarılabilir. III. Foton ile uyarılabilir. yargılarından hangileri doğrudur?E	Yalnız IE	I ve IIE	I ve IIIE	II ve IIIE	I, II ve III
78b9fc77-8520-521f-8f54-855021f03580E	FIZIKE	tE	Başlangıçta sıcaklıkları birbirinden farklı, aynı maddeden yapılmış ancak farklı kütleli iki cisim ısıca yalıtılmış bir ortamda sadece birbirine temas ettirildikten belirli bir süre sonra ısıl dengeye ulaşıyor. Isıl dengedeki bu cisimlerle ilgili, I. Sıcaklıkları birbirine eşittir. II. Isı sığaları birbirlerinden farklıdır. III. Aralarındaki ısı alışverişi durmuştur. yargılarından hangileri doğrudur?E	Yalnız IE	Yalnız IIE	Yalnız IIIE	I ve IIE	I, II ve III
4f1229ad-eaa3-5260-b599-16e448e6f194E	FIZIKE	tE	Fotoelektrik olay ve Compton saçılmasının ortak özelliklerine; I. Radyo dalgaları ile gerçekleşmesi II. Fotonun enerjisinin sabit kalması III. Işığın tanecik modeliyle açıklanmaları ile verilenlerden hangileri örnek olarak gösterilebilir?E	Yalnız IE	Yalnız IIE	I ve IIE	Yalnız IIIE	I, II ve III
ca05ccd1-2a99-58c7-9f08-4fde182814baE	FIZIKE	tE	Bir parçacık ile bir karşıt parçacığın aynı olabilmesi için aşağıdaki koşullardan hangisi gereklidir?E	Yüksüz olmasıE	Kütlesiz olmasıE	Manyetik alanda sapmasıE	Yüksüz ve nükleon sayısı sıfır olmasıE	Yüksek enerjili olması
59699de3-5b8e-585f-8786-d29e13838244E	FIZIKE	tE	I. Düzgün çembersel harekette çizgisel hız sabit olduğu için cisim dengededir. II. Düzgün çembersel hareket yapan cismin hızı değişmelidir. III. Düzgün çembersel hareket yapan cismin periyodu yarıçaptan bağımsızdır. Yukarıdakilerden hangileri kavram yanılgısıdır?E	Yalnız IE	Yalnız IIE	I ve IIE	I ve IIIE	II ve III
9695f3a8-d2a6-5c52-81c3-7e8035def7c9E	GENELE	fE	Saîd Maden, Türk Yazı Tarihi başlıklı makalesinde, Cumhuriyet ile birlikte daha sade bir dil anlayışının başladığını fakat ... Birçok yazar hâlâ eskiysem sözlü kelimelerinden ve uzun, şatafatlı cümlelerinden vazgeçemiyordu. Oysa o sırada halkın anlayacağı işler bir yazı dilinin gelişmesi gerekiyordu. Maden, Resimli Ay dergisinin arif zamanı gelmiş bulunan eskiye kopuşu başlatmak üzere çıkıldığını belirtiyor. Üstelik bu kopuş sadece edebiyat dünyasında değil çirkin ve yeniliği yakalam konusunda da radikal düzeydeydi. Bu parçada boş bırakılan yere, düşünürün akışına göre aşağıdaki cümlelerden hangisi getirilmelidir?E	eski yazı geleneğinin farklılıklarından vazgeçilemediğini belirtmektedir.E	çoğu yazarın romantik konuları ele almaya devam ettiği ifade ediliyor.E	dönemin iktidarı ters düşmek istemeyen yazarların çekingen davrandığını belirler.E	yeni harflere alışmanın beklenildiğinden kolay olduğu söyleniyor.E	roman, öykü gibi alanlarda kalemin oynatıldığından olduğu ifade ediliyor.
20417507-1ffb-5c59-ba1b-9ff312dd4e9fE	GEOMETRIE	tE	Ayşe, elindeki kağıda aşağıdaki adımları izleyerek bir şekil çiziyor. • O merkezli AB çaplı bir çembere A noktasında teğet olacak biçimde d doğrusu çizilir. • d doğrusu üzerinde bir C noktası alınarak CB doğrusu çizilir. • CB doğrusunun çemberi kestiği diğer nokta D noktası olarak alınır. Ayşe'nin doğru olarak çizdiği bu şekilde, $|AC| = 6$ birim ve $|CD| = 3$ birim olduğuna göre, çizilen çemberin yarıçapı kaç birimdir?E	$2\sqrt{6}$E	$3\sqrt{3}$E	$6$E	$4\sqrt{3}$E	$6\sqrt{3}$
4839390b-595a-54ba-a2da-8eb520cf0174E	GEOMETRIE	tE	Dik koordinat düzleminde $A(2, -3)$ noktasının 4 birim sola ve 5 birim yukarı ötelenmesi ile elde edilen noktanın koordinatları aşağıdakilerden hangisidir?E	$(6, -8)$E	$(6, 2)$E	$(-2, -8)$E	$(-2, 2)$E	$(7, -7)$
fbb48a92-0281-5734-ad01-d4667f6ed85dE	GEOMETRIE	tE	ABCD paralelkenar, $|BF|=|FC|$, $|DE|=|EC|$ ve Alan$(ABCD)=120$ cm$^2$ dir. Yukarıdaki verilere göre, Alan$(AFE)$ kaç cm$^2$ dir?E	60E	45E	40E	36E	30
f03f24ef-d514-53a5-8367-b9de50de120dE	GEOMETRIE	tE	Düzgün bir kare piramidin taban ayrıtı 12 br ve yüzey alanı 384 $br^2$ olduğuna göre, hacmi kaç birimküptür?E	336E	360E	384E	400E	432
7de3c865-3a23-50c5-94ab-3c9dce1c9627E	GEOMETRIE	tE	Analitik düzlemde, $d_1: x+2y=6$ $d_2: y-x=-3$ doğrularının kesim noktasının koordinatları toplamı kaçtır?E	4E	5E	6E	7E	8
dfdb01f6-3b80-54aa-aab5-1636835ac1a2E	GEOMETRIE	tE	Dik koordinat düzleminde A köşesinin koordinatları $(7, 5)$ olan ABC üçgeninin AB ve BC kenarlarının orta noktalarının koordinatları sırasıyla $(12, 12)$ ve $(9, 6)$ olarak veriliyor. Buna göre, C noktasının koordinatları toplamı kaçtır?E	-6E	-5E	-4E	3E	6
4f2b4d38-7c20-5a21-bfb0-2aac6c9ac39cE	KIMYAE	tE	Gaz, buhar ve kritik sıcaklık için; I. Gazlar bulundukları sıcaklıkta basınçla sıvılaştırılamazlar. II. Kritik sıcaklığın altındaki sıcaklıklarda madde buhar halindedir. III. Gaz ile buhar benzer özellikler gösterir. ifadelerinden hangileri doğrudur?E	Yalnız IE	Yalnız IIE	I ve IIIE	II ve IIIE	I, II ve III
a3655f7b-0083-5af8-b586-edafcbe943a8E	KIMYAE	tE	$3p$, $3d$ ve $4s$ orbitallerinin enerjilerinin karşılaştırılması aşağıdakilerden hangisinde doğru olarak verilmiştir?E	$3p < 3d < 4s$E	$3p < 4s < 3d$E	$3d < 4s < 3p$E	$4s < 3p < 3d$E	$4s < 3d < 3p$
aaf733b5-6a83-5a2f-9d99-710f1db06b89E	KIMYAE	tE	$2NaOH + Cl_2 \rightarrow X + NaCl + H_2O$ Denklemi verilen tepkimede yer alan X maddesi ile ilgili, I. Formülü $NaClO$ olup çamaşır suyunun etken maddesidir. II. Mikrop öldürücü olarak kullanılır. III. Bazik özellik gösterir. yargılarından hangileri doğrudur?E	Yalnız IE	I ve IIE	I ve IIIE	II ve IIIE	I, II ve III
4b822831-50e0-594c-adce-021a42c2bce7E	KIMYAE	tE	X tuzunun $40^{\circ}\text{C}$'de çözünürlüğü; $25 \text{ gram X}, 100 \text{ gram su}$'dur. Buna göre, aynı sıcaklıkta X tuzu ile hazırlanmış doygun $625 \text{ gram çözeltide kaç gram çözücü (su) vardır?}$E	100E	200E	300E	500E	700
ec75e22f-eaaa-5568-a7eb-790a3f4ba332E	KIMYAE	tE	I. Kaynak suyu II. Deniz suyu III. Göl suyu Yukarıdakilerden hangileri herhangi bir arıtma tabi tutulmadan içilebilir ve kullanılabilir su kaynaklarıdır?E	Yalnız IE	Yalnız IIE	I ve IIIE	II ve IIIE	I, II ve III
0c81bcf1-287f-5f36-be56-aadaa0d16371E	KIMYAE	tE	Sabit basınç altında tek basamakta gerçekleşen, $N_{2(g)} + 3H_{2(g)} \rightarrow 2NH_{3(g)} \Delta H < 0$ tepkimesinde sıcaklık artırılırsa, I. Birim zamanda aktifleşmiş kompleks oluşturabilecek tanecik sayısı artar. II. Tepkime hızı azalır. III. Aktifleşme enerjisi değeri artar. ifadelerinden hangileri doğrudur?E	Yalnız IE	Yalnız IIE	Yalnız IIIE	I ve IIE	I ve III
c2886f4f-e82c-5d7f-aab6-248eaac5c1ddE	KIMYAE	tE	$NH_3 + O_2 \rightarrow N_2 + H_2O$ tepkimesi $NH_3$'ün katsayısı 2 alınarak denkleştirildiğinde $O_2$'nin katsayısı aşağıdakilerden hangisi olur?E	$1/2$E	$3/2$E	$3$E	$6$E	$12$
a7c0588c-82fa-5e32-bc55-e9f5d06b6be5E	KIMYAE	tE	I. Okyanuslar II. Buz dağları ve buzullar III. Yer altı suları Bu su kaynaklarının büyüklükleri aşağıdakilerin hangisinde doğru verilmiştir?E	I > II > IIIE	I > III > IIE	II > I > IIIE	III > II > IE	II > III > I
83efe97f-865b-513f-8ab1-ec622e2fbd11E	KIMYAE	tE	$XY_3$ molekülü su ile homojen karışım oluşturmaktadır. Buna göre, $XY_3$ molekülü ile ilgili; I. Bağ açısı $120^ ext{o}$ dir. II. Polar moleküldür. III. X atomu $3A$ grubundandır. yargılarından hangileri doğrudur?E	Yalnız IE	Yalnız IIE	Yalnız IIIE	I ve IIE	II ve III
d8f0c890-4440-595e-bdf0-aeda8c2e0ebbE	MATEMATIKE	tE	Dünya'nın eksen eğikliği $23^ ext{o}27'$ olduğuna göre, Dünya'nın eksen eğikliği kaç dakikadır?E	$1007'$E	$1107'$E	$1207'$E	$1307'$E	$1407'$
975556fa-5c12-58f4-8026-aad39c1dfabbE	MATEMATIKE	tE	$f: \mathbb{R} \to \mathbb{R}$ olmak üzere, $f(x) = \frac{12}{x^2 + 4x + 10}$ fonksiyonunun en büyük değeri kaçtır?E	1E	$\frac{6}{5}$E	$\frac{4}{3}$E	$\frac{3}{2}$E	2
b177f8ff-ef30-59a0-a630-cdf92589e1d5E	MATEMATIKE	tE	$a-b=6$ ve $a \cdot b=4$ olduğuna göre, $a^2-b^2$ farkının pozitif değeri kaçtır?E	$6\sqrt{26}$E	$12\sqrt{13}$E	$13\sqrt{13}$E	$16\sqrt{13}$E	$12\sqrt{26}$
e66e2c7b-b3e3-5fef-ac4a-054e7c0e2d88E	MATEMATIKE	tE	1. İkinci dereceden bir denklemin köklerinin toplamı 6 ve çarpımının 8 olduğunu biliyoruz. Bu denklemin genel formüllerini yazınız.E	x^2 - 6x + 8 = 0E	x^2 + 6x + 8 = 0E	x^2 - 6x - 8 = 0E	x^2 + 6x - 8 = 0E	x^2 + 6x + 8 = 0
e54c3ee0-d5ee-5dff-8528-cf3d38c58159E	MATEMATIKE	tE	$11$ ile tam bölünebilen beş basamaklı $3x21y$ sayısının $10$ ile bölümünden kalan $3$'tür. Buna göre, $x$ sayısı kaçtır?E	4E	5E	6E	7E	9
41be18fb-d10e-5852-9c86-7abef01f1ed1E	MATEMATIKE	tE	Bağlama veya keman kurslarından en az birine gidenlerin bulunduğu bir grupta 17 kişi bağlama kursuna, 12 kişi keman kursuna gitmektedir. Bu grupta 6 kişi hem bağlama hem de keman kursuna gittiğine göre, grupta kaç kişi vardır?E	35E	29E	23E	21E	18
9b6744e7-4d7d-590e-9bbf-23a79ddf9e3aE	MATEMATIKE	tE	Rakamları birbirinden farklı iki basamaklı ab doğal sayısı rakamları toplamına bölündüğünde bölüm 4, kalan 3'tür. Buna göre, yazılabilecek iki basamaklı ab doğal sayısının rakamları çarpımı en fazla kaçtır?E	6E	15E	28E	45E	56
e034664c-1260-5465-a5cc-5a9d1ca6d8e1E	MATEMATIKE	tE	Bir ABC üçgeninin köşeleri olan A, B ve C'nin karşılarındaki kenarlar sırasıyla a, b ve c br olmak üzere, $b^2 + c^2 - a^2 = c \cdot a^2 - b$ eşitliği veriliyor. Buna göre, $m(\widehat{A})$ kaç derecedir?E	15E	30E	45E	60E	75
7889f4e1-6957-5c6e-9064-540bd961ad44E	SOSYALE	tE	Ockhamlı William'ın "Ockham'ın Usturası" adı verilen ilkesi, "Zorunlu olmadıkça varlıklar çoğaltılmamalıdır." şeklinde ifade edilebilir. Diyelim ki karanlık bir bahçeden geçerken önümüze aniden bir kedi geçti ve gözden kayboldu. Bu olayı açıklamaya yönelik iki yaklaşımdan biri, görünmez yaratıkların kediyi kovaladığını, diğer yaklaşım ise kedinin yalnızca kendi yolunu izlediğini söylüyor. Ockham'ın Usturası, ikinci açıklamanın, varlıkları çoğaltmadığından ötürü daha geçerli olduğunu belirtir. Buna göre Ockham'ın Usturası aşağıdakilerden hangisini ifade eder?E	İnsan her şeyden şüphe ederek işe başlamalıdır.E	Bir problemin ardında birçok neden olabilir.E	En basit açıklama en doğru açıklamadır.E	Doğruya ulaştıran birçok çok yöntem vardır.E	Doğruluğun ne olduğu duruma göre değişir.
644e295b-0d01-5b7b-84e5-38fbd8a3b810E	SOSYALE	tE	"Onlar ayakları, otururken ve uzanırken üzerini yatarken Allah'ı anarlar. Göklerin ve yerin yaratılışı üzerinde düşünürler: 'Rabbimiz! Bunu boş yere yaratmadın, seni eksiklerden uzak tutarız. Bizi ateş azabından koru' derler." (Âl-i İmran, 3:191) Bu ayette İslam'da bilgi kaynağı olarak aşağıdaki unsurların hangisinden söz edilmiştir?E	VahiyE	AkılE	DuyuE	RüyaE	Gelenekler
7a88d025-5fe1-5ac4-96eb-f0d9a0b87c2bE	SOSYALE	tE	Elif ve Kadir arasında geçen bir tartışma şu diyalogla sonlanır: Elif: Tamam tamam, son haklısın. Kadir: Haklı olduğumu söylediğine göre bu tartışmanın galibi ben oldum. Elif: Doğruyu söylemek gerekirse tartışma biçiminin yüzünden haklısın demeye mecbur kaldım. Kadir: Nasıl tartışıyorsun ki ben? Elif: İlk olarak konuyu yeterince bilmediğimi söyledin sonra saçılığım sözcüklerin takıldın. Ben sinirlenmeye başlayınca da beni öfkeli biri olmakla suçladın; ve en sonunda da hiçbir gerekçe sunmadan fikrimin doğru olmadığını iddia ettin. Haklı olmak senin için bu kadar önemliyse fikirlerini argümanlarla geçersiz kılmaya çalışman daha doğru olmaz mı? Bu diyalogda Kadir, tartışma esnasında aşağıdaki yöntemlerden hangisine başvurmamıştır?E	Yaftalama yapmaE	Görüşü yalanlamaE	Üslubu eleştirmeE	Karşıdakini ilişkilendirmeE	Ana fikri çürütme
2f6b543a-cc4d-5048-acd3-8bad36b3cc74E	TARIHE	tE	Islahat Fermanı'nın aşağıdaki maddelerinden hangisi yabancıların Osmanlı ülkesinde yatırım yapmasına imkan tanımıştır?E	Gayrimüslim halka okul, hastane, ibadet yeri açma ve tamir etme hakkı verilmesiE	Yabancı uyrukluların vergisini vermek koşuluyla mal ve mülk edinebilmesiE	Gayrimüslimlerin devlet memuru ve asker olabilmesiE	Gayrimüslimlerin il genel meclislerine üye olabilmesiE	Gayrimüslimlerden askere gitmek istemeyenlerin nakdi bedel ödeyerek askere gitmemesi
93623d2b-c615-5853-8053-5ba4e2571b1dE	TARIHE	tE	Aşağıdakilerin hangisi Yavuz Sultan Selim'in Mısır Seferi'nin sonuçlarından biridir?E	Erbil, Musul ve Kerkük'ün Osmanlı Devleti'nin egemenliğine girmesiE	Safeviler ile Osmanlı Devleti arasında Amasya Antlaşması'nın imzalanmasıE	Şahkulu öncülüğünde Anadolu'da büyük bir isyan çıkmasıE	Venediklilerin Kıbrıs için verdikleri vergiyi Osmanlılara ödemeye başlamasıE	Akkoyunlu Devleti'nin siyasi varlığına son verilmesi
23d39b62-3690-5e90-abc1-0ced70a4949fE	TARIHE	tE	Mondros Mütarekesi'nin bazı maddeleri şunlardır: • Osmanlı orduları terhis edilecek, ordulara ait silahlar İtilaf Devletlerine teslim edilecek. • İtilaf Devletleri güvenliklerini tehlikede gördüğü durumlarda herhangi bir stratejik bölgeyi işgal edebilecek. Antlaşmanın bu maddelerine göre, Osmanlı Devleti'nin içine düştüğü durumu aşağıdakilerden hangisi daha iyi açıklar?E	Osmanlı hanedanının hükümranlığı son bulmuştur.E	İstanbul Hükümeti otoritesini kaybetmiştir.E	Devletin savunma gücü elinden işgallere açık hale getirilmiştir.E	Osmanlı Devleti, İtilaf devletlerinin sömürgesi haline getirilmiştir.E	Osmanlı Devleti hukuken sona ermiştir.
190e1f74-9e81-5e01-89a5-ff02b819c8a8E	TARIHE	tE	I. Hınçak ve Taşnak Komitesi adlı zararlı cemiyetlerin faaliyetlerini önlemek II. Osmanlı Devleti yıkılırsa yerine Trakya Cumhuriyeti adıyla yeni bir devlet kurma III. Edirne ve Lüleburgaz kongrelerini düzenleyerek Rumların emellerine karşı silahlı direnişi başlatma nedenlerinden hangileri Trakya Paşaeli Cemiyeti'nin kurulmasında etkili olmuştur?E	Yalnız IE	Yalnız IIE	Yalnız IIIE	I ve IIE	II ve III
66b44695-dd48-58be-8d7b-85c4935d6ce4E	TURKCEE	tE	Aşağıdaki cümlelerin hangisinde fiil, yapılmakta olan bir işi bildirmektedir?E	Yarın sabah erkenden uyanıp pikniğe gidiyoruz.E	O, sınıfta öğretmeninin verdiği ödevi yapıyor.E	Dün araba bozuluyor, o da tamirciye gidiyor.E	Dedem erken ölünce adını bana koyuyorlar.E	Teyzemler, haftaya buraya geliyormuş.
d4e37d24-d2b8-5ede-9452-45a2d4ba3dccE	TURKCEE	tE	Aşağıdaki cümlelerin hangisinde fiil, dilek kiplerinden biriyle çekimlenmemiştir?E	Keşke kitap okumak için daha çok zaman bulsak.E	Arada bir şehirlerden kaçıp kendimizi doğaya atalım.E	Bir karar alırken yüreğinizin sesini dinlemelisiniz.E	Birazdan güzel ve oldukça etkili bir program başlaya-cak.E	Bahçedeki işlerle uğraşmayı bırakıp hemen mutfağa gitsin.
