c5f65419-5fda-5373-93f7-23f5dc77ebed	MATEMATIK	Şekil 1'de genişlikleri aynı uzunlukları farklı ön yüzeyleri dikdörtgen şeklindeki X, Y ve Z tahtaları verilmiştir. Şekil 2'de, Şekil 1'de verilen tahtaların yerleştirildiği üç durum vardır. Buna göre, $2X + Y + 3Z$ toplamı kaçtır?	C	$28$	$32$	$36$	$42$	$52$
cbe4d979-15e8-54a2-92ef-0c550149721e	KIMYA	Organik X bileşiği yakıldığında CO₂ ve H₂O gazları oluşuyor.  Buna göre X bileşiğinin,  I. karbon, II. oksijen, III. hidrojen  elementlerinden hangilerini içerdiği kesindir?	C	Yalnız I	Yalnız II	I ve III	II ve III	I, II ve III
4bc87f00-25a2-54fb-9b6e-8402b32e3833	BIYOLOJI	ATP molekülünün üretilmesi ve tüketilmesi ile ilgili,  I. Tüm canlı hücreler tarafından gerçekleştirilebilir. II. Canlı hücrelerde en fazla gerçekleşen yapım ve yıkım olaylarıdır. III. Sadece hücre içinde gerçekleşebilir.  ifadelerinden hangileri doğrudur?	E	II ve III	I ve II	I ve III	Yalnız I	I, II ve III
2d82e7a2-84a7-50c1-aa4c-6968556286f4	GEOMETRI	ABC üçgen, K noktası ABC üçgeninin kenar orta dikmelerinin kesim noktası, $[KD] \perp [BC]$, $|KD| = 5$ cm, $|AK| = 13$ cm. Yukarıdaki verilere göre, $|BC|$ kaç cm'dir?	C	20	22	24	25	26
39891d70-5256-5c41-8687-999b52afd665	KIMYA	Katman elektron dizilimleri verilen X ve Y atomları ile ilgili, I. X ametal, Y metaldir. II. X periyodik cetvelde 2. periyot 7A grubunda bulunur. III. Y'nin değerlik elektron sayısı 2'dir. yargılarından hangileri doğrudur?	B	Yalnız I	Yalnız II	I ve III	II ve III	I, II ve III
62b94d12-029d-5176-84a0-babc3c4d8d90	TURKCE	Binbir Gece Masalları'nda ----- Muhayyelât, sürükleyici ve mistik yapısıyla okuyanı geçmişin büyüü denizlerinde yolcuğu ----- bir klasik.  Bu cümlede boş bırakılan yerlere aşağıdakilerden hangileri sırasıyla getirilebilir?	A	konusuyla - davet eden	maceralarıyla - bırakacak	örnek alınarak yazılan - izin veren	kaleme alınan - çıkaracak	üslup gösteren - özün gerektiren
bbe47dcf-a0e1-5a8c-b93d-5848556fadd8	MATEMATIK	Şekil 1'de sarı ve mavi kutuların yükseklikleri toplamı, masanın yüksekliğinden 24 cm eksiktir. Şekil 2'de sarı, mavi ve mor kutuların yükseklikleri toplamı, masanın yüksekliğinden 36 cm fazladır. Buna göre, mor kutunun yüksekliği kaç birimdir?	B	50	60	70	80	90
bf362917-2651-52e9-b416-3b8a4c798dad	FIZIK	Isıca yalıtılmış bir kapta bir arada bulunan K katısı ile L sıvısına ait sıcaklık-zaman grafiği verilmiştir. Buna göre $0-t_1$ ve $t_1-t_2$ zaman aralığında L sıvısının iç enerjisi için ne söylenebilir?	A	Artar, Değişmez	Değişmez, Değişmez	Azalır, Artar	Artar, Artar	Azalır, Değişmez
6a1729e5-7e45-5cab-b7d2-5163995903ae	KIMYA	Alkinler ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?	B	Karbon atomları arasında en az bir tane üçlü (- C ≡ C -) bağ bulunur.	Bulundukları grubun adı, grubun ilk üyesi olan etinin özel adından alkinler olar	Üçlü bağda bulunan karbon atomları sp hibritleşmesi yapmıştır.	Bir tane üçlü bağ içeren açık zincirli mono alkinlerin genel formülleri CnH2n-2 	İki tane üçlü bağ içeren açık zincirli alkadinin bileşiklerinin genel formülleri
80c5eafe-590e-54ea-8ebf-e80310ca5a56	GEOMETRI	ABC ve ACD üçgeni KF // BC FE // CD |AK| = 4 |KB| |EF| = 8 cm  Verilenlere göre, |CD| = x kaç cm dir?	A	10	12	14	16	18
f90609da-7c9d-55e4-887f-1a9aea07a41c	KIMYA	Yukarıda verilen ideal davranan gazlar için aşağıdaki niceliklerden hangisi aynı değildir? (N = 14 g/mol, O = 16 g/mol)	A	Basınç	Hacim	Sıcaklık	Ortalama kinetik enerji	Kütle
8dc5b0f2-2e0b-5ebc-a3e0-10b6f84b25cb	MATEMATIK	Aşağıda bir futbolcunun vurduğu topun yatayda aldığı mesafe metre türünden $x(\alpha) = 80 \cdot \sin(2\alpha)$ denklemi ile veriliyor. Futbolcu topu $40$ metre ileriye attığında topu vurduğu açı aşağıdakilerden hangisi olabilir?	B	10	15	20	25	30
4822fb37-bb29-5bf2-b8a0-b65a703b176c	MATEMATIK	Yukarıda, $y=f(x)$ fonksiyonunun grafiği verilmiştir. Buna göre, $x \cdot f'(x) \le 0$ eşitsizliğini sağlayan $x$ tam sayılarının toplamı kaçtır?	C	9	11	12	13	15
c9779530-db94-59ad-b58d-1c6f1f4bf831	GEOMETRI	Aşağıda ABC üçgeni ve üçgen içindeki açılar gösterilmiştir. Buna göre, I. $|AB|=|AD|$, $a=70^ ext{o}$ ve $b=c$ II. $|AB|=|AD|=|BD|$ ve $x=c$ III. $b=d$ ve $a=c=40^ ext{o}$ durumlarının hangilerinde $x=30^ ext{o}$ olur?	E	Hiçbiri	I ve II	Yalnız II	I, II ve III	II ve III
5db69020-d6ec-521c-858c-22f2cc7696f3	MATEMATIK	4 x 4'lük bir Kendoku bulmaca oyununda, her yatay ve dikey sıraya rakamlar tekrar etmeden 1, 2, 3 ve 4 sayıları yerleştirilmektedir.  Örneğin, yandaki Kendoku bulmacasında kırmızı renk ile belirlenen bölgedeki sayıların çarpımı, bu bölgenin içindeki kırmızı renkle yazılı olan sayıya eşit olmalıdır. 	D	63	53	43	33	23
eb315cb4-98a8-5fc7-a861-70ce36c630a1	MATEMATIK	Bir tekstil atölyesinde, art arda dizilmiş kartonlar etiketleme yapan iki makineden sırayla geçecektir. Birinci makine ilk iki kartona NORMAL KESİM, sonraki iki kartona DAR KESİM yazmakta ve bu şekilde devam ederek sırayla iki kartona NORMAL KESİM, iki kartona DAR KESİM yazarak kartonları etiketleme	E	DAR KESİM S	DAR KESİM L	NORMAL KESİM S	NORMAL KESİM M	NORMAL KESİM L
c3a4f750-675a-5ae6-83c1-0ad961df6116	MATEMATIK	Yukarıda grafikleri verilen fonksiyonlar; tek, çift ve ne tek ne çift fonksiyonlardan biri olduğuna göre, aşağıdaki eşleştirmelerden hangisi doğrudur?	A	I - II - III	I - III - II	III - I - II	III - II - I	II - I - III
99400205-d900-5f3b-a3e3-eba00f4fe058	TURKCE	Edebiyat dergiciliği sektöründe mevsimin kıştan yazı dönmesi tüm edebiyatseverler için önemli bir gelişmedir.  Bu cümledeki altı çizili sözcük dergicilik sektörüyle ilgili vurguladığı durum aşağıdakilerden hangisidir?	A	Günden güne daha iyi duruma gelmesi	İlginin her sene biraz daha azalması	Olumlu veya olumsuz bir değişliğin yaşanmaması	Pek çok sanatçının meşhur olmasına imkân sağlaması	Farklı türlerin bir arada okura sunulması
ac6bbc01-2276-5dd6-8820-a3cb67d9b3da	MATEMATIK	$(a_n)$ gerçek sayı dizisi, her $n$ pozitif tam sayısı için $a_{n+1} = (-1)^n \cdot a_n + 4$ eşitliğini sağlıyor. $a_1 = 2$ olduğuna göre, $a_{24}$ kaçtır?	D	-6	-2	0	2	6
168276ea-4d96-5cc5-b92b-16e22129fc39	GEOMETRI	ABCE dörtgen [DE] _ [BC] |AB| = |EC| |BD| = |DC| m(ABC) = 80° m(BCE) = 50° olduğuna göre, m(BAE) = x kaç derecedir?	A	80	75	70	65	60
204ef6b2-65c5-5560-81a5-4ee0b9459017	FIZIK	$m$ kütleli X uydusu, $M$ kütleli K gezegeninin, $2m$ kütleli Y uydusu, $2M$ kütleli L gezegeninin çevresinde $R$ ve $2R$ yarıçaplı yörüngelerde dolanmaktadır. Uyduların gezegenlerin çevresindeki periyotları $T_X$ ve $T_Y$ ise, $\frac{T_X}{T_Y}$ oranı kaçtır?	C	$\frac{1}{4}$	$\frac{1}{2}$	$\frac{1}{\sqrt{2}}$	$\sqrt{2}$	2
bc65a55e-1f7d-5566-b169-a83dc4845102	KIMYA	Aşağıdaki çözünme olaylarından hangisinde tanecikler arasında iyon – dipol etkileşimi görülür? $_{1}^{1}H, _{6}^{12}C, _{8}^{16}O, _{11}^{23}Na, _{16}^{32}S, _{17}^{35}Cl$	A	CH₄ - H₂O	C₂H₅OH - H₂O	NaCl - H₂O	H₂S - HCl	CH₄ - CO₂
14385b8c-b7e3-5b0c-879a-f638320be26d	FIZIK	Bir futbol müsabakasında penaltı atışı kullanan bir oyuncu, m kütleli topa vurduğunda top, kale direğinin üstüne 9 büyüklüğündeki hızla çarpıp şeklideki gibi 3 büyüklüğünde hızla havaya fırlıyor.  Buna göre, kale direğinin topa uyguladığı itmenin büyüklüğü kaç m·s'ye eşittir?	A	1	√2	2	√3	3
68d9fe4f-3690-596a-9002-eced5556a005	MATEMATIK	Ayşe, Burcu ve Cemre'nin yaşları sırasıyla iki basamaklı ab, cd ve ef sayılarıdır.  • cd ve ef ardışık iki çift sayıdır. • cd + ef toplamı iki basamaklı bir doğal sayıdır. • ab + ef toplamı tek sayıdır. • $\frac{cd}{ab} = 2$ dir.  Buna göre, Ayşe, Burcu ve Cemre'nin yaşları toplamı  I. 133 II. 122 I	A	Yalnız I	Yalnız II	Yalnız III	I ve II	II ve III
14abe450-0981-5cb1-9fdb-a72d805e3979	MATEMATIK	Dik koordinat düzleminde $y=f(x)$ fonksiyonunun grafiği verilmiştir. Buna göre I. $x=2$ apsisli noktada $f$ fonksiyonunun yerel minimumu vardır. II. $f$ fonksiyonunun mutlak minimum değeri sıfırdır. III. $f$ fonksiyonunun ekstremum noktası yoktur. ifadelerinden hangileri doğrudur?	C	Yalnız I	Yalnız II	I ve II	II ve III	I, II ve III
9c0af5fa-31a6-5fcd-9d0b-8ecc8af6e5f3	GEOMETRI	$|AC| = |BC| = 12$ birim Yukarıdaki şekilde A merkezi $|AC|$ yarıçaplı yarım çember ve B merkezi $|BC|$ yarıçaplı yarım çember ve çizilmiştir. N noktası A merkezli çemberin, N noktası ise B merkezli çemberin üzerindedir. Buna göre, boyalı bölgenin alanı kaç birimkaredir?	C	$36\pi$	$42\pi$	$48\pi$	$54\pi$	$60\pi$
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	MATEMATIK	Şekil 1'de Eylül'ün GSM operatörünün bir aylık telefon konuşma sürelerine ait görüntü verilmiştir. Eylül bir hafta boyunca aynı operatördeki numaralar ve farklı operatördeki numaralar ile eşit süre telefon görüşmesi yaptıktan sonra kalan kullanım süresi Şekil 2'deki gibi olmuştur. Buna göre Şekil 2'	C	1000	1250	1300	1400	1500
3d6fc502-2896-5ada-b1b4-e05251f77e99	MATEMATIK	Ayrıtı $a$ olan küpün hacmi $a^3$ tür. Yukarıda ayrıt uzunlukları birim cinsinden verilen küp şeklinde kutular vardır. 19 tane sarı kutu ile 1 tane mavi kutu aralarında hiç boşluk kalmayacak şekilde turuncu kutuyu tamamen dolduruyor. Buna göre, $x$ kaçtır?	A	1	2	3	4	5
7977a09f-a170-5129-954b-f41791754257	GEOMETRI	Birim çemberde, $m(\widehat{AOB}) = 150^{\circ}$'dir.  Buna göre, A noktasının apsisi kaçtır?	E	-\frac{\sqrt{3}}{2}	-\frac{1}{2}	\frac{1}{2}	\frac{\sqrt{3}}{2}	\sqrt{3}
d8e0d6d0-a34a-5bda-ac9b-2502d732283d	GENEL	Ülkeler mevcut kaynaklarından verimli ve sürdürülebilir faydalanmayı sağlamak ve muhtemel çevre sorunlarını önlemek için arazi planlaması yapmalıdır.  Bu planlamalar yapılırken;  I. su kaynakları, II. tarihi yapı, III. iklim özellikleri  unsurlarından hangilerine dikkat edilmelidir?	A	Yalnız I	I ve II	I ve III	II ve III	I, II ve III
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	GEOMETRI	Aşağıda üçgen şeklinde bir havuzun üstten görünümü verilmiştir. D noktasında bulunan iki kişi aynı anda çaplı hızlarla biri AB, diğeri AC kenarına doğru en kısa yoldan yüzdüklerinde aynı sürede bu kenarlara ulaşmışlardır. $|AB| = 360$ m $|AC| = 600$ m $|BC| = 480$ m Buna göre, yüzücülerin başlangıçt	C	360	320	300	240	180
a42959f1-2c9e-5f7a-839a-d2a575f23edc	TARIH	1711 Prut Savaşı'nda Osmanlı ordusunun sayıca Rus ordusundan daha üstün ve güçlü olmasına rağmen, Baltacı Mehmet Paşa'nın Rus ordusunu yok etmeyip barış teklifini kabul etmesinde;  I. yenilgilere güvenmemesi, II. padişah yerine sefere komuta etmiş olması, III. kendisinin devşirme bir sadrazam olması	B	Yalnız I	Yalnız II	Yalnız III	I ve II	I, II ve III
d8a51f10-7dc1-5e3a-9391-d4b9ca50852e	GEOMETRI	A ve B noktalarında duran Berra ve Mehmet'han'ın duvara uzaklıkları sırasıyla 5 ve 11 birimdir. Bu iki çocuk duvara dokunmak koşuluyla yer değiştirmek istiyorlar. Mehmet'han D'ye gidip oradan A'ya gidiyor. Berra ise duvara dokunup en kısa yoldan B noktasına gidiyor. Buna göre Mehmet'han, Berra'dan k	B	1	2	3	4	5
b319ecd6-f29a-5d62-833b-b255bb99216f	FIZIK	Uzunluğu $l$ olan bir sarkacın ucuna $m$ kütleli cisim takıla- rak salınım hareketi yapmaktadır. Asılma noktasının $8l/9$ aşağısında çivi olduğuna göre, sarkacın salınım periyodu aşağıdakilerden han- gisi olur? ($g$ yer çekimi ivmesidir, sürtünmeler önemsizdir.)	A	$\frac{3\pi}{2}\sqrt{\frac{l}{g}}$	$2\pi\sqrt{\frac{l}{g}}$	$\frac{5\pi}{3}\sqrt{\frac{l}{g}}$	$\frac{4\pi}{3}\sqrt{\frac{l}{g}}$	$\pi\sqrt{\frac{l}{g}}$
ea71644a-381e-5e05-a179-261defb371e8	GEOMETRI	ABCD paralelkenar, $|AB|=2|EF|$, $|DK|=|KL|=|LC|$, $|EL| \cap [KF]=\{T\}$, $Alan(ABCD)=600 \text{ cm}^2$. Yukarıda verilenlere göre, sarı renk ile boyalı alanlar toplamı kaç $\text{cm}^2$ dir?	C	85	95	105	125	130
91f4fc47-cdfc-5f83-b6c3-d4f0d7a55daf	GEOMETRI	ABCD paralelkenar $|AE| = |EB|$ $|BF| = |FC|$ Buna göre, $\frac{A(BEF)}{A(DEF)}$ oranı kaçtır?	D	$\frac{1}{5}$	$\frac{1}{4}$	$\frac{1}{3}$	$\frac{1}{2}$	$\frac{2}{3}$
c5521841-d411-589d-a3c4-c3e3ea1cf557	GEOMETRI	ABC üçgen, $m(\widehat{BED}) = m(\widehat{ACB})$, $|AB| = 12$ cm, $|BD| = 3$ cm, $|DC| = 5$ cm. Buna göre, $|AE| = x$ kaç cm'dir?	B	8	9	10	11	12
b8ecaca9-f373-5233-a2d2-4eb2e59ce7b7	GEOMETRI	Dik koordinat düzleminde, O noktası başlangıç noktası ve a > 0, b > 0 olmak üzere A(a, b) noktası veriliyor. OA doğrusu x-ekseni ile pozitif yönde 20°'lik açı yapmaktadır. A noktası orijin etrafında saat tersi yönünde bir miktar döndürülerek B(b, a) noktası elde ediliyor.  Buna göre, m(OÂB) kaç dere	D	40	50	55	65	70
d92a2c78-659f-5110-a157-c75906390517	MATEMATIK	Aşağıda verilen grafikte boyalı bölgenin alanı $20$ birimkaredir. $\int_{a}^{b} f(x-3)dx = 20$ olduğuna göre, $a+b$ farkı kaçtır?	B	-8	-4	-2	4	8
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	FIZIK	Elektrikle yüklü K, L ve M elektroskopları iletken tellerle birbirlerine şekildeki gibi bağlanıyor. X anahtarı kapatılıp, açıldıktan sonra Y anahtarı kapatılıyor. Elektroskoplar arasında etki ile etkileşme gerçekleşmediğine göre, bu işlemler sonucunda, K, L ve M elektroskoplarının yaprakları için, d	E	Yalnız I	I ve II	I ve III	II ve III	I, II ve III
