id	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	match_tier	quality_review_status
e36e777a-12aa-5dc7-966b-a84caa3040a9	MATEMATIK	Aromat-2024-Matematik Net 30	55	Dik koordinat düzleminde gerçek sayılar kümesi üzerinde tanımlı $f$ fonksiyonunun türevi olan $f'$ fonksiyonunun grafiği şekilde gösterilmiştir. Buna göre, aşağıdakilerden hangisi yanlıştır?	$f(0) > f(1)$	$f(1) > f(2)$	$f(2) < f(3)$	$f(3) < f(4)$	$f(4) = f(5)$	E	/static/crops/Aromat-2024-Matematik_Net_30/Aromat-2024-Matematik_Net_30_p0055_q01.png		rejected
4ffb640d-2da5-5abb-b302-b2667223caa0	TURKCE	Sure Tyt Turkce Soru Bankası 2023 2024	302	Aşağıda verilen cümlelerden hangisi yüklemimin türü yönünden farklıdır?	Çürük tahta çivi tutmaz.	Damlaya damlaya göl olur.	Esirgenen göze çöp batar.	Almak kolay, ödemek güçtür.	Üzüm üzüme baka baka kararır.	A	/static/crops/Sure_Tyt_Turkce_Soru_Bankası_2023_2024/Sure_Tyt_Turkce_Soru_Bankası_2023_2024_p0302_q01.png	tier1b_position_page_inline	rejected
28d63129-643a-5e54-8653-3b01e2e1ce13	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	199	"Eni 6 metre, boyu 4 metre olan dikdörtgen şeklindeki bir odanın kenarındaki dairesel robot süpürge Şekil 1'de ve Şekil 2'de gösterilmiştir.
Şekil 1'deki bu süpürge sabit hızla odanın enine paralel olarak hareket edip karşı kenara 14 saniyede, Şekil 2'deki bu süpürge aynı sabit hızla odanın boyuna paralel olarak hareket edip karşı kenara 9 saniyede ulaşmıştır.
Buna göre, bu süpürgenin çapı kaç cm'dir?"	40	45	50	55	60	A	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0199_q03.png		rejected
2c0dc435-5ab6-568e-8baf-be759ee8f8fc	MATEMATIK	CAP-2022-2023-TYT-Matematik Soru Bankası	345	a ve b tam sayılar olmak üzere, a + b = 10 ve a - b = 2 ise a ve b nin değerleri nedir?	a = 4, b = 6	a = 5, b = 5	a = 6, b = 4	a = 7, b = 3	a = 8, b = 2	C			rejected
032c626e-01dc-58a7-8da0-9a05de78acf5	EDEBIYAT	Edebiyat Sokagi Atasozleri ve Deyimler Soru Bankasi	76	"I. Üzüm üzüme baka baka karardı.
II. Baba evini ağlaya ağlaya terk etmiştim.
III. Aksi mi aksi bir konuşmacı vardı.
IV. Karpuz yala yala büyür, derler.
V. İleri geri konuşmalar canımı aşırı derecede sıktı.

Buna göre numaralanmış cümlelerin hangisinde ""çokluk ve aşırılık"" vurgusu yapılan bir ikileme yer verilmiştir?"	I	II	III	IV	V	A	/static/crops/Edebiyat_Sokagi_Atasozleri_ve_Deyimler_Soru_Bankasi/Edebiyat_Sokagi_Atasozleri_ve_Deyimler_Soru_Bankasi_p0076_q01.png	tier1b_position_page_inline	rejected
b306a1e3-9183-5032-b633-62598e391987	GEOMETRI	2022-2023-ACİL-Analitik Geometri	74	Bir köşegenin dik açı yapması durumunda AOB açısının ölçüsü kaç derecedir?	30°	45°	60°	90°	120°	D			rejected
665efc50-cbf6-5606-9adb-3a299beab213	GEOMETRI	2020-2021-Apotemi-Tyt Ayt-Geometri Maestro Soru Bankası	301	4. Aşağıdaki boyutlarda bir dikdörtgen tabanlı dik prizmanın hacmi 1200 cm³'dir. Bu prizmanın yüksekliği 10 cm'dir. Prizmanın taban alanının genişliği kaç cm'dir?	120	1200	12	12000	120000	C			rejected
f1e66b73-b443-502e-93de-b686b88ce936	KIMYA	Bilgi Sarmal 2024 Ayt Kimya Sopru Bankasi	331	4. Aşağıdaki iki molekülün hangisinde daha çok hidrojen atomu bulunur?	CH₃CH₂OH	CH₃CH₂OCH₃	CH₃CH₂COOH	CH₃CH₂COOCH₃	CH₃CH₂COOCH₂CH₃	E			rejected
fab0cb97-b875-5cfb-a2f2-16b665878128	MATEMATIK	C1CELL-TYT-Matematik 12 Deneme Sınavı	119	"f : R $\rightarrow$ R'ye bir fonksiyon olmak üzere;
$f(x) = \frac{(a-3)x+4}{(a-5)x+8}$ fonksiyonu için f(6)'nın alabileceği değerler toplamı kaçtır?"	3	$\frac{5}{2}$	2	$\frac{3}{2}$	1	E			rejected
c32af9e0-b669-54c3-8c43-4cc23208fc2d	TURKCE	345 Tyt Türkçe Soru Bankası	105	17. yüzyılda bilinen bilgileri, Ege girişi ve Akdeniz kıyıları arasındaki ticaretin gelişmesiyle birlikte, Osmanlı İmparatorluğu'nda bir değişim meydana geldi. Bu değişimle birlikte, Osmanlı İmparatorluğu'nda:	İslam dininin ilerlemesi	Bir dini yapıların oluşması	Bir ekonomik yapıların oluşması	Bir sosyal yapıların oluşması	Bir siyasi yapıların oluşması	C			rejected
29ae04d8-53d8-5250-ab0f-a0be3d253aa5	KIMYA	Aromat 2024 Ayt Fen Bilimleri Net 30	16	"Eğimi 45° olan 40 m yarıçaplı sürtünmesi önemsiz bir virajı emniyetle hareket eden bir otomobilin hızı kaç m/s dir?

(g = 10 m/s² alınız. tan 45° = 1)"	10	15	20	40	50	E	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri_Net_30/Aromat_2024_Ayt_Fen_Bilimleri_Net_30_p0016_q02.png	tier5_qindex_page_inline	rejected
5bc9e21e-6522-5c85-94ca-4d424208f317	TURKCE	Edebiyat Sokagi Paragraf ileri Duzey	118	"(I) Her sanatçı doğal olarak olanı hayal gücünün betimleyebildiği ve yüce güzellikle yeniden biçimlendirmeyi de edinmiştir. (II) O yüce güzellik, sanattan aşırı tutulmayanlarca gerçeklik ile gerçeklik duyumu oldubildikleri hiçbir sanatçı yapıtı sanat zaviyesine ulaşamaz. (III) Sanatçı bu yüzden her eserinde ruhunu kendi çizgisine yedirebilir ve orada var ettiği yüce güzellik biçimiyle coşarak çalışır. (IV) Bazıları buna ilham bulmak der. (V) Düşüncesini ifade ederken siyaseten eylem unsuru olmak, gerçek sanatçı, gerçek aydın ve bilgin insanının meydanıcoşmasıdır iştir. (VI) Çünkü onların işi dünyanın kendi özlerine vuran izdüşümünü sadala ve bilmesel gözümlemede ve berrak biçimlerle işlemeyi amaç edinen yaşam mirasçılığıdır. (VII) Öte yanda her sanatçı siyasetin eylem unsuru olmayı seçmiş olanı; ama, solfelo ve ölüm katmanlarında işlenen gerçeklik ve zarafetin bilinçli insaniya dayandığı için yordamı yaşayış mühendisidir olmalıdır.

Bu parça iki paragrafa ayrılmak istense ikinci paragraftan numaralı cümlelerden hangisi başlatılmalıdır?"	III	IV	V	VI	VII	C	/static/crops/Edebiyat_Sokagi_Paragraf_ileri_Duzey/Edebiyat_Sokagi_Paragraf_ileri_Duzey_p0118_q03.png	ai_crop_solve	rejected
948cff7f-3b10-52df-a033-cdf60edac670	MATEMATIK	Esen Tyt  Matematik Soru Bankası	126	"1. Dereceden Denklemler

Denklemler ve denklemler her denkleme göre bir çözüm kümesi (sözlü çözüm) verir. Bu çözüm kümesi her denkleme göre farklıdır. Denklemlerden bazıları denklemi sağlayan sayılarla (özellikle 0, 1, -1 gibi) ifade edilebilir. Denklemler de denklemi sağlayan sayılarla ifade edilebilir. Denklemler de denklemi sağlayan sayılarla ifade edilebilir."	A. 1, 2, 3	B. 0, 1, -1	C. 0, 1, 2	D. 0, 1, 2, 3	E. 0, 1, 2, 3, 4	B			rejected
8e095358-8b92-5b9f-9831-cba944b7075d	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	144	Sürtünmesiz yatay düzlemde tutulan $+2q$, $-3q$, $q$ ve $-q$ yüklü noktasal parçacıkların konumları şekildeki gibidir. Kare bölmeler özdeş olduğuna göre $+q$ yüklü parçacık serbest bırakılırsa $1, 2, 3, 4, 5$ yönlerinden hangisine doğru harekete başlar?	1	2	3	4	5	C	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0144_q01.png		rejected
608bb930-2495-51e1-aca4-078008808216	MATEMATIK	2020-2021-ACİL-TYT Matematik Soru Bankası	284	Aşağıdaki ABC üçgeninde C açısının karşılayıcı kenar uzunluğu 10 cm, A açısının karşılayıcı kenar uzunluğu 12 cm ve B açısının karşılayıcı kenar uzunluğu 8 cm ise, bu üçgenin çevresi kaç cm'dir?	30	32	34	36	38	C			rejected
ee61df92-f123-533a-8063-54529c6ecf26	KIMYA	Aromat Ayt 2024 Fen Bilimleri Model Sorular Net 30	28	Bir nötr atomunun elektron sayısı, atom numarasına eşittir. Atom numarası, atomun nötr hali için elektron sayısını belirtir. Eğer atomun elektron sayısı 100 ise, atom numarası kaçtır?	100	50	200	150	250	A			rejected
fe808a8c-64ec-5969-8a08-4be9e0869b3a	TURKCE	Pes Kurgulu Paragraf 2020 2021	222	Bu soru genelde genel bir konuda sorulmaktadır. Bu nedenle, sorunun tam metni ve seçenekleri aşağıdaki gibi olabilir:	Hepsi doğrudur.	Hepsi yanlışdır.	Doğru olanlar arasında en az biri yanlışdır.	Doğru olanlar arasında en az biri doğru değildir.	Sorunun tam metni ve seçenekleri verilmemiştir.	E			rejected
bee0daa3-9f7f-5eb7-89fd-0b4a42e813c4	TARIH	Esen Aps Tyt Ayt Tarih Soru Bankası	125	Aşağıdakilerden hangisi Osmanlı Devleti'nin Balkanlarda ilerlemesini kolaylaştıran nedenler arasında gösterilemez?	Balkanlarda siyasi birliğin bulunmaması	Anadolu beylikleriyle iç geçinilmesi	İstikrarsızlık yaşayan Bizans sınırlarında kurulması	Doğudan gelen Türkmen göçlerinin sürmesi	Yönetimde veraset sisteminin uygulanması	B	/static/crops/Esen_Aps_Tyt_Ayt_Tarih_Soru_Bankası/Esen_Aps_Tyt_Ayt_Tarih_Soru_Bankası_p0125_q01.png	tier1_page_inline	rejected
87b49aff-8ed9-56f2-978c-a27061ac88e4	KIMYA	Aromat Tyt Sosyal Bilimler Model Sorular 2023	17	Cumhuriyet Dönemi'nde gerçekleştirilen aşağıdaki inkılaplardan hangisi milli eğitim ve kültürün geliştirilip çağdaş bir Türk toplumu oluşturma hedefine yönelik değildir?	Şeriye ve Evkaf vekaletinin kaldırılması	Medreselerin kapatılması	Tevhid-i Tedrisat Kanunu'nun kabul edilmesi	Türk Dil ve Tarih Kurumlarının kurulması	Yabancı okulların kapatılması	E	/static/crops/Aromat_Tyt_Sosyal_Bilimler_Model_Sorular_2023/Aromat_Tyt_Sosyal_Bilimler_Model_Sorular_2023_p0017_q02.png	tier5_qindex_page_inline	rejected
2558856a-83af-57c2-9160-a8cfb211a3ef	KIMYA	Bilgi Sarmal 2024 Ayt Kimya Sopru Bankasi	340	SÜTLENDİRLİ GAZLARININ İÇERİLERİNE İLGİLEMEK İÇİNDEN, Aşağıdaki verilerden hangisinin sütlenme gazı olduğunu belirleyiniz?	CO2	O2	N2	H2	CH4	A			rejected
