id	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	text_len	has_image	has_5_options	valid_correct_answer	text_no_repeat	text_no_ellipsis	text_min_len	auto_restorable	fail_reasons	manual_verdict	notes
7a63d605-2aa5-5ba9-b9bc-390e20a46621	MATEMATIK	Mikro Orijinal-2024-Ayt-Matematik Soru Bankası	30	P(x) = x^2 + 2x + 3 polinomunun x = 2 için değerini hesaplayınız.	10	8	6	4	2	A	/static/crops/Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası_p0030_PAGE.png	65	True	True	True	True	True	True	True			
dbc1ff90-207f-5175-8aff-85d4c6bd251c	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	45	a ve b birbirinden farklı gerçek sayılar olmak üzere, gerçek sayılar kümesi üzerinde tanımlı f, g ve h fonksiyonları için • (fog)(x) = x + a • (goh)(x) = x - b eşitlikleri veriliyor. Buna göre, f(0) - h(b) işleminin sonucu aşağıdakilerden hangisidir?	-2b	-a	a	b	2b	D	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0045_q01.png	250	True	True	True	True	True	True	True			
e5c059da-408b-5eeb-931f-33c6ade69209	MATEMATIK	2022-Apotemi-Turev	213	Maraton Testi - 1  1. Bir dikdörtgenin bir köşesinden geçen bir doğru parçası, dikdörtgenin bir kenarının 10 cm, diğer kenarının 20 cm olup, dikdörtgenin bir köşesinden geçen doğru parçasının uzunluğu 25 cm ise, dikdörtgenin alanını bulunuz.	100 cm²	200 cm²	300 cm²	400 cm²	500 cm²	B	/static/crops/2022-Apotemi-Turev/2022-Apotemi-Turev_p0213_PAGE.png	241	True	True	True	True	True	True	True			
8f95de7c-ef0f-514a-8954-6d6920a73df4	MATEMATIK	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Soru Bankası	24	1. 1000 sayısının 100 ile kalanı kaçtır?	100	900	1000	10000	100000	C	/static/crops/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0024_PAGE.png	40	True	True	True	True	True	False	False	text_min_len		
84a72104-7f46-5f6d-a018-730301ed3202	MATEMATIK	CAP-2023-2024-AYT-Matematik Soru Bankası	206	11. 10 farklı renkten oluşan 10 adet kulede, her kulede 10 renkli armatür dört çubukta gömülüğün, kaç tane olabilir?	A) 10	B) 100	C) 1000	D) 10000	E) 100000	D	/static/crops/CAP-2023-2024-AYT-Matematik_Soru_Bankası/CAP-2023-2024-AYT-Matematik_Soru_Bankası_p0206_PAGE.png	116	True	True	True	True	True	True	True			
af9cdb51-03c9-5be4-afa2-d1cfafbe85c4	MATEMATIK	Bilgi Sarmalı-2024-Ayt-Logaritmik Diziler	42	log_2 x = m olduğuna göre, log_2 x + log_2 y = 2 log_2 z olduğunda x, y ve z arasındaki ilişki nedir?	x = y = z	x = y = 2z	x = 2y = z	x = 2y = 2z	x = 2y = 4z	E	/static/crops/Bilgi_Sarmalı-2024-Ayt-Logaritmik_Diziler/Bilgi_Sarmalı-2024-Ayt-Logaritmik_Diziler_p0042_PAGE.png	101	True	True	True	True	True	True	True			
3dc733aa-68c8-5faf-8bd2-92a74f8fb9e2	MATEMATIK	Orijinal-2024-Ayt-Trigonometri	136	$$ \frac{3 \cdot \cos(2\pi - \alpha) + \sin(\frac{3\pi}{2} - \alpha)}{\sin(\frac{\pi}{2} + \alpha) + \cos(-\alpha)} $$  İfadesi aşağıdakilerden hangisine eşittir?	\tan \alpha	-\cot \alpha	\frac{1}{2}	1	\cos \alpha	C	/static/crops/Orijinal-2024-Ayt-Trigonometri/Orijinal-2024-Ayt-Trigonometri_p0136_q02.png	162	True	True	True	True	True	True	True			
6d7d1c42-6506-5ee3-ace7-5b40f1d36acd	MATEMATIK	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Soru Bankası	42	Aşağıdaki üçgenin her bir köşesinden geçen paralel eksenlerin genel formüllerini yazınız.	x + y = 0	x - y = 0	x + y = 1	x - y = 1	x + y = 2	C	/static/crops/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0042_PAGE.png	89	True	True	True	True	True	True	True			
db1b7de1-525c-5098-8e9e-e9c99f54415a	MATEMATIK	C1CELL-2024-TYT-Matematik Soru Bankası	242	400 TL'ye satılan bir ürünün satış fiyatı %100 arttı. Bu ürünün yeni fiyatı kaç TL'dir?	400 TL	440 TL	500 TL	540 TL	600 TL	C	/static/crops/C1CELL-2024-TYT-Matematik_Soru_Bankası/C1CELL-2024-TYT-Matematik_Soru_Bankası_p0242_PAGE.png	87	True	True	True	True	True	True	True			
8c5ba454-0d30-54ff-8500-831c952eb7ca	MATEMATIK	2020-2021-ACİL-TYT Matematik Soru Bankası	267	Dört katlı bir otoparkın her katında 15 normal, 5 engelli park yeri vardır. Otoparktaki park yerleri üst kattan başlayarak her kat dolduğunda bir sonraki kata geçilecektir. Engelli taşıdıklar engelli park yerine ve diğerleri de normal park yerine park edecektir.  3. katta 2 park yeri 4. katta ise 8 park yeri boş olduğu anda otoparka park eden vatandaşların kaçta kaçı engellidir?	\frac{13}{70}	\frac{1}{5}	\frac{3}{14}	\frac{2}{7}	\frac{1}{2}	D	/static/crops/2020-2021-ACİL-TYT_Matematik_Soru_Bankası/2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0267_q01.png	381	True	True	True	True	True	True	True			
3bf04168-4aa5-5d85-ad40-9811ababecdd	MATEMATIK	2023-2024-ACİL-TYT Matematik Soru Bankası	261	150 mg solunum gazı 1000 mL'ye eşitlenmiştir. Bu gazın %100'ü ne gazdır?	Oksijen	Karbon dioksit	Sıvı oksijen	Sıvı karbon dioksit	Sıvı oksit	A	/static/crops/2023-2024-ACİL-TYT_Matematik_Soru_Bankası/2023-2024-ACİL-TYT_Matematik_Soru_Bankası_p0261_PAGE.png	72	True	True	True	True	True	True	True			
d66eb49b-23c9-5a80-bfc1-0a35365dc276	MATEMATIK	ACİL-2025-Matematiğin İlacı Polinom	85	x ve y nin eşit olmadığından, x + y + xy = 2014 eşitliğini sağlayan x ve y nin toplamı kaçtır?	2014	2013	2012	2011	2010	D	/static/crops/ACİL-2025-Matematiğin_İlacı_Polinom/ACİL-2025-Matematiğin_İlacı_Polinom_p0085_PAGE.png	94	True	True	True	True	True	True	True			
cdd72954-4874-51e9-862b-3eaa54c3b8b6	MATEMATIK	Bilgi Sarmalı-2023-2024-Problemler Soru Bankası	122	2023-2024 BS - TYT - Problemler Soru Bankası	2000	2005	2010	2015	2020	E	/static/crops/Bilgi_Sarmalı-2023-2024-Problemler_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Problemler_Soru_Bankası_p0122_PAGE.png	44	True	True	True	True	True	False	False	text_min_len		
fd662cbe-314d-529c-9dca-64185c07a500	MATEMATIK	Orijinal2024-Ayt-Matematik Soru Bankası	175	Aşağıdaki fonksiyonların hangisi, x = 0'ta fonksiyonunun limiti yoktur?	f(x) = x^2	f(x) = |x|	f(x) = 1/x	f(x) = x^3	f(x) = x^2 + 1	C	/static/crops/Orijinal2024-Ayt-Matematik_Soru_Bankası/Orijinal2024-Ayt-Matematik_Soru_Bankası_p0175_PAGE.png	71	True	True	True	True	True	True	True			
fbaa3468-76ab-5a0d-98a7-c8986f2497b5	MATEMATIK	ACİL-2025-Matematiğin İlacı Polinom	63	Polinomun genel formülesi P(x) = ax^2 + bx + c olup, P(1) = 11 ve P(-1) = 16 ise, P(0) değerini bulun.	75	76	20	21	18	A	/static/crops/ACİL-2025-Matematiğin_İlacı_Polinom/ACİL-2025-Matematiğin_İlacı_Polinom_p0063_PAGE.png	102	True	True	True	True	True	True	True			
044c37f6-252b-5ec9-baff-aafabf79901f	MATEMATIK	Esen Tyt  Matematik Soru Bankası	165	İki farklı tam sayı a ve b için aşağıdaki eşitlikler veriliyor: a + b = 10 a - b = 2 a ve b'nin toplamı kaçtır?	12	14	16	18	20	B	/static/crops/Esen_Tyt__Matematik_Soru_Bankası/Esen_Tyt__Matematik_Soru_Bankası_p0165_PAGE.png	111	True	True	True	True	True	True	True			
3fe6b9d6-a0b4-53c7-b77e-397e9a075102	MATEMATIK	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Soru Bankası	248	a = 0, x > 0 olmak üzere, bir genel lineer fonksiyonun genel formüllerini veren ifade aşağıdakilerden hangisidir?	y = ax + b	y = ax + 1	y = ax - 1	y = ax + a	y = ax - a	B	/static/crops/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0248_PAGE.png	113	True	True	True	True	True	True	True			
ff16ff07-8cf7-5dec-978e-c5473af0b9aa	MATEMATIK	Esen Tyt  Matematik Soru Bankası	337	Değişkenler x ve y ile gösterilen iki değişkenli bir denklem sistemi veriliyor. Bu denklem sisteminin çözüm kümesi aşağıdaki gibi veriliyor: 1. x = 1, y = 2 2. x = 0, y = 3 3. x = -1, y = 4 4. x = 2, y = 1 5. x = 0, y = 0 Buna göre, bu denklem sisteminin genel çözümü nasıl yazılabilir?	x = 1, y = 2	x = 0, y = 3	x = -1, y = 4	x = 2, y = 1	x = 0, y = 0	E	/static/crops/Esen_Tyt__Matematik_Soru_Bankası/Esen_Tyt__Matematik_Soru_Bankası_p0337_PAGE.png	286	True	True	True	True	True	True	True			
115222a2-b686-53e9-9f6d-5cf1a61704e1	MATEMATIK	2023-2024 ACİL- AYT Matematik Soru Bankası	121	ABC üçgeninin açıları A = 30°, B = 45° ise, C açısının ölçüsü kaç derecedir?	105°	115°	120°	135°	150°	A	/static/crops/2023-2024_ACİL-_AYT_Matematik_Soru_Bankası/2023-2024_ACİL-_AYT_Matematik_Soru_Bankası_p0121_PAGE.png	76	True	True	True	True	True	True	True			
f347f3d8-1c19-53cc-abe7-9cdb24f341e2	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	220	a, b ve c tam sayı olmak üzere, a + b + c = 10 ve a < b < c ise, a, b ve c sayılarının toplamı kaçtır?	20	15	10	5	0	C	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0220_PAGE.png	102	True	True	True	True	True	True	True			
7f22d45d-ab98-5d11-8621-cd5c62f1c09e	TURKCE	Bilgi Sarmal 2023 2024 Tyt Ayt Dil Bilgisi Soru Bankası 2023 2024	81	Aşağıdaki cümleler hangisindeki hata var mı? Aşağıda verilen cümlelerden hangisinde hata var?	A. Bu kitapta herhangi bir hata yok.	B. Bu kitapta herhangi bir hata yok.	C. Bu kitapta herhangi bir hata yok.	D. Bu kitapta herhangi bir hata yok.	E. Bu kitapta herhangi bir hata yok.	E	/static/crops/Bilgi_Sarmal_2023_2024_Tyt_Ayt_Dil_Bilgisi_Soru_Bankası_2023_2024/Bilgi_Sarmal_2023_2024_Tyt_Ayt_Dil_Bilgisi_Soru_Bankası_2023_2024_p0081_PAGE.png	93	True	True	True	True	True	True	True			
4274c2a3-78ef-5d82-a52d-a296b6c623a8	TURKCE	345 2025 Tyt Türkçe Soru Bankası	247	Tümünde en az biri ve en az biri olmayan iki sayıdan birinin karesinin toplamı 100'dür. Bu iki sayıdan birinin karesi kaçtır?	25	36	49	64	81	D	/static/crops/345_2025_Tyt_Türkçe_Soru_Bankası/345_2025_Tyt_Türkçe_Soru_Bankası_p0247_PAGE.png	125	True	True	True	True	True	True	True			
d0d84f0e-3849-526c-a06a-539a6a9d950c	TURKCE	Pes Kurgulu Paragraf 2020 2021	177	I. Edebiyat ve sanatın beslendiği en önemli kaynaklardan biri de o sanatlara arasındaki polemikler, kıskançlık ve dünya görüşlerinden farklılıkları sebebiyle ortaya çıkan rekabet duygusudur. Bu durum, bizim edebiyatımızda da bazı gelişmelerin, dönemlerin hatta sanatsal devrimlerin kaynağı olarak dikkat çekmektedir.  II. Muallim Naci ile Rızaizade Mahmud Ekrem'in kalfayıen göz içini mi, kulak için mi olacağı şeklinde başlayan polemikleri Servetifünun Edebiyatı'nda bir topluluğun kurulmasına yol açmıştır. Helle hele Nazım Hikmet ve Necip Fazıl arasında ideolojik rekabet, siyasetle çok büyük gelişmelere yol açmıştır. Diyebiliriz ki Yahya Kemal ile Ahmet Haşim arasındaki sanatsal kıskançlık, şiirimizi bir hayli inceltmiştir.  Bu iki parça arasındaki ilişkiye ilgili olarak aşağıdakilerden hangisi söylenebilir?	I. de tanık gösterme yoluyla I'deki tez kanıtlanmaya çalışılmıştır.	I. de bilgi verilmiş; II. de ise o bilgi, örneklerle geliştirilmiştir.	I. de bir görüş aktarılırken, II. de bu görüşe karşı çıkılarak tartışma oluşturulmuştur.	II. de konuyla ilgili farklı görüşlerin bulunduğuna dikkat çekilmiştir.	I. de ileri sürülen bir görüş, II. de o görüşün gerekçesi elde getirilmiştir.	B	/static/crops/Pes_Kurgulu_Paragraf_2020_2021/Pes_Kurgulu_Paragraf_2020_2021_p0177_q03.png	816	True	True	True	True	True	True	True			
f193ddf1-99ad-5225-bea9-1d36c142aae4	TURKCE	Bilgi Sarmal Tyt Turkce Soru Bankası 2022 2023	194	Aşağıdaki cümlelerden hangisinde bir durum, adres ve neden ilişkilendirilmiş?	A. Daha fazla tıbbi ekipman satın almayı planlıyorum.	B. Daha fazla tıbbi ekipman satın almayı planlıyorum.	C. Daha fazla tıbbi ekipman satın almayı planlıyorum.	D. Daha fazla tıbbi ekipman satın almayı planlıyorum.	E. Daha fazla tıbbi ekipman satın almayı planlıyorum.	A	/static/crops/Bilgi_Sarmal_Tyt_Turkce_Soru_Bankası_2022_2023/Bilgi_Sarmal_Tyt_Turkce_Soru_Bankası_2022_2023_p0194_PAGE.png	77	True	True	True	True	True	True	True			
d898b725-a067-5d12-9c4c-afdd228f6a61	TURKCE	Edebiyat Sokagi Paragraf ileri Duzey	172	Atatürkçü eğitim işini halka göstermek için büyük uğraş veren Mehmet Rauf İnan öğretmenliğini 2 Mart 1996 günü toprağa verdi. O, halkımızın eğitimi ve son günlerine kadar tam 70 yıl uğraşı verdi. Yazdı, söyledi, kitaplar yayımladı. 1940 yılında öğretmenimiz olarak atanmıştı. Kapkara saçları ve yağış çehresi ile tanıştığımız dinamik, güven veren bir kişiydi. Konuyu iyi biliyordu, göz gözle konuşuyordu, öğrencilerini tez zamanda derinden etkiliyordu. Hepimizde bir hayranlık duygusu uyandırırdı. Her konuşması ve edimi ile sınırları binyordu. Dersleri şöhle dönüştürüyordu.  Bu parçadan hareketle Mehmet Rauf İnan'la ilgili aşağıdakilerden hangisi söylenemez?	Mehmet Rauf İnan, öğretmenliği benimsemiş bir öğretmendir.	Son nefesine kadar kendini insanlığa adamıştır.	Yüzünde insana güven veren bir ifade vardır.	Farklı ve etkileyici bir kişiliğe sahiptir.	Derslerde öğrencileri etkileyen, sıkıcı olmayan bir öğretmendir.	C	/static/crops/Edebiyat_Sokagi_Paragraf_ileri_Duzey/Edebiyat_Sokagi_Paragraf_ileri_Duzey_p0172_q04.png	661	True	True	True	True	True	True	True			
3e6868b8-93d1-5383-9bd1-eab940b50f8f	TURKCE	Edebiyat Denizi Tyt Ayt Paragraf Soru Bankasi 2024	255	4. Kütüphanelerdeki kitapların sayısı, bir yıl içinde %20 artmıştır. Bu yılın sonunda kütüphanelerdeki kitap sayısı, bir önceki yılın sonundaki kitap sayısının kaç katına eşittir?	1.2	1.25	1.3	1.4	1.5	A	/static/crops/Edebiyat_Denizi_Tyt_Ayt_Paragraf_Soru_Bankasi_2024/Edebiyat_Denizi_Tyt_Ayt_Paragraf_Soru_Bankasi_2024_p0255_PAGE.png	179	True	True	True	True	True	True	True			
969d50be-07b3-5198-b371-d9bbb893ab1b	TURKCE	Edebiyat Sokagi Paragraf ileri Duzey	200	1954 yılında, başkent Ankara'da gözlemsel astronomi faaliyetlerini başlatmak amacıyla Ankara Üniversitesi bünyesinde bir gözlemevi kurulması kararlaştırıldı. Bu görev, Hollandalı astrofizikçi Prof. Egbert Adriaan Kreiken'e verildi. Üniversitenin Fen Fakültesi'nin binası için merkezinoğlu olan, rasathanenin inşa edilebileceği gözlem yapmaya uygun bir arazi bulmak için çalışmalara başlandı. Prof. Dr. Kreiken'in gerçekleştirdiği uzun araştırmaların ardından, Ankara'nın 18 km güneyinde, Altlabat mevkiinde bir alan belirlendi. Burası; yüksekliği iyi, merkezden uzaklaş kolay ancak şehir ışıklarından yetersizce uzak, yılın yaklaşık 300 günü açık gözlem imkânı sunan bir bölgeydi.  Bu parçada Ankara Üniversitesi ile ilgili aşağıdakilerden hangisine değinilmemiştir?	Cumhuriyet'in kurulmasından bir süre sonra içinde rasathanesi kurulduğuna	Üniversitedeki rasathaneyi Hollandalı fizikçinin kurduğunu	Bünyesindeki gözlemsel astronomi faaliyetlerinin Ankara'ya yakın bir yerde gerçekleştiğini	Kurulan gözlemsel astronomi tesislerinin teknik anlamda yeterliliğe sahip olduğunu	Ankara yakınında bulunan rasathanesinin büyük tesisi olduğuna	E	/static/crops/Edebiyat_Sokagi_Paragraf_ileri_Duzey/Edebiyat_Sokagi_Paragraf_ileri_Duzey_p0200_q01.png	766	True	True	True	True	True	True	True			
665d37cb-8a9d-5dfd-8c44-9858e822b5d5	TURKCE	Mikro Orijinal Tyt Paragraf Soru Bankası 2024	103	Dünya'nın toplam yüzey alanı yaklaşık olarak 510 milyon km²'dir. Bu alanın %20'si deniz, %80'si ise kara olarak tahmin edilmiştir. Karanın yüzey alanının %50'si nehirler, göller ve diğer su akışları ile kaplıdır. Karanın kalan %50'si ise toprakinler ve diğer yer şekilleri ile kaplıdır. Karanın yüzey alanının %20'si nehirler, göller ve diğer su akışları ile kaplıdır. Karanın kalan %80'si ise topraklar ve diğer yer şekilleri ile kaplıdır.	Dünya'nın yüzey alanının %20'si kara, %80'si deniz olarak tahmin edilmiştir.	Dünya'nın yüzey alanının %50'si nehirler, göller ve diğer su akışları ile kaplıdır.	Dünya'nın yüzey alanının %50'si topraklar ve diğer yer şekilleri ile kaplıdır.	Dünya'nın yüzey alanının %20'si nehirler, göller ve diğer su akışları ile kaplıdır.	Dünya'nın yüzey alanının %80'si topraklar ve diğer yer şekilleri ile kaplıdır.	D	/static/crops/Mikro_Orijinal_Tyt_Paragraf_Soru_Bankası_2024/Mikro_Orijinal_Tyt_Paragraf_Soru_Bankası_2024_p0103_PAGE.png	440	True	True	True	True	True	True	True			
7255fe70-4e22-596a-abf2-b19056947926	TURKCE	Cap Tyt Dil Bilgisi Konu Anlatımlı Soru Bankasi	180	Aşağıdakilerin hangisinde bir söz grubu zarf görevinde kullanılmamıştır?	Bu son yaşadığı olayları unutmak için çok çalışıyor.	Yazarın son kitabını okurken kendimi çok iyi hissettim.	Saçma sapan şeylere inanıp bize aylarca darılmıştı.	Nem kokulu bu evden birkaç parça eşya almak istedi.	Olayı çabucak anlattığından kimse bir şey anlamadı.	C	/static/crops/Cap_Tyt_Dil_Bilgisi_Konu_Anlatımlı_Soru_Bankasi/Cap_Tyt_Dil_Bilgisi_Konu_Anlatımlı_Soru_Bankasi_p0180_q02.png	72	True	True	True	True	True	True	True			
b4f67d87-2f72-513a-8093-d7ef41c4b120	TURKCE	Sure Tyt Ayt Paragraf Soru Bankasi 2023 2024	266	1. Oyun halleri için oyunu görsel olarak	aşağı doğru	sağ sola	sağ sola ve yukarı doğru	sağ sola ve aşağı doğru	aşağı doğru ve yukarı doğru	D		40	False	True	True	True	True	False	False	has_image,text_min_len		
6365e2e5-64f8-5057-896d-6aee0073fe04	TURKCE	345 2025 Tyt Türkçe Soru Bankası	311	4. Çeşitli bir çubuk atematik eğitici, kendi atematik yapısı oluşturmak için kullanılmak üzere çeşitli boyutlarda ve renklerinde üretilmiştir. Bu eğitici, bir öğrencinin matematiksel düşünme becerilerini geliştirmek için kullanılmaktadır.	A) Çubuk atematik eğitici	B) Matematiksel düşünme becerileri	C) Çubuk atematik eğitici	D) Matematiksel düşünme becerileri	E) Çubuk atematik eğitici	A	/static/crops/345_2025_Tyt_Türkçe_Soru_Bankası/345_2025_Tyt_Türkçe_Soru_Bankası_p0311_PAGE.png	238	True	True	True	True	True	True	True			
d7dc473c-78f7-5aca-ae55-9c07ea0fa7d6	TURKCE	345 2025 Tyt Türkçe Soru Bankası	302	Düzenlemelerin 10. bölümünün son parçasında belirtilen önerilerden hangileri, eğitimde ve öğretimde kullanılan materyallerin kalitesini artırmak için kullanılabilir?	A. Öğrencilerin öğrenme performansını geliştirmek için	B. Öğrencilerin öğrenme ve öğretim hızını hızlandırmakak için	C. Öğrencilerin öğrenme ve öğretim sürecini kolaylaştırmak için	D. Öğrencilerin öğrenme ve öğretim sürecini kolaylaştırmakak için	E. Öğrencilerin öğrenme ve öğretim sürecini kolaylaştırmakak için	C	/static/crops/345_2025_Tyt_Türkçe_Soru_Bankası/345_2025_Tyt_Türkçe_Soru_Bankası_p0302_PAGE.png	165	True	True	True	True	True	True	True			
