id	book	page	qip	offset	target_q	sub_score	crop_file	hd_pre	db_text_preview	ocr_text_preview	verdict
6cc1e139-cd8c-5e9a-b8fb-1289d745b1b1	Bilgi Sarmalı-2023-2024-Ayt-Matematik Soru Bankası	97	2	1	3	0	Bilgi_Sarmalı-2023-2024-Ayt-Matematik_Soru_Bankası_p0097_q03.png	true	Aşağıda grafiği verilen $f(x)$ ve $g(x)$ parabolleri birbirlerini tepe noktalarında kesmektedir. Buna göre, $g(0)$ değer	Aşağıda f(x) = -4x² - a · x + b ve y = g(x) parabolü verilmiştir.  [Graph showing two parabolas intersecting axes]  |AO|	
99e8c532-9aeb-5435-b97a-e6771993187e	CAP-2022-2023-TYT-Matematik Soru Bankası	256	6	1	7	0	CAP-2022-2023-TYT-Matematik_Soru_Bankası_p0256_q07.png	false	$p=1, q=1, r=0$ olduğuna göre, aşağıdaki bileşik önermelerden hangisinin doğruluk değeri $1$'dir?	p' önermesine, p önermesinin değili veya olumsuzu denir. Buna göre, I. (p')' = p II. (p ∨ q)' = p' ∨ q' III. (p ∧ q)' = 	
782469a5-e10e-5a96-811c-c0a0ac3a5362	Mikro Orijinal-2024-matematik Soru Bankası	139	6	1	7	4	Mikro_Orijinal-2024-matematik_Soru_Bankası_p0139_q07.png	false	$(x^2-x^3)(x+x^4)$ ifadesinin eşiti aşağıdakilerden hangisidir?	$(3x^5 - 2x^4)(x^2 + x^3)$ ifadesinin eşiti aşağıdakilerden hangisidir?	
09b8828b-65fe-55ee-8952-e55742b937ef	Bilgi Sarmalı-2023-2024-Ayt-Matematik Soru Bankası	200	5	1	6	0	Bilgi_Sarmalı-2023-2024-Ayt-Matematik_Soru_Bankası_p0200_q06.png	false	Bir hesap makinesinde işlem yapıldığında; makine, işlemin sonucu tam sayı ise o sayıyı, ondalık sayı ise bu sayının tam 	Dik koordinat düzleminde D ve C noktaları $f(x) = \log_2(x - 1)$ eğrisi üzerinde, [AB] kenarı Ox üzerinde olan ABCD yamu	
b44349ab-0722-5480-ab7c-14a7d78e7366	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Sor	49	0	1	1	10	2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0049_q01.png	false	Bir fırın her gün eşit miktarda ekmek üretmektedir. Bu fırından cuma günü her müşterisi 3 ekmek alıyor ve 2 ekmek artıyo	Bir fırın hergün eşit miktarda ekmek üretmektedir. Bu fırından cuma günü her müşteri 3 ekmek alıyor ve 2 ekmek artıyor. 	
c278b859-c9fe-5b64-a594-5ac33c35fcae	Aromat Ayt Edebiyat	55	1	1	2	0	Aromat_Ayt_Edebiyat_p0055_q02.png	false	Babam o yaşta dededen de yetim kalmış. Bir daha o bahçeye, o ahşap eve giresi gelmemiş. Komşular, ahbaplar, "Ali gel etm	KILAVUZ SORU  Türk edebiyatında Çehov tarzı öykünün ilk temsilcisi sayılan I yazar, kişilerin günlük yaşamlarında dikkat	
94248b13-0764-5535-aae9-4e4feb7ad7d6	345 2025 Tyt Biyoloji Soru Bankası	156	2	0	2	10	345_2025_Tyt_Biyoloji_Soru_Bankası_p0156_q02.png	false	Hücre döngüsünün sağlıklı bir şekilde devam etmesi için büyüme ve bölünme olayları belirli noktalarda kontrol edilir. 1.	Hücre döngüsünün sağlıklı bir şekilde devam etmesi için büyüme ve bölünme olayları belirli noktalarda kontrol edilir.  1	
20ec2d63-529a-5389-aaf6-4a0fe7e1b0fe	2020-2021-ACİL-TYT Matematik Soru Bankası	423	2	1	3	0	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0423_q03.png	false	$(2x^2-y^3)^6$ açılımında $x^6y^6$ lı teriminin katsayısı kaçtır?	$(x-2)^5 \cdot (x+2)^5$ ifadesinin açılımında $x^6$ lı terimin katsayısı kaçtır?	
cb9b2fac-62ee-53eb-b830-c7b4fc3683c1	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Sor	120	1	0	1	0	2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0120_q01.png	false	$\frac{\sqrt{19}-1}{2} = \frac{x}{\sqrt{19}+1}$ olduğuna göre, $x$ kaçtır?	Şekilde park halinde ve aynı hizada bulunan üç aracın birbirlerine olan uzaklıkları birim cinsinden verilmiştir.  Buna g	
53f73f0e-718b-52c6-be56-aecfbc621ad0	345 2024 Tyt Matematik Soru Bankası	329	3	1	4	0	345_2024_Tyt_Matematik_Soru_Bankası_p0329_q04.png	false	$x$ ve $y$ birer tam sayı. $x+y-2$ ve $x-y-1$ aralarında asal. $(x-y+1)(x+y-2) = 36$ olduğuna göre, $x$ en çok kaç olabi	12. P₁, P₂, ..., Pₙ farklı asal sayılar; a₁, a₂, ..., aₙ pozitif tam sayılar  A = P₁ᵃ¹ · P₂ᵃ² · ... · Pₙⁿ  olmak üzere A	
563cf5e6-d980-550a-baa7-677c9060cdea	ACİL-2025-TYT-Soru Bankası	326	5	1	6	0	ACİL-2025-TYT-Soru_Bankası_p0326_q06.png	false	$f: \mathbb{R} \to \mathbb{R}$ olmak üzere, $y=f(x)$ fonksiyonu çift fonksiyondur. $f(-x) + 4 + f(x) = 2x^2$ olduğuna gö	Bir nakliye kamyonunun her ay 800 TL lamir masrafı vardır. Kamyon 100 km'de 8 litre mazot tüketmekte olup 1 litre mazot 	
61ec7d54-7b7c-55b9-ae98-cbf3e73159c0	345 2025 Tyt Ayt Geometri Soru Bankası 1	147	3	-2	1	0	345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0147_q01.png	true	$[AF]$ ve $[DE]$ açıortay, $|BD|=2$ cm, $|AC|=3$ cm, $|AB|=4$ cm, $|DC|=5$ cm olduğuna göre, $\frac{|EF|}{|BC|}$ kaçtır?	ABC ve EBC üçgen [AD] ve [ED] açıortay |EC| = 4 cm |AB| = 8 cm olduğuna göre, |AC| = |BE| kaç cm'dir?	
dc70a6bc-329d-53ff-82c8-89f60b475069	Bilgi Sarmal Ayt Tarih Soru Bankasi 2020 2021	270	4	1	5	0	Bilgi_Sarmal_Ayt_Tarih_Soru_Bankasi_2020_2021_p0270_q05.png	false	I. Cemal Gürsel II. İsmet İnönü III. Celal Bayar IV. Kenan Evren Türkiye Cumhuriyeti'nde cumhurbaşkanlığı yapan yukarıda	1960 - 1980 yılları arasında Türkiye'nin sosyoekonomik yapısında köklü değişiklikler yaşandı. Aşağıdakilerden hangisi bu	
f26cbd83-3411-55c3-b21e-9a4373c107fd	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	10	1	0	1	0	Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0010_q01.png	true	Düzlemsel şekilde $\text{A}$, $\text{B}$ ve $\text{C}$ noktaları doğrusal, $\text{BD}$ ışını $\text{ABE}$'nin ve $\text{	m(\widehat{ABC}) = 50^\circ , m(\widehat{CBD}) = 40^\circ \n Yukarıdaki verilere göre, ABD açısının açıortayı ile CBD aç	
6a63608b-72d1-5167-b5b9-8e69b7d0b171	2019-2020-Acil Matematiğin ilacı-1	285	5	1	6	0	2019-2020-Acil_Matematiğin_ilacı-1_p0285_q06.png	false	Yeni ürettikleri bir robotu tanıtan firma yetkilileri robotun öne ve arkaya doğru adım atabildiğini göstermek amacıyla r	Yukarıdaki tabloda Ebru'nun aylara göre aldığı bilezik sayısı verilmiştir. Ebru, bilezik sayılarını toplasa da çarpsa da	
10dd32ca-c8e5-5099-9079-21e1c15af4b1	Bilgi Sarmalı-2023-2024-Tyt-Matematik Soru Bankası	298	0	1	1	5	Bilgi_Sarmalı-2023-2024-Tyt-Matematik_Soru_Bankası_p0298_q01.png	false	$A = \{2, 3, 4\}$ ve $B = \{1, 2, 3, 5, 7, 8, 9\}$ olmak üzere, $(A \cap B) \subseteq M \subseteq (A \cup B)$ koşulunu s	A = {2, 3, 4} B = {1, 2, 3, 5, 7, 8, 9} omek üzere, (A ∩ B) ⊆ M ⊆ (A ∪ B) koşulunu sağlayan kaç farklı M kümesi yazılabi	
d963055e-955c-5a39-9f23-389376f05d6b	345 2025 Ayt Kimya Soru Bankası	280	1	0	1	0	345_2025_Ayt_Kimya_Soru_Bankası_p0280_q01.png	false	Yukarıda verilen bileşiklerden hangilerinin IUPAC adı doğru verilmiştir?	Alkinlerin genel özellikleri ile ilgili aşağıdakilerden hangisi yanlıştır?	
bf6bc2a2-2eb1-5629-8e11-7366a97e7b83	CAP-2023-AYT-Matematik -AL-Soru Bankası	377	3	1	4	0	CAP-2023-AYT-Matematik_-AL-Soru_Bankası_p0377_q04.png	false	$m$ ve $n$ birer asal sayı olmak üzere, $f(x) = m x^n - n x^m$ fonksiyonu veriliyor. $f(1) = 3$ ve $f'(1) = 21$ olduğuna		
4294b23b-2660-5b5a-86fc-648455738cd0	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	154	2	1	3	0	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0154_q03.png	false	$\cos 2x = \sin x - \sin 3x$ denkleminin $[0, \pi]$ aralığında kaç farklı kökü vardır?	x dar açı olmak üzere, $$\frac{1}{\sin^2 x} + \frac{1}{\cos^2 x} = 16$$ olduğuna göre, sin2x kaçtır?	
c316fcc5-d786-53b7-adce-c6c92d22d955	Bilgi Sarmalı-2024-Ayt-Matematik Soru Bankası	345	1	1	2	0	Bilgi_Sarmalı-2024-Ayt-Matematik_Soru_Bankası_p0345_q02.png	false	$c$ sabit sayı olmak üzere, $\int_{x}^{2} 2x \, dx = x^2 + c$ $f(x)$ aşağıdakilerden hangisidir?	f(x) = 2x + \int (4x + 2)dx biçiminde tanımlı f fonksiyonunun, x = k apsisi noktada yerel ekstremumu olduğuna göre, k ka	
cfdea009-10b9-5de2-834c-95c251ddf7c5	Apotemi 2024 Ayt Kimya Soru Bankasi	164	2	1	3	0	Apotemi_2024_Ayt_Kimya_Soru_Bankasi_p0164_q03.png	false	Yukarıda sabit sıcaklıkta çözünme dengesi verilen $Mg(CN)_2$ nin katısıyla dengedeki sulu çözeltisi için aşağıdakilerden	Cd(NO3)2 ve K3PO4 çözeltileri karıştırıldığında oluşan tuz çökeltir. Buna göre, çöken tuzun çözünürlük çarpımı bağıntısı	
8f8a1b24-d7a1-5890-bc54-6360883ddcef	Aktif Ogrenme 0 Baslayanlara Kimya 2019 2020	343	1	1	2	0	Aktif_Ogrenme_0_Baslayanlara_Kimya_2019_2020_p0343_q02.png	false	• $SO_2$ • $HCOOH$ • $HNO_3$ Yukarıda verilen maddelerle ilgili, I. Tümünün sulu çözeltisi elektriği iletir. II. Oda koş	Kırmızı lahana suyu asidik çözeltilerde kırmızı, bazik çözeltilerde yeşil, nötr çözeltilerde ise mor renge dönüşen doğal	
40158f6d-7e66-52af-ac4e-a4cbabe79e92	345 2025 Ayt Matematik Soru Bankası	216	0	1	1	0	345_2025_Ayt_Matematik_Soru_Bankası_p0216_q01.png	false	$f$ parçalı fonksiyonu $f(x) = \begin{cases} \frac{|x|-1}{|x-1|} & x>0 \\ \frac{|x|-1}{|x|} & x<0 \end{cases}$ şeklinde 	Gerçek sayılar kümesinde tanımlı f parçalı fonksiyonu $$f(x)=\begin{cases} x^2-2x+2 &, x<2 \\ -x &, x \geq 2 \end{cases}	
96353e52-378e-5fa6-bd18-d69a836cf0ea	Aktif Ogrenme Ayt Kimya 2019 2020	259	4	1	5	8	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0259_q05.png	false	$Zn_{(k)} | Zn^{2+}_{(suda)} (1M) || Fe^{2+}_{(suda)} (1M) | Fe_{(k)}$ Pil şeması yukarıda verilen elektrokimyasal hücre	Zn(k) | Zn2+(suda) || Fe2+(suda) | Fe(k)  Pil şeması yukarıda verilen elektrokimyasal hücrenin standart pil potansiyeli 	
098e3f06-331f-51f9-89c8-93bddb302dcf	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	54	2	1	3	0	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0054_q03.png	false	$P(x) = x^2 - mx + 1$ olmak üzere, $P(x)$ polinomunun $(x-1)$ ile bölümünden kalan ile $P(x)$ polinomunun $(x-2)$ ile bö	Aşağıdaki soruda verilen polinomun iki basamaklı bir doğal sayı olan sabit terimi, baskı esnasında oluşan bir hata dan d	
569ba907-d473-5f40-8814-e991306f57df	345 Tyt Biyoloji Soru Bankası	6	4	1	5	0	345_Tyt_Biyoloji_Soru_Bankası_p0006_q05.png	false	Dünyanın kaynaklarının insanlara yetersiz gelmeye başladığı günümüzde insanların bilinçsizliği ve eğitimsizliği de birço	Biyolojinin ortaya çıkış ve gelişim süreçleri dikkate alındığında, biyolojinin bir bilim olarak ortaya çıkışında, insanı	
5eb458cb-d315-54e2-a9c7-5bbb658e797d	Full Matematik-Ayt-Matematik Soru Bankası	291	3	1	4	0	Full_Matematik-Ayt-Matematik_Soru_Bankası_p0291_q04.png	false	$f(x) = 2x^2 + ax + 3$ fonksiyonunun $x$ eksenini kestiği noktalardaki teğetleri birbirine diktir. Buna göre, $a$'nın al	f(x) = x² + ax + 2  eğrisine orijinden çizilen teğetler birbirlerine dik  olduğuna göre, a nın pozitif değeri kaçtır?	
182fa775-f4c4-509b-a54a-9868b89a1126	345 Tyt Türkçe Soru Bankası	385	4	1	5	0	345_Tyt_Türkçe_Soru_Bankası_p0385_q05.png	false	Kimse kendi yerinde boğulmaz; uğraş verenler, emeklerinin karşılığını alırlar. Yukarıdaki cümlede kaç farklı öge kullanı	(I) Süper kahramanların çizgi romanlarda güçlerine kavuşmaları, genellikle belli başlı şekillerde olmaktadır. (II) Bilin	
b712300e-db42-5a37-a723-32deaa2c6731	2019-2020-Apotemi-Tyt Matematik Soru Bankası	70	5	1	6	5	2019-2020-Apotemi-Tyt_Matematik_Soru_Bankası_p0070_q06.png	false	$x$ gerçek sayısı için $-1 < x < 1$ olduğuna göre, I. $x^2 < x$, II. $x^3 > 0$, III. $|x| < -x$ ifadelerinden hangileri 	x gerçel sayısı için -1 < x < 1 olduğuna göre,  I. $x^2 - x \leq 2$  II. $x^2 - x^3 > 0$  III. $|x| - x > 0$  ifadelerin	
2d2306b8-3dbe-5104-ac6c-af5837ce3beb	Edebiyat Sokagi Paragraf ileri Duzey	296	1	1	2	0	Edebiyat_Sokagi_Paragraf_ileri_Duzey_p0296_q02.png	false	• Karıncalar, 100 milyon yıldan uzun süredir, Dünya üzerinde yaşamaktadır ve gezegenin her yerine yayılmış durumdadırlar	I. Şiddet tipleri içerisinde sıklıkla karşılaştığımız ve etkileri nispeten en kolay belirlenen şiddet tipi, fiziksel şid	
613a4397-5f94-5ea1-a94d-5f8528378323	Full Matematik-2022-2023-Tyt-Matematik Soru Bankas	304	4	1	5	0	Full_Matematik-2022-2023-Tyt-Matematik_Soru_Bankası_p0304_q05.png	false	Bir etüt merkezinin; A sınıfında 5 kız ve 4 erkek olmak üzere 9 öğrenci, B sınıfında ise 6 kız ve 5 erkek olmak üzere 11	Necati, Remzi ve Şakir akıllarından 1 den 8 e kadar üç farklı rakam tutup bu rakamları Canan'a söylüyorlar. • Canan, Rem	
ae15f371-bca1-5c98-9f07-1027747c030f	ACİL-2025-TYT-Soru Bankası	361	0	1	1	10	ACİL-2025-TYT-Soru_Bankası_p0361_q01.png	false	Bir kitaplığın bir rafındaki kitaplar için aşağıdaki bilgiler bilinmektedir: • Kitaplığın bu rafında matematik, kimya ve	Bir kitaplığın bir rafındaki kitaplar için aşağıdaki bilgiler bilinmektedir.  • Kitaplığın bu rafında matematik, kimya v	
5e6a6376-ffe3-59f7-a666-e1755600cc61	Esen Aylık Planlı Biyoloji Soru Bankası	72	0	1	1	8	Esen_Aylık_Planlı_Biyoloji_Soru_Bankası_p0072_q01.png	false	İnsanlar ağızda aşağıdaki besinlerden hangisinin kimyasal sindirimini gerçekleştirebilir?	İnsanlar ağızda aşağıdaki besinlerden hangisinin kimyasal sindirimini gerçekleştirebilir?	
16c6b84d-111e-5029-afc7-2beee9ad810f	Aktif Ogrenme 0 Baslayanlara Kimya 2019 2020	28	1	1	2	0	Aktif_Ogrenme_0_Baslayanlara_Kimya_2019_2020_p0028_q02.png	false	Element sembollerini elementlerin Latince adlarının baş harflerini kullanarak kullanmayı öneren bilim insanı aşağıdakile	Element sembolleri ile ilgili;  I. Bir ya da iki harften oluşur. II. İki harfliyse 1. harf büyük 2. harf küçük yazılır. 	
093242c2-8625-51af-8310-ac27de666394	345 2025 Tyt Türkçe Soru Bankası	337	1	1	2	0	345_2025_Tyt_Türkçe_Soru_Bankası_p0337_q02.png	false	(I) Greimas'ın ortaya koyduğu gösterge bilimsel çözümleme, anlamın oluşumunu açıklaması bakımından işlevseldir. (II) Şii	Aşağıdaki cümlelerden hangisinin yüklemi basit fiildir?	
86493afe-0f1d-5ba6-81d9-c98162d066fe	345 Tyt Biyoloji Soru Bankası	36	3	1	4	0	345_Tyt_Biyoloji_Soru_Bankası_p0036_q04.png	false	Aşağıda verilenlerden hangisi enzimlerin genel özelliklerinden biri değildir?	Bileşik enzimlerin bazılarının yapısına katılan kofaktörler için,  I. Bir enzimdən ayrıldıklarında, başka bir enzime bağ	
23de7862-51bb-5146-a6e6-f91b2fde9e01	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	329	6	1	7	0	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0329_q07.png	false	Reel sayılarda tanımı ve türevli $y = f(x)$ fonksiyonu için $\lim_{h \to 0} \frac{f(x+h) - f(x-h)}{h} = 1$ ve $f(x) = x^	Reel sayılarda tanımlı ve türevli y = f(x) fonksiyonu için lim h->0 f(h)/h = 1 ve f(x + h) = f(x) + x · h + f(h) olduğun	
a1d855b4-1e71-5091-97ee-630d2aa4d855	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	223	1	0	1	0	Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0223_q01.png	false	Fatma; $15$ günlük tatilinin ilk $b$ gününde, her gün $a$ tane, kitap ve geriye kalan diğer günlerde ise her gün $c$ tan	Kan gruplarından 0 kan grubu genel vericidir ancak sadece 0 grubundan kan alır. A kan grubu 0 veya A grubundan, B kan gr	
f353442c-a4d8-5a9e-97dc-2b443d95c361	Mikro Orijinal-2024-matematik Soru Bankası	35	0	1	1	0	Mikro_Orijinal-2024-matematik_Soru_Bankası_p0035_q01.png	false	I. $2^3=6$ II. $3^2=9$ III. $4^2=8$ ifadelerinden hangileri doğrudur?	I. $2^3 = 6$ II. $3^2 = 9$ III. $4^2 = 8$  ifadelerinden hangileri doğrudur?	
d2b44e4f-b69c-5a7a-b20c-c5faaa036f36	ACİL-2025-TYT-Soeu Bankası	11	1	1	2	6	ACİL-2025-TYT-Soeu_Bankası_p0011_q02.png	false	Başkat sayısı $2$ olan ikinci dereceden bir $P(x)$ polinomu $x-3$ ve $x+1$ ile tam olarak bölünmektedir. Buna göre, $P(5	Başkatsayısı 2 olan ikinci dereceden bir P(x) polinomu x - 3 ve x + 1 ile tam olarak bölünmektedir.  Buna göre, P(5) kaç	
dd9fe4a6-cbe6-5327-949f-016f7d864945	345 2025 Ayt Matematik Soru Bankası	158	2	1	3	0	345_2025_Ayt_Matematik_Soru_Bankası_p0158_q03.png	false	$\frac{1}{\log_26}+\log_36$ işleminin sonucu kaçtır?	f(x) = 3^x \n\n olduğuna göre, f^{-1}(x) aşağıdakilerden hangisidir?	
8e9ab8a1-3326-54c8-987f-fb5ec502669b	2024-ACİL TYT Matematik Geometri Kitap-1	113	0	1	1	6	2024-ACİL_TYT_Matematik_Geometri_Kitap-1_p0113_q01.png	false	$ \frac{2x-1}{4} < \frac{2x}{3} - \frac{1}{6} \le 1 $ eşitsizliğinin çözüm aralığı aşağıdakilerden hangisidir?	$\frac{2x+1}{4}-\frac{2x-3}{6} \leq 1$ eşitsizliğinin çözüm aralığı aşağıdakilerden hangisidir?	
6b7f7c69-2e19-5338-b3ff-077bc4041700	ACİL-2025-TYT-Soeu Bankası	197	2	-1	1	0	ACİL-2025-TYT-Soeu_Bankası_p0197_q01.png	false	$4\left(1+\cos\frac{\pi}{8}\right)\left(1+\cos\frac{7\pi}{8}\right)$ işleminin sonucu aşağıdakilerden hangisidir?	ABCD kare $$\tan\beta = \frac{4}{3}$$  Buna göre, $$\cot 2\alpha$$ ifadesinin değeri kaçtır?	
bb5ca214-c75a-598b-8780-ce13d7fe1815	345 2024 Ayt Fizik Soru Bankası	327	2	1	3	0	345_2024_Ayt_Fizik_Soru_Bankası_p0327_q03.png	false	Bir hidrojen atomunun elektronu taban enerji seviyesinden $(n+1)$. enerji seviyesine getiriliyor. Buna göre, I. Elektron	Modern atom teorisi, Bohr atom modelindeki açıklanamayan bazı olayları açıklayabilmektedir.  Buna göre, Modern atom teor	
ef4aebaf-e467-55a7-b090-c068a16de82f	Aktif Ogrenme 0 Baslayanlara Kimya 2019 2020	207	1	0	1	0	Aktif_Ogrenme_0_Baslayanlara_Kimya_2019_2020_p0207_q01.png	false	Aşağıdakilerden hangisi sera etkisine neden olan gazlardan biri değildir?	I. SO3 II. CO III. N2O5  Yukarıdaki gazlardan hangileri asit yağmurlarına neden olur?	
3128bbb1-a47c-5707-ae67-91454087ef06	Cap Anlam Bilgisi Kitabı 2024	27	0	1	1	0	Cap_Anlam_Bilgisi_Kitabı_2024_p0027_q01.png	false	Aşağıdaki altı çizili sözcüklerin hangisi gerçek anlamıyla kullanılmıştır?	Aşağıdaki cümlelerden hangisinde 'yakın' sözcüğü 'aralarında sıkı ilişki olan' anlamında kullanılmıştır?	
09d872de-f6b6-5f20-a125-445ee1ea46d7	Orijinal2024-Ayt-Matematik Soru Bankası	416	1	0	1	0	Orijinal2024-Ayt-Matematik_Soru_Bankası_p0416_q01.png	false	$n$ bir doğal sayı olmak üzere, $(x^2 - \frac{2}{x})^n$ ifadesinin açılımındaki tüm katsayıların aritmetik ortalaması $0	100 kişilik bir proje ekibinin elinde belirli sayıda proje vardır ve ekipteki herkes bu projelerin en az ikisinde görevl	
ffe0a200-69d8-5690-a326-403a704b5c2d	Aromat-2023-Ayt-Matematik Soru Bankası	311	2	0	2	0	Aromat-2023-Ayt-Matematik_Soru_Bankası_p0311_q02.png	false	Uygun koşullarda tanımlı $f$ ve $g$ fonksiyonları ile ilgili $g(x) = \int \frac{1}{f(x)} dx - \int \frac{f'(x)-x}{f^2(x)	Dik koordinat düzleminde reel sayılarda türevlenebilir üçüncü dereceden f fonksiyonu ile f' fonksiyonunun grafiki aşağıd	
1c525c79-8998-56c0-ae5d-e39a5ff106a1	ACİL-2025-Matematiğin İlacı Polinom	104	2	1	3	0	ACİL-2025-Matematiğin_İlacı_Polinom_p0104_q03.png	false	$3x^2 - ax + 20$ ifadesinin çarpanlarından biri $x+5$ olduğuna göre, $a$ kaçtır?		
