id	confidence	reasons	length_ratio	correct_answer	qtext_preview	ocr_preview	image_url
2d73798a-3ef6-594f-95c3-5845350bbf10	high	broken_text_o	1.043	E	ABC ikizkenar dik üçgen $AB \perp AC$ $m(\widehat{AED}) = 45^ ext{o}$ $EC = \sqrt{2}$ cm $|AB| = |AC| = 3$ cm olduğuna g	ABC ikizkenar dik üçgen $AB \perp AC$ $m(\widehat{AED}) = 45°$ $|EC| = \sqrt{2}$ cm $|AB| = |AC| = 3$ cm  olduğuna göre,	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0127_q01.png
35db9c72-4c9d-55ea-aaba-037b8a7d82b6	high	broken_text_o	1.223	B	ABC üçgen, $m(\widehat{BAD})=m(\widehat{DAC})=50^ ext{o}$, $m(\widehat{ACB})=30^ ext{o}$ Buna göre, I. $|AD|=|BD|$ II. $	ABC üçgen, m(BAD) = m(DAC), m(ABC) = 50°, m(ACB) = 30°  Buna göre, I. |AD| = |BD| II. |AC| > |DC| III. |BD| < |DC| ifade	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0170_q03.png
3a664366-0b00-52f7-8db9-9a836357906c	high	italic_i_segment	1.053	C	ABC üçgen, $[BC]$ $[DC]$, $|BE|=|EC|$, $|AD|=|BD|$, $|AKI|=34$ cm, $|DK|=4$ cm olduğuna göre, $|BC|$ kaç santimetredir?	ABC üçgen, [BC] ⊥ [DC], |BE| = |EC|, |AD| = |BD| |AK| = 34 cm, |DK| = 4 cm olduğuna göre, |BC| kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0149_q04.png
3d7b57d5-b7a1-581b-9ca9-2e389b3a82f5	high	broken_text_o	1.303	E	ABC ve EBD birer ikizkenar üçgen $BA = AC$ $|BA| = |AC|$ $|BE| = |ED|$ $m(\widehat{ABE}) = 25^ ext{o}$ $m(\widehat{BED})	ABC ve EBD birer ikizkenar üçgen BA ⊥ AC |BA| = |AC| |BE| = |ED| m(ÂBE) = 25° m(B̂ED) = x  Buna göre, x kaç derecedir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0016_q02.png
45309fd2-5b06-5a9a-9ef6-e593c45566f6	high	italic_i_segment	1.102	D	ABCD deltoid $[DB]$ ve $[AC]$ köşegen $|DL| = |LC|$ $|AK| = |KB|$ $|KE| = 5$ cm $|ELI| = 3$ cm olduğuna göre, Çevre(ABCD	ABCD deltoid [DB] ve [AC] köşegen |DL| = |LC| |AK| = |KB| |KE| = 5 cm |EL| = 3 cm olduğuna göre, Çevre(ABCD) kaç santime	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0243_q03.png
45468b37-7343-5382-8471-dd7dca0f56e2	high	broken_text_o	1.387	E	ABC ve BCD üçgen, $[BD]$ ve $[CA]$ açıortay, $m(\text{BAC})=90^ ext{o}$, $m(\text{BDC})=60^ ext{o}$ olduğuna göre, $m(\t	ABC ve BCD üçgen [BD] ve [CA] açıortay m(BÂC) = 90° m(BD̂C) = 60° olduğuna göre, m(AÊD) = x kaç derecedir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0027_q05.png
4672b0a0-554f-5ed9-b95e-ab1b07f2adf9	high	broken_text_o	1.153	D	BAC ikizkenar üçgen, $|AB|=|AC|$, $m(\widehat{ADB})=60^ ext{o}$, $|DA|=12$ cm, $|DC|=6$ cm, $|BD|=x$. Yukarıdaki veriler	BAC ikizkenar üçgen, |AB| = |AC|, m(ADB) = 60°, |DA| = 12 cm, |DC| = 6 cm, |BD| = x  Yukarıdaki verilere göre, x kaç cm'	/static/crops/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0058_q01.png
47a904e6-ff6e-59de-bcc2-5810077973a0	high	italic_i_segment|italic_i_brackets	1.305	B	ABCD yamuk, $DC \parallel AB$, $EC \perp CB$, $|DE| = |EA|$, $|IDC| = 10$ birim, $|IEC| = 15$ birim, $|IAB| = 24$ birim.	ABCD yamuk DC // AB EC ⊥ CB |DE| = |EA| |DC| = 10 birim |EC| = 15 birim |AB| = 24 birim  Buna göre, |BC| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0162_q04.png
4ea08e29-e88a-527e-9c77-ffb9acab9a40	high	italic_i_segment	1.073	C	ABC dik üçgen, $AB \perp BC$, $DF \parallel BC$, $AD = IDI$, $|AB| = 6$ birim, $|BE| = 1$ birim, $|FCI| = 5$ birim. Buna	ABC dik üçgen $AB \perp BC$ $DF \perp BC$ $|AD| = |DC|$ $|AB| = 6$ birim $|BE| = 1$ birim $|FC| = 5$ birim  Buna göre, |	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0084_q01.png
501db30e-3459-5656-9dab-b4195e26943e	high	italic_i_segment	1.265	E	ABCD eşkenar dörtgen, $[DH] \perp [AB]$, $|DH|=8$ cm, $|DI|=8$ cm, $|EC|=7$ cm. Yukarıda verilenlere göre, Alan($\Delta 	ABCD eşkenar dörtgen [DH] ⊥ [AB] |DH| = 8 cm |EC| = 7 cm  Yukarıda verilenlere göre, Alan(\widehat{DEC}) kaç cm² dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0198_q01.png
513bf8f0-7235-5123-9ab0-997f7ec3c142	high	italic_i_segment	1.058	C	ABCD paralelkenar, $|AF|=|FI|$, $|BG|=|GC|$, $|AE|=3|ED|$ ve $|DH|=3|HC|$ dir. Yukarıdaki verilere göre, $\frac{\text{Al	8. ABCD paralelkenar, |AF| = |FB|, |BG| = |GC|, |AE| = 3|ED| ve |DH| = 3|HC| dir.  Yukarıda verilenlere göre, $\frac{Ala	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0173_q04.png
53608b5b-0bf1-5ada-b6a7-1d6193283a8a	high	broken_text_o	1.284	C	ABCD paralelkenar ve KH $\perp$ EF'dir. $m(\text{AEF}) = 30^ ext{o}$, $m(\text{CFE}) = 45^ ext{o}$ $|AE| = 6$ cm, $|CF| 	7. ABCD paralelkenar ve KH ⊥ EF'dir.  m(AEF) = 30°, m(CFE) = 45°  |AE| = 6 cm, |CF| = 5√2 cm  K, köşegenlerin kesim nokt	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0291_q03.png
5460ac0d-ab0c-5503-af63-c3f229dd3ab4	high	italic_i_segment	1.112	C	ABC üçgen $|IFE| = |EDI|$ $|AF| = |AD|$ $|EC| = 3$ birim $|BE| = 4$ birim Çevre$(ABC) = 21$ birim Buna göre, $|AB|$ kaç 	ABC üçgen |FE| = |ED| |AF| = |AD| |EC| = 3 birim |BE| = 4 birim Çevre(ABC) = 21 birim  Buna göre, |AB| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0156_q04.png
5c9fa4dc-a2a5-5f7c-8aae-259f3c90416c	high	italic_i_segment	1.160	E	ABCD dikdörtgen, $[CH] \perp [BD]$, $[BD]$ köşegen, $|CHI| = 3$ cm ve $|AH| = 6$ cm dir. Yukarıdaki verilere göre, $m(\w	6. ABCD dikdörtgen, [CH] ⊥ [BD], [BD] köşegen, |CH| = 3 cm ve |AH| = 6 cm dir.  Yukarıdaki verilere göre, m(AHB) = x kaç	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0185_q01.png
5d370a2e-39b8-51be-ac59-09362200825d	high	broken_text_o	1.333	B	$[AB] \perp [BC]$ $[BD] \perp [CD]$ $m(\widehat{DCB}) = 15^ ext{o}$ $|AD| = 2 \cdot |DE|$ $|BC| = 4$ cm A, D ve E doğrus	[AB] ⊥ [BC] [BD] ⊥ [CD] m(DCB) = 15° |AD| = 2 ⋅ |DE| |BC| = 4 cm  A, D ve E doğrusal olduğuna göre, |AC| = x kaç cm'dir?	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0125_q02.png
5e427e8b-4f77-5b10-a6dc-8387a6a4d99b	high	italic_i_segment	1.136	E	ABCD eşkenar dörtgen, ABE üçgen, $|BD|=6$ cm, $|EDI|=5$ cm. ABCD eşkenar dörtgeninin alanı $36 \text{ cm}^2$ olduğuna gö	ABCD eşkenar dörtgen ABE üçgen |BD| = 6 cm |ED| = 5 cm  ABCD eşkenar dörtgeninin alanı 36 cm² olduğuna göre, |AE| kaç cm	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0198_q04.png
5edc9313-b6b1-535f-9f75-1444db49a852	high	italic_i_segment	1.092	D	ABCD ikizkenar yamuk, $DE \perp AB$, $|AD|=|BC|$, $|DF|=17$ birim, $|DE|=8$ birim, $A(ABCD)=160 \text{ br}^2$. Buna göre	ABCD ikizkenar yamuk, DE $\perp$ AB, |AD| = |BC|  |DF| = 17 birim, |DE| = 8 birim, A(ABCD) = 160 br²  Buna göre, |FB| ka	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0164_q03.png
6081972c-5d6c-52b2-817e-faf837ca522c	high	broken_text_o	1.323	B	ABCD dörtgen, [AE] ve [CE] açıortay, $m(\widehat{FBK}) = 60^ ext{o}$, $m(\widehat{ADC}) = 140^ ext{o}$. Yukarıdaki veril	ABCD dörtgen [AE] ve [CE] açıortay m(FBK) = 60° m(ADC) = 140°  Yukarıda verilenlere göre, AEC açısının ölçüsü kaç derece	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0168_q02.png
62c7e5c4-a416-5c07-bb66-510af827de87	high	italic_i_segment|italic_i_brackets	1.303	D	ABCD yamuk, $DC \parallel KM \parallel AB$, $|IDCI| = 8$ birim, $|KML| = 12$ birim. Buna göre, $|IAB|$ kaç birimdir?	ABCD yamuk, DC // KM // AB |DC| = 8 birim, |KM| = 12 birim  Buna göre, |AB| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0162_q02.png
6aa1de71-4c55-57ef-9108-70509bbcdc84	high	broken_text_o	1.048	D	ABCD dörtgen AD // DC $|DC| = \sqrt{5}$ birim $|CB| = 3\sqrt{2}$ birim $|BA| = 1$ birim $m(\widehat{ABC}) = 135^ ext{o}$	11. ABCD dörtgen AD ⊥ DC |DC| = $\sqrt{5}$ birim |CB| = $3\sqrt{2}$ birim |BA| = 1 birim $m(\widehat{ABC}) = 135°$  Buna	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0114_q04.png
6e191371-a0f4-53cb-a413-e6b04ea27d80	high	broken_text_o	1.465	E	ABC dik üçgen $AC \perp CB$ $|AE| = |AC|$ $m(\widehat{ABC}) = 42^ ext{o}$ $m(\widehat{ECB}) = x$ Buna göre, $x$ kaç dere	ABC dik üçgen AC ⊥ CB |AE| = |AC| m(ABC) = 42° m(ECB) = x  Buna göre, x kaç derecedir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0014_q01.png
71b965fc-c7b4-5c2f-a5d2-ffe12bfc5cb0	high	broken_text_o	1.180	A	ABCD dörtgen $|AB| = |BC|$ $|AE| = |AD| = |DC|$ $m(\widehat{DBC}) = 50^ ext{o}$ $m(\widehat{BCD}) = 60^ ext{o}$ $m(\wide	ABCD dörtgen |AB| = |BC| |AE| = |AD| = |DC| m(\widehat{DBC}) = 50° m(\widehat{BCD}) = 60° m(\widehat{BAE}) = x  Buna gör	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0114_q03.png
72de617c-b543-5c5d-a7bc-77d5ff2f7cb4	high	broken_text_o	1.211	D	ABCD yamuk $[DC] \parallel [AB]$ $|AD| = |DC|$ $m(\widehat{DCB}) = 110^ ext{o}$ $m(\widehat{ABD}) = 35^ ext{o}$ Yukarıda	ABCD yamuk [DC] // [AB] |AD| = |DC| m(\widehat{DCB}) = 110° m(\widehat{ABD}) = 35°  Yukarıda verilenlere göre, m(\wideha	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0215_q01.png
7c866f11-29c6-5616-9161-d918a205dff4	high	broken_text_o	1.449	D	$[AC] \cap [FD] = \{E\}$ $|CE| = |CD|$, $|AF| = |FE|$, $m(\widehat{ABD}) = 66^ ext{o}$ Yukarıdaki verilere göre, $m(\wid	[AC] ∩ [FD] = {E} |CE| = |CD| |AF| = |FE| m(ABD) = 66°  Yukarıdaki verilere göre, m(ACB) = α kaç derecedir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0015_q04.png
867dfa9e-5f9a-51af-9cca-aab9c5850f80	high	broken_text_o	1.409	C	ABC üçgen, $[AB]$ çap, $[BD]$ açıortay, $m(\widehat{BAC}) = 20^ ext{o}$ olduğuna göre, $m(\widehat{BDC}) = x$ kaç derece	ABC üçgen [AB] çap [BD] açıortay m(BÂC) = 20°  olduğuna göre, m(BD̂C) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0288_q08.png
8abe3c6a-8d07-5290-83ea-62c0c792c619	high	italic_i_segment|italic_i_brackets	1.204	D	ABCD dikdörtgen, $DF \perp FE$, $|ICE| = 3$ birim, $|IAFI| = |IBEI| = 6$ birim. Buna göre, $A(ABCD)$ kaç birimkaredir?	ABCD dikdörtgen DF ⊥ FE |CE| = 3 birim |AF| = |BE| = 6 birim  Buna göre, A(ABCD) kaç birimkaredir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0138_q04.png
8acf9ccf-f4ff-5bed-956c-17ab3109250e	high	broken_text_o	1.474	A	ABC üçgen $m(\widehat{BAD}) = m(\widehat{CAD})$ $m(\widehat{ACB}) = 30^ ext{o}$ $|AB| = 6$ cm $|DC| = 8$ cm Verilenlere 	ABC üçgen m(BÂD) = m(CÂD) m(AĈB) = 30° |AB| = 6 cm |DC| = 8 cm  Verilenlere göre, ABD üçgeninin alanı kaç cm² dir?	/static/crops/Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2/Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0160_q05.png
8d5b5631-c97a-5a00-8da4-0074452f0965	high	broken_text_o	1.493	C	$[AC]$ çap, $[DB]$ açıortay, $m(\widehat{DBC}) = 60^ ext{o}$ olduğuna göre, $m(\widehat{DAB})$ kaç derecedir?	[AC] çap [DB] açıortay m(DBC) = 60°  olduğuna göre, m(DAB) kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0288_q07.png
