id	book	page	q_no	match_type	crop_file	soru_metni_len	disk_exists	preview
7b1cbe40-aed1-52b2-8453-8531f6033278	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	36	1	q_idx_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0036_q01.png	150	True	Şekilde AB doğrusal yolu üzerinde A noktasından B noktasına ilerleyen bir hareketlinin pusulasının g
0095b28e-bd0c-536c-ab88-b17087c3e2fa	2019-2020-ACİL-AYT-Matematik Soru Bankası	292	11	soru_no_match	2019-2020-ACİL-AYT-Matematik_Soru_Bankası_p0292_q03.png	206	True	Yukarıda, $y=g(x)$ fonksiyonunun grafiği verilmiştir. $f(x) = \begin{cases} -1, & x<0 \\ 0, & x=0 \\
3aef032a-0f5a-5e4d-b79a-92253f786971	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	42	7	no_match		0	False	ABC üçgeni A köşesi etrafında saat yönünün tersine $40^ ext{o}$ döndürüldüğünde $AB'C'$ üçgeni elde 
38fe363b-46a9-569b-9602-b96fe34d1b07	2019-2020-ACİL-AYT-Matematik Soru Bankası	299	12	no_match		0	False	Aşağıda hacmi $12\pi$ birimküp olan bir dik koni verilmiştir. Konide $h$ birim yüksekliğinde su vard
83c0108c-a217-5372-adbb-3fe934f0df2f	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	122	6	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0122_q01.png	167	True	Şekilde $AB \perp AC$, $GD \perp DC$, $m(\widehat{ACB}) = 20^\circ$, $m(\widehat{ACD}) = 10^\circ$, 
a9b8e9b6-368e-5492-81a4-aa8c0f470ff5	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	122	7	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0122_q03.png	106	True	Şekilde $AB \perp AC$, $|BF| = |FG|$, $|BC| = 18$ cm'dir. G, ABC üçgeninin ağırlık merkezi olduğuna 
7764fe4f-53df-5e63-9e54-f4c505aeb423	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	130	1	no_match		0	False	Verilenlere göre, ABC üçgeni aşağıdaki üçgenlerden hangilerine benzerdir?
b2881ab0-909e-5e0b-a058-6df20b4b7806	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	130	2	no_match		0	False	Uzunlukları 10, 15 ve 20 cm olan mavi, yeşil ve kırmızı renkli üç çubuk ile aşağıdaki ABC üçgeni olu
303fb397-dcf4-55dc-9062-c8db493d82d4	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	130	3	no_match		0	False	ABD ve BCD üçgen, $|AD|=8$ cm, $|AB|=6$ cm, $|BD|=4$ cm, $|BC|=3$ cm, $|DC|=2$ cm olduğuna göre, I. 
d2ea2009-25dd-525e-94cf-5949374ef918	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	139	7	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0139_q01.png	99	True	ABC ve ACD üçgen $KF \parallel BC$ $FE \parallel CD$ $|AK| = 4$ KB $|EF| = 8$ cm Verilenlere göre, $
5a35d066-5c9c-5324-a631-d114be673b21	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	143	7	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0143_q01.png	265	True	$AB \perp BC$, $DE \perp AC$, $|AE| = 6$ cm, $|BE| = 3$ cm, $|BF| = 2$ cm. Şekil 1'de verilen $ABC$ 
5ad11697-cca5-5768-b104-cd3e61585180	2019-2020-ACİL-AYT-Matematik Soru Bankası	322	18	soru_no_match	2019-2020-ACİL-AYT-Matematik_Soru_Bankası_p0322_q04.png	137	True	Şekilde, $f(x)$ fonksiyonuna $x=2$ apsisli noktadan $g(x)$ teğeti çizilmiştir. $g^{-1}(x) = \frac{6-
8011fe4a-2149-5eb5-80b3-edcf09e698fc	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	160	7	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0160_q01.png	99	True	ABC üçgen $AD \perp BC$ $|AD| = 2\sqrt{7}$ cm $|DC| = \sqrt{7}$ cm $m(\widehat{ABC}) = 60^ ext{o}$ V
d04dee2b-f6dc-53a0-a802-02baa50f6f0a	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	20	9	soru_no_match	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0020_q06.png	92	True	ABC ikizkenar üçgen $|AC| = |CB|$ $DC \perp CB$ $m(\widehat{BDC}) = 50^ ext{o}$ $m(\widehat{DCA}) = 
52d9bc59-20a4-5f5e-a45b-6d253961095b	2019-2020-ACİL-AYT-Matematik Soru Bankası	396	9	soru_no_match	2019-2020-ACİL-AYT-Matematik_Soru_Bankası_p0396_q01.png	121	True	Aşağıda $f(x)$ fonksiyonunun grafiği verilmiştir.Buna göre,$\\int_{-1}^{1} x \\cdot f(x)dx$integrali
ff9ca202-45c4-5f1f-bc06-e9a3629d2ef2	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	216	6	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0216_q01.png	171	True	Verilenlere göre, ABCD paralelkenar alanının $a$ ve $b$ cinsinden eşiti nedir?
3d7b57d5-b7a1-581b-9ca9-2e389b3a82f5	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	16	10	soru_no_match	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0016_q02.png	108	True	ABC ve EBD birer ikizkenar üçgen $BA = AC$ $|BA| = |AC|$ $|BE| = |ED|$ $m(\widehat{ABE}) = 25^ ext{o
7760986d-79a9-514a-aad2-61ee584b424d	2019-2020-ACİL-AYT-Matematik Soru Bankası	428	12	soru_no_match	2019-2020-ACİL-AYT-Matematik_Soru_Bankası_p0428_q02.png	274	True	Aşağıda $[a, b]$ aralığında tanımlı ve türevli olan $f$ fonksiyonunun grafiği verilmiştir. Buna göre
fd36dfb0-6127-5429-ab8f-dbcfa616b8df	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	174	10	soru_no_match	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0174_q01.png	92	True	ABCDEF düzgün altıgen, HBC üçgen, $|FG| = 4$ birim, $|GA| = 2$ birim. Buna göre, $|HA|$ kaç birimdir
39658416-7259-5af4-a780-6f379451b354	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	279	2	no_match		0	False	Yukarıda yarıçapları verilen çemberlerden hangileri aşağıda bir kenar uzunluğu verilen karenin içeri
497a0655-7348-52fd-8a96-08b2cde578fc	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	279	3	no_match		0	False	Şekilde verilen karenin iç teğet çemberi eşkenar üçgenin çevrel çemberidir. Karenin kenar uzunluğu $
b7742ccb-aa55-5de5-ab33-39fef90a5038	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	279	5	no_match		0	False	Yukarıda kenar uzunlukları verilen kare, eşkenar üçgen ve dikdörtgenden hangileri aşağıda yarıçapı $
a2e980f0-c6b9-55f2-95bb-afa0ef6fca06	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	279	6	no_match		0	False	Şekilde verilen kare ve eşkenar üçgenin içine çizilebilecek en büyük çemberler aynıdır. Buna göre, k
ffcf9976-30c1-5b21-98f8-18a8106269aa	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	56	11	soru_no_match	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0056_q04.png	96	True	ABC üçgen $DE \perp BC$ $CF \perp AB$ $|BE| = |EC|$ $|DF| = |FA|$ $|BD| = 12$ birim Buna göre, $|AC|
d51a223a-1e21-52c4-bee2-e0305623a19b	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	298	7	soru_no_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0298_q01.png	102	True	[EA, çembere A noktasında teğet] $|AB|=|AE|$ $m(\widehat{BCD})=120^ ext{o}$ Verilenlere göre, $m(\wi
5d7949e2-ecc1-5dbc-982f-3fc4753145d5	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	104	7	no_match		0	False	İlker, dikdörtgen biçimindeki bir kağıdı duvara yapıştırmak amacıyla ABCD dikdörtgeni biçiminde bir 
6aa1de71-4c55-57ef-9108-70509bbcdc84	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bankası	114	11	soru_no_match	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0114_q04.png	114	True	ABCD dörtgen AD // DC $|DC| = \sqrt{5}$ birim $|CB| = 3\sqrt{2}$ birim $|BA| = 1$ birim $m(\widehat{
0816721c-04ba-5068-b7c4-7724482e8516	2019-2020-ACİL-TYT-Soru Bankası	30	17	no_match		0	False	Erhan yazdığı beş pozitif tam sayıyı ve bu sayılardan her birinin diğer sayıların kaç tanesinden küç
d8c3d021-29be-5e24-adde-133173081534	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	325	2	no_match		0	False	Analitik düzlemde şekildeki gibi verilen $AOB$ üçgeninde $A(1, 3)$ olduğuna göre, $B$ noktasının aps
8f478ad8-bca3-5dc1-aba6-2ce9b256b0ed	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	325	3	no_match		0	False	Analitik düzlemde şekildeki gibi yerleştirilen $OABC$ eşkenar dörtgeninde $B(16, 12)$ olduğuna göre,
9555f5cc-238b-5954-966a-4997bc4eb1e5	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	325	5	no_match		0	False	Analitik düzlemde şekildeki gibi yerleştirilen $ABCD$ karesinde $B(7, 3)$ olduğuna göre, $D$ noktası
a8d9528e-3e76-56c1-bc84-5d523a2481e3	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	325	6	no_match		0	False	Analitik düzlemde şekildeki gibi yerleştirilen $ABCD$ karesinde $A(1, -2)$ olduğuna göre, $C$ noktas
0275caf6-2718-5ab0-be3d-8cebc5687faa	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	329	1	q_idx_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0329_q01.png	103	True	$A(6, 1)$ ve $B(4, 3)$ olmak üzere $AC$ doğru parçası üzerinden alınan $B$ noktasının koordinatları 
5192241b-ec2e-52de-b926-f39584a9aafa	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	329	3	no_match		0	False	Uç noktaları $A(5, 3)$ ve $C(2, 6)$ olan $AC$ doğru parçası $B$ noktası tarafından $|BC| = 2|AB|$ or
ba0a5eb4-25c4-57b5-97ad-9ce386785fba	2019-2020-ACİL-TYT-Soru Bankası	35	14	no_match		0	False	Aşağıda $100 \times 100$ boyutlarında (100 satır ve 100 sütun) bir tablo verilmiştir. Bu tablonun he
d835d9e9-4999-59ae-8e2c-a6e70dc375e6	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	367	1	q_idx_match	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0367_q01.png	296	True	Merkezi orijinde ve alanı 16 birimkare olan ABCD karesi kenarları eksenlere paralel olacak şekilde d
bdbd1686-1386-5f87-969e-9908040e159a	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	24	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0024_q01.png	96	True	[BA // CD EF // BC m(AEF) = (2x-10)° m(BCD) = (x+20)° Buna göre, m(ABC) kaç derecedir?
c9fc1311-f77b-52a7-b3da-4de8904ea447	Mikro Orijinal-2025-Ayt-Geometri Soru Bankası	108	7	soru_no_match	Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası_p0108_q03.png	65	True	$AB \perp AC$, $|BF| = |FG|$, $|BC| = 18$ cm. G, ABC üçgeninin ağırlık merkezi olduğuna göre, $|GK| 
d03f1b1a-22fa-5536-8f9e-b3fddc5ff273	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	26	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0026_q01.png	123	True	[BE] açıortay, [CD] // [BA], $m(\widehat{DCE}) = 30^\circ$, $m(\widehat{BEC}) = 70^\circ$ olduğuna g
87f77b03-a521-57c8-90e6-ade491ee423a	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	26	10	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0026_q03.png	115	True	[DE] // [BA], [DF] // [BC], $m(\widehat{FDE}) = 3x - 40^\circ$, $m(\widehat{CDF}) = 2x$, $m(\widehat
0a024750-a0fd-51dd-af2e-68a196f5c976	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	44	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0044_q01.png	102	True	ABC üçgen, $|AB|=|BE|$, $|ED|=|DC|$, $m(\widehat{ABE})=30^\circ$, $m(\widehat{BED})=70^\circ$ olduğu
b995937d-1962-5aa2-b091-8e7e57a98b88	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	44	13	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0044_q02.png	99	True	ABC üçgen, $[BE]\perp[AD]$, $|AE|=|ED|$, $m(\widehat{ABE})=20^\circ$, $m(\widehat{ACB})=50^\circ$ Bu
36e474ba-c8ea-5575-86ce-68c3de41b908	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	46	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0046_q02.png	90	True	ABC üçgen, $[AB] \perp [DC]$, $[DF] \perp [AC]$, $m(\widehat{CDF}) = 40^\circ$, $m(\widehat{BAC}) = 
acf26115-acb4-54f0-947e-378e45c23d47	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	61	10	no_match		0	False	ABC ve BED üçgen $[AC] \perp [AB]$ $[BE] \perp [ED]$ $|AB| = 8$ cm $|AC| = 6$ cm $|EC| = 6$ cm $|ED|
f83bcb2d-11d2-56ba-8d0a-88644563db3b	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	63	9	no_match		0	False	ABC dik üçgen $[AB] \perp [AC]$ $|AD| = 24$ cm $|AB| = 7$ cm olduğuna göre, ADC üçgeninin çevresi ka
e16c2941-a1d7-53a9-b213-094cd96286ab	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	81	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0081_q01.png	118	True	$[AB] \perp [AE]$, $[AD] \perp [BC]$, $m(\widehat{AED}) = 30^\circ$, $m(\widehat{BCD}) = 45^\circ$, 
87d4cbd6-1b05-5297-a64f-f770a1141c0b	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	83	12	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0083_q05.png	114	True	ABCD dörtgen $[AE] \perp [BC]$ $[AB] \parallel [DC]$ $|BE| = |EC|$ $m(\widehat{ADC}) = 30^{\circ}$ $
895b1e22-f159-5fcb-bbec-9041cd1540fd	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	85	2	no_match		0	False	ABC üçgen, $[AH] \perp [BC]$, $[BE] \perp [EF]$, $|AB| = |AC|$, $m(\widehat{HEF}) = 30^\circ$, $|IHC
694a0f56-7b3b-5af2-ba7a-b5e63278a388	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	95	10	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0095_q04.png	124	True	ABC üçgen, $[AD] \perp [BC]$, $[EF] \perp [EH]$, $|AB| = |AC|$, $|DE| = 4$ cm, $|DF| = 1$ cm, $|HC| 
e38555f8-7964-5c5c-b268-6b2d7bc84de0	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	95	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0095_q01.png	129	True	ABCD dörtgen, $[AE] \perp [BC]$, $[BD] \perp [DC]$, $|AB| = 13$ cm, $|AC| = 13$ cm, $|BD| = 8$ cm, $
fd54ffb2-4102-5d97-bff0-0c60b23a55e1	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	97	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0097_q01.png	112	True	ABC üçgen, $[AB] \perp [AC]$, $[ED] \parallel [BC]$, $|BD|=|DC|$, $|AE|=3$ cm, $|AC|=4$ cm olduğuna 
6b67c843-0905-527d-bc03-ac1947a34bc7	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	119	9	no_match		0	False	ABC üçgen, $m(\widehat{ABC})=60^\circ$, $|AB|=4$ cm, $|BC|=7$ cm olduğuna göre, Alan$(ABC)$ kaç sant
c71085e5-f6d9-5a9c-a333-19e4c7f85945	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	123	7	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0123_q01.png	99	True	ABC üçgen, $[AD] \perp [BC]$, $|AB| = 2\sqrt{2}$ cm, $|DC| = 4$ cm, $|BD| = 2$ cm. Buna göre, $|AC| 
2e61664a-cd56-521f-b231-8a126f4dd95d	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	135	9	no_match		0	False	ABD üçgen, $[AD]$ ve $[AE]$ açıortay, $|CD|=13$ cm, $|AE|=8$ cm, $|EC|=4$ cm olduğuna göre, $|AD|=x$
6dad3df8-5db8-59b2-a2a2-d113f4d27ce5	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	147	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0147_q02.png	124	True	G, ABC üçgeninin ağırlık merkezi, $|BG|=|GD|$, $|AB|=|AC|$, $|BD|=5$ cm, $|DC|=3$ cm olduğuna göre, 
0e308028-36d8-5ba6-97af-d8a7a934d438	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	147	13	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0147_q01.png	109	True	G, ABC üçgeninin ağırlık merkezi, $G\in[AD]$, Alan($\triangle ABD$) $=24 \text{ cm}^2$ olduğuna göre
f5efced8-4cbf-573a-abd7-2cbbfceba238	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	149	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0149_q01.png	132	True	G, ABC üçgeninin ağırlık merkezi, $[AG]$ açıortay, $|AB|=10$ cm, $|AC|=4$ cm olduğuna göre, Alan$(AG
c6fd240f-8c52-5999-a435-5ace5a8d12a2	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	149	15	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0149_q06.png	122	True	K, ABC üçgeninin ağırlık merkezi, $K \in [BD]$, $[AB]=[AC]$, $|AB|=8$ cm, $|DC|=6$ cm olduğuna göre,
f1d3e82e-51c4-50c1-bbf7-62f244e497df	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	153	9	no_match		0	False	ABC üçgen $|EC| = 10$ cm $|AD| = 6$ cm $|DE| = 8$ cm $|BE| = 5$ cm Alan$(ADC) = 12$ $cm^2$ olduğuna 
05cec5ec-1a60-55f1-b853-1abefc495ccb	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	154	3	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0154_q02.png	109	True	ABC üçgen, $m(\widehat{ABD}) = 70^ ext{o}$, $m(\widehat{EDB}) = 60^ ext{o}$. $\text{ABC} \sim \text{
40c536aa-21c5-5f92-83ef-57bd720b3810	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	168	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0168_q01.png	115	True	ABCD dörtgen, $[AB] \parallel [EF] \parallel [DC]$, $|BE| = 30$ cm, $|EC| = 12$ cm, $|FD| = 10$ cm o
5fda7264-d808-52ac-a679-9a618344e4c4	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	170	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0170_q01.png	131	True	G, ABC üçgeninin ağırlık merkezi $[DE] \parallel [BC]$ $|AD| = 10$ cm $|AE| = 12$ cm $|ED| = 4$ cm $
eb2be7f3-dca3-59de-ac0c-ef94210539b1	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	172	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0172_q01.png	106	True	Şekilde verilenlere göre, $|EF| = x$ kaç santimetredir? I. $[AB] \parallel [EF] \parallel [DC]$ II. 
dd5c0137-a729-59a8-ae6d-318e0dbe4fe3	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	189	7	no_match		0	False	ABC üçgen [CD] açıortay $[DE] \perp [AC]$ $|AC| = 10$ cm $|BC| = 14$ cm $|CD| = 8$ cm $|DE| = 4$ cm 
a3877d1b-6b70-5a7c-a368-d286f60059b6	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	210	16	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0210_q08.png	140	True	ABCD yamuk, $[EF] // [DC]$, $|AF| = 8 \text{ cm}$, $|AD| = |BC|$, $|FB| = 5 \text{ cm}$, $|EC| = 1 \
42918295-4765-5c05-bd4c-5e992417bcf5	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	227	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0227_q01.png	111	True	ABCD paralelkenar, $|DE|=4$ cm, $|EC|=6$ cm, Alan$(ABCE)=64$ cm$^2$ olduğuna göre, Alan$(ABCD)$ kaç 
cd746791-5cb8-587b-8339-e6c69cab49d4	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	241	9	soru_no_match	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0241_q01.png	117	True	ABCD eşkenar dörtgen, [AC] köşegen, $|EC|=19$ cm, $|DE|=13$ cm, $|AE|=9$ cm olduğuna göre, $|BD|$ kö
