id	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	match_tier	quality_review_status
27b3830b-00fb-54f4-98f4-09c6cba1d7c8	MATEMATIK	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	329	Üretim biriminden 9 kişi ayrılıp Ar-Ge birimine geçiyor. Yeni durumda üretim biriminde çalışanların yeni yüzdelik dilimi kaçtır?	20	25	30	35	40	D	/static/crops/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0329_q08.png		auto_judged_high
e0e5125a-9093-5f7e-90d0-d17413ba490a	KIMYA	345 Tyt Kimya Soru Bankası	101	"Aşağıda XY ve ZY bileşiklerinin oluşumunun Lewis gösterimi verilmiştir.
$X \cdot + \cdot Y: \rightarrow X:Y:$
$Z \cdot + \cdot Y: \rightarrow Z:Y:$
Buna göre, aşağıdaki değerlendirmelerden hangisinin doğru olması beklenmez?"	X metal, Y ve Z ametaldir.	XY iyonik, ZY kovalent bağlıdır.	X ve Z 1A grubu, Y 7A grubu elementidir.	Aynı koşullarda XY'nin erime noktası ZY'den düşüktür.	XY elektron alışverişi ile, ZY elektron ortaklaşması ile oluşur.	D	/static/crops/345_Tyt_Kimya_Soru_Bankası/345_Tyt_Kimya_Soru_Bankası_p0101_q04.png		auto_judged_high
63b28631-4d72-593d-beee-3aaaac7eb48f	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	360	Şekilde $y=f(x)$ eğrisi ve 4 tane dikdörtgen verilmiştir. Sarı boyalı alanların toplamı A, Mavi boyalı alanların toplamı B'dir. Buna göre, $\sum_{n=0}^3 \frac{f(n+1)}{n+1}$ ifadesinin eşiti aşağıdakilerden hangisidir?	A	B	A-B	B-A	A+B	B	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0360_q03.png		auto_judged_high
df39c9ad-2315-5a90-92c5-5650b38e1dea	GEOMETRI	Bilgi Sarmalı-2023-2024-Tyt Ayt-Geometri Soru Bankası	72	Şekil I'de ABC eşkenar üçgen biçimindeki kartonun ADE üçgensel bölgesi [DE] üzerinde katlandığında A noktası Şekil II'deki gibi A' noktasına gelmektedir. $m(\widehat{DEC})=105^\circ$, $|DE|=2\sqrt{6}$ cm, $|DB|=2$ cm. Yukarıdaki verilere göre, $|A'C|=x$ kaç cm dir?	$\frac{\sqrt{3}}{2}$	1	$\sqrt{3}$	$\frac{3\sqrt{2}}{2}$	2	E	/static/crops/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0072_q04.png		auto_judged_high
360069bf-b5d7-5c6c-a9f3-948d2e2c320f	MATEMATIK	Orijinal-2025-Ayt-Matematik Türev	142	ABC üçgeninde, $[AH] \perp [BC]$, $|AH|+|BC|=12$ birim olduğuna göre ABC üçgeninin alanı en çok kaç birimkaredir?	12	16	18	20	24	C	/static/crops/Orijinal-2025-Ayt-Matematik_Türev/Orijinal-2025-Ayt-Matematik_Türev_p0142_q03.png		auto_judged_high
e79c6d38-c2a7-5e41-b006-0341156870fb	FIZIK	345 2025 Tyt Fizik Soru Bankası	69	"Düz bir yolun üç şeridinde hareket eden K, L ve M araçlarının belli zaman aralıklarında sahip oldukları sürat değerleri aşağıdaki tabloda verilmiştir. Bu yolun yeşil dalgaya urup en büyük sürat değeri $50 \text{ km/sa}$ olup trafik lambalarında $t$ süre aralıklarında yeşil ışık yanmaktadır.
Trafik ışıkları arası mesafeler eşit ve araçlar başlangıçta birinci ışık hizasında olduğuna göre, hangi araçlar yeşil dalga sisteminde hiçbir kırmızı ışığa takılmadan yoluna devam edebilir? (Yeşil ışığın yanık kalma süresi yeterince uzundur.)"	Yalnız K	Yalnız L	Yalnız M	K ve L	K ve M	E	/static/crops/345_2025_Tyt_Fizik_Soru_Bankası/345_2025_Tyt_Fizik_Soru_Bankası_p0069_q02.png		auto_judged_high
38ba305a-c1fd-53b1-b243-00214024a784	FIZIK	Egsersiz Tyt Fizik Soru Bankası 2021	263	"X, Y, Z cisimleri şekildeki taşırma seviyesine kadar su ile dolu taşırma kabına yavaşça bırakıldığında sadece bir cismin ağırlaşma yaptığı gözlemleniyor.
Buna göre, cisimlerin denge durumları;
şekillerinden hangileri gibi olabilir? ($N_X$, $N_Y$ ve $N_Z$ kap tabanının sırasıyla X, Y ve Z cisimlerine uyguladığı tepki kuvvetleridir.)"	Yalnız I	Yalnız II	Yalnız III	I ve II	I, II ve III	B	/static/crops/Egsersiz_Tyt_Fizik_Soru_Bankası_2021/Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0263_q02.png		auto_judged_high
ef3a77dc-86c7-5a63-afd3-98da3ec2ed93	GEOMETRI	Orijinal-2024-Geometri Soru Bankası	222	Şekil 1'de alanı $144 \text{ cm}^2$ olan kare şeklindeki karton kenarlara paralel kesikli çizgiler boyunca kesilerek iki parçaya ayrılıyor. Elde edilen parçalar Şekil 2'deki gibi birleştirilerek bir dikdörtgen elde ediliyor. Buna göre, elde edilen dikdörtgenin çevresi kaç cm'dir?	36	40	48	52	60	E	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0222_q01.png		auto_judged_high
e70eac5a-3a2f-5c09-9918-c5621598e6ca	MATEMATIK	Bilgi Sarmalı-2024-Ayt-Matematik Soru Bankası	261	"Uzun kenarları birbirine eşit olan dikdörtgen biçimindeki tahtalardan kırmızı renkli olanların kısa kenarı $(x+2)$ birim, mavi renkli olanların kısa kenarı $(x+3)$ birim ve sarı renkli olanların kısa kenarı $4$ birimdir.
Bu tahtalar uzun kenarı birbirine çakışık olacak biçimde yerleştirildiğinde yukarıdaki gibi görünüyor.
Bu şeridin sol başında $2$ tane kırmızı renkli tahta, sağ başında $2$ tane sarı renkli tahta ve ortasında $k$ tane mavi renkli tahta bulunmaktadır.
Şekildeki tüm tahtaların birer kısa kenarlarının birimi cinsinden toplam uzunluğunu veren ifade $f(x)$ fonksiyonu olarak tanımlanıyor.
$\lim_{x \to 3} \frac{f(x)-54}{x-3} = t$
olduğunu göre, $k+t$ toplamı kaçtır?"	3	2	0	-2	-3	E	/static/crops/Bilgi_Sarmalı-2024-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2024-Ayt-Matematik_Soru_Bankası_p0261_q05.png		auto_judged_high
a116f9a1-688c-5828-9cb5-d7a019be02d0	BIYOLOJI	345 2025 Tyt Biyoloji Soru Bankası	149	"$2n=4$ kromozomlu bir hücrenin bölünmelerine ait bazı evreler aşağıda gösterilmiştir.

Bu evrelerden mayoz bölünmeye ait olanlar, aşağıdakilerin hangisinde gerçekleşme sırasına göre verilmiştir?"	4 - 3 - 5	5 - 1 - 3	2 - 3 - 1	4 - 3 - 2	3 - 4 - 1	A	/static/crops/345_2025_Tyt_Biyoloji_Soru_Bankası/345_2025_Tyt_Biyoloji_Soru_Bankası_p0149_q04.png		auto_judged_high
252e58b6-164d-5b44-b07c-7154dac45830	KIMYA	Bilgi Sarmal 2024 Ayt Kimya Sopru Bankasi	34	Yukarıda sınır yüzey diyagramları verilen A ve B orbitalleri için seçeneklerdeki bilgilerden hangisi yanlıştır?	A orbitali için $n$ değeri en az $1$'dir.	B orbitali için $l$ değeri $1$'dir.	A orbitali için $m_l$ değeri $0$'dır.	A ve B orbitalleri en fazla $2$ elektron bulundurabilir.	B orbitali için $m_l$ değeri $-2$ olabilir.	E	/static/crops/Bilgi_Sarmal_2024_Ayt_Kimya_Sopru_Bankasi/Bilgi_Sarmal_2024_Ayt_Kimya_Sopru_Bankasi_p0034_q02.png		auto_judged_high
94fd2383-9755-5e09-a852-e2973a5f124f	MATEMATIK	Full Matematik-2022-2023-Tyt-Matematik Soru Bankası	313	Aşağıda 1'den 12'ye kadar numaralandırılmış yeşil ya da kırmızı topların bulunduğu bir cam fanus gösterilmiştir. Buna göre, fanustan rastgele çekilen bir topun yeşil renkli veya numarasının asal sayı olma olasılığı kaçtır?	$\frac{1}{6}$	$\frac{1}{4}$	$\frac{1}{3}$	$\frac{2}{3}$	$\frac{3}{4}$	E	/static/crops/Full_Matematik-2022-2023-Tyt-Matematik_Soru_Bankası/Full_Matematik-2022-2023-Tyt-Matematik_Soru_Bankası_p0313_q02.png		auto_judged_high
89542cad-4c34-58c9-b663-df9414e17521	GEOMETRI	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	171	ABC ve ACD birer üçgen, $|BC|=5$ br, $|AB|=7$ br, $|AD|=8$ br, $|CD|=12$ br. Buna göre, $|AC|$'nin bir cinsinden alabileceği kaç farklı tam sayı değeri vardır?	5	6	7	8	9	B	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0171_q01.png		auto_judged_high
b8b16260-7d1f-54cf-a306-1d4eedf0c85e	MATEMATIK	2019-2020-Acil Matematiğin ilacı-1	374	Başlangıçta sadece limon ve su ile hazırlanan 120 gramlık limonataya 1 tanesi 10 gram olan küp şekerlerden kaç tane atılırsa limonatanın şeker oranı %40 olur?	4	6	8	10	12	C	/static/crops/2019-2020-Acil_Matematiğin_ilacı-1/2019-2020-Acil_Matematiğin_ilacı-1_p0374_q04.png		auto_judged_high
b655b4ff-d795-53e0-bc41-13cb80474590	MATEMATIK	Bilgi Sarmalı-2024-Tyt Problemler Soru Bankası	55	"Aşağıda içindeki fındık ezmesinin net ağırlığı $500 \text{ g}$ olan bir kavanoz fındık ezmesi verilmiştir. Bu fındık ezmesini üreten firmaya gelen şikayetler az olması sebebiyle gelen eleştiriler neticesinde ""diğer"" olarak tanımlanan maddelerin miktarını değiştirmeden şeker miktarını % $100$ artırıp fındık miktarını ve çikolata miktarını azaltmış ve aynı ağırlıkta fındık ezmesi yapmayı planlamıştır. Firma çikolata miktarını % $16$ azalttığına göre, fındık miktarını % kaç azaltmıştır?"	10	12	14	16	18	B	/static/crops/Bilgi_Sarmalı-2024-Tyt_Problemler_Soru_Bankası/Bilgi_Sarmalı-2024-Tyt_Problemler_Soru_Bankası_p0055_q01.png		auto_judged_high
bf76ddf9-d143-550e-8222-b78dc2cc6bad	MATEMATIK	Bilgi Sarmalı-2022-2023-Tyt-Problemler Soru Bankası	103	Akıntı hızının $V_A$ km/sa olduğu bir nehirde sabit $V$ km/sa hızla yüzen Olcay, A noktasından B noktasına ve B noktasından tekrar hiç vakit kaybetmeden A noktasına toplam $t_1$ sürede gitmektedir. Olcay aynı sabit hızla şekildeki durgun gölde C noktasından D noktasına ve D noktasından hiç vakit kaybetmeden C noktasına toplam $t_2$ sürede yüzmektedir. $|AB| = |CD| = 2$ km'dir. Buna göre, I. $t_1 > t_2$ II. $t_1 = t_2$ III. $t_1 < t_2$ ifadelerinden hangileri doğru olabilir?	Yalnız I	Yalnız II	I ve II	I ve III	I, II ve III	A	/static/crops/Bilgi_Sarmalı-2022-2023-Tyt-Problemler_Soru_Bankası/Bilgi_Sarmalı-2022-2023-Tyt-Problemler_Soru_Bankası_p0103_q04.png		auto_judged_high
87b1befa-9245-51b0-98c8-087e5eb44561	MATEMATIK	Orijinal-2025-Ayt-Matematik Türev	103	Dik koordinat düzleminde gerçek sayılar kümesi üzerinde tanımlı $f'$ fonksiyonunun grafiği verilmiştir. $f$ fonksiyonunun artan olduğu aralığı bulunuz.	$[-1,3]$	$[-2,2]$	$[0,2]$	$[-2,0]$	$[0,3]$	A	/static/crops/Orijinal-2025-Ayt-Matematik_Türev/Orijinal-2025-Ayt-Matematik_Türev_p0103_q01.png		auto_judged_high
feca44c9-28c8-5515-9575-fa37a0122b45	FIZIK	Apotemi 2019 2020 Tyt Ayt Fizik Soru Bankası	397	"Gergin ve sarmal bir yayda bir atma şekildeki gibi ilerliyor.
Buna göre,
I. K noktasının ilk hareket yönü yukarı yönde olur.
II. L noktası hareket etmez.
III. M nin hareket yönü aşağı yönde olur.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız III	I ve II	II ve III	I ve III	A	/static/crops/Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası/Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası_p0397_q02.png		auto_judged_high
155e66de-336f-5ccc-bc62-543b54bacf98	GEOMETRI	345 2025 Tyt Ayt Geometri Soru Bankası 1	84	Bir pergel ile cetvel aşağıdaki gibi konumlandıktan sonra pergelin sivri ucu ABC dik üçgeninin dik olan B köşesine sabitlenerek bir çember çiziliyor. Çember A ve C köşelerinden geçtiğine göre, $|AC|$ kaç birimdir?	8	$4\sqrt{3}$	$4\sqrt{2}$	$2\sqrt{5}$	5	D	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0084_q02.png		auto_judged_high
91b73fa1-56a7-57dc-b56d-1c9d085a11ff	FIZIK	Esen Aps Fizik Soru Bankası 3	152	"İçerisinde su bulunan kaptaki $G$ ağırlıklı küresel $K$ cismi Şekil - I'deki gibi dengedeyken cisme etki eden kaldırma kuvveti $F_K$ oluyor.
Cisim dışarıdan uygulanan $F$ kuvveti ile Şekil - II'deki gibi $X$ ve $Y$ noktalarına kadar suya tamamen batacak biçimde ötelendiğine göre
I. Cisme $X$ noktasında etki eden kaldırma kuvveti Şekil - I'de etki eden kaldırma kuvvetinden büyüktür.
II. Cisme $X$ ve $Y$ noktalarında etki eden kaldırma kuvvetleri birbirine eşittir.
III. Cisme $Y$ noktasında etki eden kaldırma kuvveti cismin ağırlığına eşittir.
yargılarından hangileri doğrudur?"	Yalnız II	I ve II	I ve III	II ve III	I, II ve III	E	/static/crops/Esen_Aps_Fizik_Soru_Bankası_3/Esen_Aps_Fizik_Soru_Bankası_3_p0152_q03.png		auto_judged_high
