id	book	page	q_no_raw	tier	similarity	matched_q_no	crop_q_no	crop_file	hd_pre	db_text_preview	ocr_text_preview	verdict
601c249a-7728-5160-a84f-2f536dea4a49	345 2025 Ayt Matematik Soru Bankası	147	NULL	G3	0.75		4	345_2025_Ayt_Matematik_Soru_Bankası_p0147_q04.png	NULL	Şekilde, O merkezli ve AD çaplı yarım çember ile ABCD dikdörtgeni verilmiştir. C, F, E, B noktaları 	Şekilde, O merkezli ve AD çaplı yarım çember ile ABCD dikdörtgeni ve OEF üçgeni verilmiştir. C, F, E	
c62f8ecc-b876-58e9-914e-bb9269816d54	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bank	26	8	G1	0.429	8	4	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0026_q04.png	true	$|DB|=|EC|$, $|AD|=|BE|$, $m(\widehat{ADE})=60^\circ$, $m(\widehat{DEC})=60^\circ$, $|AC|=5$ birim o	Buna göre, ABC üçgeninin çevresi kaç birimdir?	
d459a804-1cfb-514f-b721-ac0b0985cd94	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	99	7	G1	0.49	7	1	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0099_q01.png	true	Aşağıda ön görünümü simetrik olan bir evin tasarım bilgileri verilmiştir. Tasarımda A noktasının $[K	Aşağıda ön görünümü simetrik olan bir evin tasarım bilgileri verilmiştir. Tasarımında A noktasının [	
e62182a4-d53e-54f9-afb4-e354479b5230	Orijinal2024-Ayt-Matematik Soru Bankası	249	10	G1	0.469	10	5	Orijinal2024-Ayt-Matematik_Soru_Bankası_p0249_q05.png	true	Aşağıdaki dik koordinat düzleminde $y = f(x)$ fonksiyonunun grafiği verilmiştir. $\lim_{x \to -2^+} 	Aşağıdaki dik koordinat düzleminde y = f(x) fonksiyonunun grafiği verilmiştir.  \lim_{x \rightarrow 	
24f48d44-5b84-5fbf-a246-20985feaa608	345 2025 Tyt Ayt Geometri Soru Bankası 1	271	8.	G1	0.412	8	2	345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0271_q02.png	true	ABCD dörtgen, $AD \parallel BE$, $AB \perp BC$, $|DE| = |EC|$, $|AD| = 4$ cm, $|AB| = 6$ cm, $|BC| =	ABCD dörtgen $AD // BE$ $AB \perp BC$ $|DE| = |EC|$ $|AD| = 4 \text{ cm}$ $|AB| = 6 \text{ cm}$ $|BC	
a5d8f4c8-fe49-55d6-b501-83eb43620066	Aromat Ayt 2023 2024 Fizik Soru Bankası	77	8	G2	0.577		4	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0077_q04.png	true	Düşey kesiti şekildeki gibi olan yolun üzerindeki K noktasından $2 \text{ m/s}$ hızla geçen $2 \text	Düzey kesili şekli gibi olan yol üzerindeki K noktasından 2 m/s hızla geçen 2 kg kütleli bir cisim, 	
34de82be-0eb5-5382-88ea-f392dc4b0643	Aktif Ogrenme 2025 Tyt Fizik Soru Bankası	92	Örnek : 6	G3	0.615		3	Aktif_Ogrenme_2025_Tyt_Fizik_Soru_Bankası_p0092_q03.png	true	Bir X termometresi suyun donma sıcaklığını $20^{\circ}X$, kaynama sıcaklığını $70^{\circ}X$ gösterme	Bir X termometresi suyun donma sıcaklığını -10°CX, kaynama sıcaklığını 100°CX olarak göstermektedir.	
c08ce545-6107-5dc9-b8a1-2100ee9e059f	CAP-2022-2023-TYT-Matematik Soru Bankası	232	13	G1	0.41	13	4	CAP-2022-2023-TYT-Matematik_Soru_Bankası_p0232_q04.png	true	Aşağıdaki tabloda, çoktan seçmeli 5 soruya 5 öğrenci tarafından verilen cevaplar verilmiştir. Burak 	Aşağıdaki tabloda, çoktan seçmeli 5 soruya 5 öğrenci tarafından verilen cevaplar verilmiştir.  | Adı	
fd918ffc-7466-55ef-8cdc-0824d3b89591	345 2025 Ayt Matematik Soru Bankası	338	NULL	G3	0.765		3	345_2025_Ayt_Matematik_Soru_Bankası_p0338_q03.png	NULL	Aşağıdaki koordinat düzleminde y = f(x) eğrisinin grafiği gösterilmiştir. Buna göre, [0, ∞) aralığın	Aşağıdaki koordinat düzleminde $y = f(x)$ eğrisinin grafiği gösterilmiştir.  Buna göre, $[0, \infty)	
9e9134dd-9200-5d94-a9b9-ebef9de67185	Aromat-2023-Ayt-Matematik Soru Bankası	333	8	G2	0.625		4	Aromat-2023-Ayt-Matematik_Soru_Bankası_p0333_q04.png	true	a gerçel sayı olmak üzere, dik koordinat düzleminde gerçel sayılarda türevlenebilir bir $f$ fonksiyo	a. gerçel sayı olmak üzere, dik koordinat düzleminde gerçel sayılarda türevlenebilir bir f fonksiyon	
a65ea01e-9679-5c38-831c-c697c8d578ee	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	189	9	G1	0.429	9	6	Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0189_q06.png	true	ABC üçgen $|AD| = |DB|$ $|AE| = |EC|$ Alan(BCED) = $36$ $cm^2$ olduğuna göre, Alan(ABC) kaç santimet	ABC üçgen |AD| = |DB| |AE| = |EC|  Alan(BCED) = 36 cm² olduğuna göre, Alan(ABC) kaç santimetrekaredi	
8acf251a-91d3-5305-8986-b9ec2d4e6d34	345 2025 Tyt Kimya Soru Bankası	253	8	G1	0.415	8	2	345_2025_Tyt_Kimya_Soru_Bankası_p0253_q02.png	true	Oda sıcaklığında bardaklarda bulunan limon sularının üzerine belirtilen sıvılardan bir miktar ekleni	Oda sıcaklığında bardaklarda bulunan limon sularının üzerine belirtilen sıvılardan bir miktar ekleni	
0e87bb1c-a858-5173-893c-3feced896146	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	313	5	G1	0.479	5	1	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0313_q01.png	true	Şekil 1'de verilen ön yüzü mavi arka yüzü sarı renkte olan dairesel kağıdın d doğrusu boyunca katlan	Şekil 1'de verilen ön yüzü mavi arka yüzü sarı renkli olan dairesel kağıdın d doğrusunun üstünde kal	
16548ff6-7a7d-5a04-afed-b7abe3401b7d	Bilgi Sarmalı-2023-2024-Problemler Soru Bankası	69	Örnek 7	G3	0.596		1	Bilgi_Sarmalı-2023-2024-Problemler_Soru_Bankası_p0069_q01.png	true	Çevresi $600 \text{ m}$ olan dairesel bir pistin A noktasında bulunan, $V_1 = 60 \text{ m/sn}$ ve $V	Çevresi 600 m olan dairesel bir pistin A noktasında bulunan, V1 = 60 m/s V2 = 40 m/s ortalama hızlar	
8887b9c8-191b-587f-a6a8-2f81d014f7ff	Aromat-2023-Ayt-Matematik Soru Bankası	119	7	G1	0.441	7	4	Aromat-2023-Ayt-Matematik_Soru_Bankası_p0119_q04.png	true	$a$ ve $b$ sıfırdan farklı gerçel sayılar olmak üzere, $x^2+ax+4-a$ ifadesinin işaret tablosu aşağıd	a ve b sıfırdan farklı gerçek sayılar olmak üzere, $x^2 + a \cdot x + 4 - a$ ifadesinin işaret tablo	
aee05857-d796-5987-9dc1-8b2987d23fc0	345 2025 Tyt Fizik Soru Bankası	57	7	G2	0.594		2	345_2025_Tyt_Fizik_Soru_Bankası_p0057_q02.png	true	Uzunluğu $30 \text{ metre}$ olan bir tren, $40 \text{ m/s}$ sabit hız büyüklüğüyle şekildeki köprüye	Uzunluğu 30 metre olan bir tren, 40 m/s sabit hız büyüklüğüyle şekildeki köprüye girerek, 3 saniyede	
c223701e-3e02-5f6d-9ac3-791dcd602d77	Aktif Ogrenme 2023 2024 Biyoloji	172	Örnek 8	G3	0.586		4	Aktif_Ogrenme_2023_2024_Biyoloji_p0172_q04.png	true	Yukarıdaki görselde gerçekleşen olayla ilgili; I. Bakteriler arasında gerçekleşir. II. $F^+$'dan $F^	Yukarıdaki görselde gerçekleşen olayla ilgili;  I. Bakteriler arasında gerçekleşir. II. F+ dan F- ye	
d94a7515-bfbe-5455-857a-7e1e59be7594	Bilgi Sarmalı-2023-2024-Tyt Ayt-Geometri Soru Bank	278	9	G1	0.458	9	5	Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0278_q05.png	true	O merkezli çeyrek çemberde, $[AB]\perp[OC]$. $|AB|=|OB|$, $|BC|=1$ cm. Yukarıdaki verilere göre, çem	O merkezli çeyrek çemberde, $[AB] \perp [OC]$, $|AB| = |OB|$, $|BC| = 1$ cm  Yukarıdaki verilere gör	
256f9b36-e853-5eda-bbf8-1e186f2d4902	Orijinal-Tyt Ayt Geometri Soru Bankası	111	9	G1	0.478	9	5	Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0111_q05.png	true	I, ABC üçgeninin iç teğet çemberinin merkezi olduğuna göre, $m(\widehat{AIC})=\alpha$ kaç derecedir?	m(\overparen{ABI}) = 35° m(\overparen{ICB}) = 15°  I, ABC üçgeninin iç teğet çemberinin merkezi oldu	
daefa678-53c8-5022-b66d-30295b29ddf6	345 2024 Ayt Fizik Soru Bankası	33	8	G1	0.422	8	3	345_2024_Ayt_Fizik_Soru_Bankası_p0033_q03.png	true	Düşey kesiti verilen şekildeki düzenekte birbirine iple bağlı olan K ve L cisimlerinin kütleleri $4 	Düzey kesitli verilen şekildedeki düzende birbirine ip ile bağlı olan K ve L cisimlerinin kütleleri 	
12e686d4-656f-5f87-8910-9bbcfe2b0f99	Bilgi Sarmalı-2025-Tyt Ayt-Geometri Soru Bankası	280	7	G1	0.429	7	1	Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0280_q01.png	true	A merkezli çeyrek çember içerisine ADEF dikdörtgeni çiziliyor. $|CF|=4$ cm, $|FD|=10$ cm. Yukarıdaki	A merkezi çeyrek çember içersine ADEF dikdörtgeni çiziliyor. |CF| = 4 cm, |FD| = 10 cm  Yukarıdaki v	
df08539a-b49c-56be-92df-4ed201e613f2	Orijinal-2024-Ayt-Trigonometri	204	7	G1	0.486	7	3	Orijinal-2024-Ayt-Trigonometri_p0204_q03.png	true	Aşağıdaki dik koordinat düzleminde $y = \cos x$ fonksiyonunun grafiğinin bir parçası verilmiştir. $\	Aşağıdaki dik koordinat düzleminde y = cosx fonksiyonunun grafiğinin bir parçası verilmiştir.  \cos(	
3b243cc2-3bfc-5304-8b13-70c679481337	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	84	14	G1	0.424	14	4	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0084_q04.png	true	Aşağıdaki ABC ve BCD birer üçgendir. $[AB] \parallel [EF] \parallel [DC]$, $|AB|=(x+8)$ cm, $|DC|=x$	Aşağıdaki ABC ve BCD birer üçgendir.  [AB] // [EF] // [DC], |AB| = (x + 6) cm, |DC| = x cm ve |EF| =	
4ed7c065-95f6-5091-bc67-6e8c1e6c4d7e	Bilgi Sarmalı-2024-Ayt-Matematik Soru Bankası	38	8	G1	0.468	8	4	Bilgi_Sarmalı-2024-Ayt-Matematik_Soru_Bankası_p0038_q04.png	true	Dik koordinat düzleminde $[0, 5]$ kapalı aralığında tanımlı $f(x)$ ve $g(x)$ fonksiyonlarının grafik	Dik koordinat düzleminde [0, 5] kapalı aralığında tanımlı f(x) ve g(x) fonksiyonlarının grafikleri ş	
6a215ebf-57cb-5f91-b196-02b9b098a08a	345 2025 Ayt Matematik Soru Bankası	149	NULL	G3	0.639		3	345_2025_Ayt_Matematik_Soru_Bankası_p0149_q03.png	NULL	Dik koordinat düzleminde O merkezli birim çemberde m(ACB) = 75°, CB y eksenine dik olmak üzere A ori	Dik koordinat düzlemindeki O merkezli birim çemberde $m(\widehat{ACB}) = \theta^\circ$'dir. CB, y-ek	
658eb2e2-ce3f-5d01-8c33-52550b4006a3	Apotemi Tyt Ayt Kimya 2019-2020	327	7	G1	0.476	7	1	Apotemi_Tyt_Ayt_Kimya_2019-2020_p0327_q01.png	true	Yukarıdaki tepkimelerde oluşan kararlı X ve Y organik bileşikleri ile ilgili, I. X molekülünün adı e	$H-C \equiv C-H + H_2O \xrightarrow{H_2SO_4 / HgSO_4} X$  $X + 2Ag^+_{(aq)} \longrightarrow Y + 2Ag_	
fb3243d5-6e6c-5798-959d-e337d5b9bc86	2020-2021-ACİL-AYT Matematik Soru Bankası	441	13	G1	0.459	13	3	2020-2021-ACİL-AYT_Matematik_Soru_Bankası_p0441_q03.png	true	Yukarıda grafiği verilen $y = f'(x)$ fonksiyonu iki sabit doğru ve parabolden oluşmaktadır. Parabolü	Yukarıda grafiği verilen y = f(x) fonksiyonu iki sabit doğru ve parabolün oluşmaktadır. Parabolün si	
7625dbb9-47ac-594f-9f83-52b6b92a892a	CAP-2023-2024-AYT-Matematik Soru Bankası	351	7	G1	0.433	7	3	CAP-2023-2024-AYT-Matematik_Soru_Bankası_p0351_q03.png	true	$y = f(x)$ fonksiyonunun türevinin grafiği aşağıda verilmiştir. $S_1 = 7$ birimkare, $S_2 = 12$ biri	y = f(x) fonksiyonunun türevinin grafiği aşağıda verilmiştir.  S₁ = 7 birimkare S₂ = 12 birimkare  o	
74475a10-32be-5b5a-bffd-0ce012636f60	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	397	Örnek 4	G3	0.64		2	Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0397_q02.png	true	Aşağıdaki dik koordinat düzleminde verilen mavi renkli eğri en büyük dereceli teriminin katsayısı $-	Aşağıdaki dik koordinat düzleminde verilen mavi renkli eğri ve büyük dereceli terimin katsayısı 1 ol	
95b791e8-a7a7-57d3-8dfb-09d3ef21dc65	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	119	11	G1	0.425	11	2	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0119_q02.png	true	Aşağıdaki şekilde ABCD karesi verilmiştir. $|AH|=|DE|=|CF|=|BE|=|DH|=|HF|$ $m(\widehat{DAH})=\alpha$	Aşağıdaki şekilde ABCD karesi verilmiştir.  $|AH| \perp |DE|$, $|CF| \perp |DE|$, $DH = HF$  $m(\wid	
8052a230-6b9f-5765-817e-e55b9ab8bc3c	Bilgi Sarmalı-2025-Tyt-Matematik Video Ders Kitabı	154	BİRLİKTE ÇÖZELİM - 9	G3	0.683		4	Bilgi_Sarmalı-2025-Tyt-Matematik_Video_Ders_Kitabı_p0154_q04.png	true	Bir otopark A-1, A-2, B-1, B-2, C-1 ve C-2 olmak üzere altı bölmeden oluşmaktadır. Aşağıdaki tablola	Bir otopark A-1, A-2, B-1, B-2, C-1 ve C-2 olmak üzere altı bölmeden oluşmaktadır. Aşağıdaki tablola	
f06d5bf2-f4f8-5917-83e8-8e0ed224bc89	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	204	8	G1	0.429	8	3	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0204_q03.png	true	ABCD kare, $[AB]$ ve $[DC]$ yarım dairelerin çapları, $|ICB| = 4$ birim. Buna göre, boyalı bölgeleri	ABCD kare [AB] ve [DC] yarım dairelerin çapları |CB| = 4 birim  Buna göre, boyalı bölgelerin alanlar	
8584ff27-b92a-55ea-b828-b1d7701a8637	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	172	7	G1	0.429	7	1	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0172_q01.png	true	ABCDE düzgün beşgen, AEF eşkenar üçgen, $m(\widehat{HCB})=y$, $m(\widehat{EFH})=x$, C, F, H noktalar	ABCDE düzgün beşgen AEF eşkenar üçgen $m(\widehat{HCB}) = y$ $m(\widehat{EFH}) = x$ C, F, H noktalar	
ac4925e9-7a32-5e6c-b917-5f34641fccd5	Bilgi Sarmalı-2022-2023-Tyt Ayt-Geometri Soru Bank	10	10	G1	0.455	10	2	Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0010_q02.png	true	Düzlemsel şekilde $[BA \parallel [DE$, $m(\widehat{ABC}) = 120^{\circ}$, $m(\widehat{CDE}) = 130^{\c	Düzlemsel şekildele $|BA // |DE$, $m(\widehat{ABC}) = 120^\circ$, $m(\widehat{CDE}) = 130^\circ$ Bun	
4bc1d6cd-6e4c-5fb7-a60c-b20300d4c62a	Aromat 2024 Ayt Fen Bilimleri Net 30	21	M AROMAT MODEL	G3	0.632		3	Aromat_2024_Ayt_Fen_Bilimleri_Net_30_p0021_q03.png	true	Tek renkli ışık kullanılarak yapılan çift yarıkta girişim deneyinde ekran üzerinde şekildeki girişim	Tek renkli ışık kullanılarak yapılan çift yarıkta girişim deneyinde ekran üzerinde şekildedeki giriş	
58336887-661e-5e46-a313-aacf20015076	Aktif Ogrenme Ayt Kimya 2019 2020	96	Soru : 18c	G3	0.571		5	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0096_q05.png	true	3 molar 2 litre $Pb(NO_3)_2$ çözeltisine 5 molar 4 litre $Fe(NO_3)_3$ çözeltisi ekleniyor. Buna göre	3 molar 2 litre Pb(NO₃)₂ çözeltisine 5 molar 4 litre Fe(NO₃)₃ çözeltisi ekleniyor.  Buna göre,  I NO	
e29ea259-bd9f-5d53-980f-fddf68869f1f	ACİL-2025-Matematiğin İlacı Polinom	209	6	G1	0.4	6	4	ACİL-2025-Matematiğin_İlacı_Polinom_p0209_q04.png	true	Aşağıda gerçek sayılarda tanımlı 5 adet parabol verilmiştir. Buna göre, verilen parabol denklemlerin	Aşağıda gerçek sayılarda tanımlı 5 adet parabol verilmiştir.  I. $f(x) = x^2 + 10$ II. $g(x) = 2(x +	
6c481119-7553-5eee-8b1d-0a83f9c401a0	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	269	13	G1	0.432	13	3	2023-2024-ACİL-TYT-AYT_Geometri_Soru_Bankası_p0269_q03.png	true	$AB$ çaplı yarım çember, $ABCD$ karesinin iki kenarına teğet, $[EF] // [AB]$, $|BF|=3$ cm ve $|LM|=8	AB çaplı yarım çember. ABCD karesinin iki kenarına teğet, [EF] // [AB], |BF| = 3 cm ve |LM| = 8 cm'd	
473bcd18-32e9-5d18-97c8-bc9bb109995f	2020-2021-ACİL-TYT Matematik Soru Bankası	48	11	G1	0.455	11	4	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0048_q04.png	true	Aşağıdaki tabloda, iki ve üç basamaklı birer doğal sayının rakamlarının yeri değiştirildiğinde oluşa	Aşağıdaki tabloda, iki ve üç basamaklı birer doğal sayının rakamlarının yerleri değiştirilerek oluşa	
f8d721c0-bc2f-5497-8752-577ffca7aa04	Aktif Ogrenme 2025 Tyt Fizik Soru Bankası	291	Soru 51a	G3	0.657		1	Aktif_Ogrenme_2025_Tyt_Fizik_Soru_Bankası_p0291_q01.png	true	Kalın kenarlı mercek önüne eşit boydaki X, Y ve Z cisimleri şekildeki gibi yerleştirilmiştir. Cisiml	Kırmızı kenarlı mercek önüne eşit boylu X, Y ve Z cisimlerini şekildeki gibi yerleştirilmiştir.  Cis	
e949fee8-8048-53fa-927c-4ff2924023df	Bilgi Sarmalı Ayt 2024 Fizik Soru Bankası	295	6	G1	0.458	6	2	Bilgi_Sarmalı_Ayt_2024_Fizik_Soru_Bankası_p0295_q02.png	true	Aşağıda Hadron grubundan bazı parçacıkların kuark yapılarının modelleri verilmiştir. I. (uud) II. (u	Aşağıda Hadron grubundan bazı parçacıkların kuark yapılarının modelleri verilmiştir.  I. [u u d] II.	
