id	strata	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	match_tier	quality_review_status
63676183-1677-5260-8ac6-8b5082bde4e3	exact	TURKCE	Bilgi Sarmal Tyt Ayt Paragraf Soru Bankası	67	Romancıydı, öykücüyü, edebiyat tarihçisiydi. Edebiyata her yönüyle dahilme ermiş idi. Yaşamı boyunca bir karınca gibi çalıştı. Ölümsüz yapıtlar bıraktı ardında. Hep halktan, sokaktan yana oldu. Bunun için de başı beladan belaya girdi. Ama bundan hiç yakınındı. Tanzımat taviz vermedi.	Halkın bir özelliğine sahip olduğuna	Çizgisini hiç bozmadığına	Farklı türde eserleri olduğuna	Edebiyata büyük yenilikler getirdiğine	Üretken ve verimli bir yazar olduğuna	E	/static/crops/Bilgi_Sarmal_Tyt_Ayt_Paragraf_Soru_Bankası/Bilgi_Sarmal_Tyt_Ayt_Paragraf_Soru_Bankası_p0067_q04.png	tier1_page_inline	bronze_clean
224e51a8-d0c3-509e-a1b7-a29b80674f0a	exact	MATEMATIK	2023-2024 ACİL- AYT Matematik Soru Bankası	299	"f(x) = \sqrt[3]{x^3 + x - 6}
fonksiyonu veriliyor.
Buna göre, f'(1) kaçtır?"	\frac{1}{2}	\frac{1}{3}	\frac{1}{4}	\frac{1}{6}	\frac{1}{12}	B	/static/crops/2023-2024_ACİL-_AYT_Matematik_Soru_Bankası/2023-2024_ACİL-_AYT_Matematik_Soru_Bankası_p0299_q03.png	tier1_page_inline	bronze_clean
1ae4a999-3787-5c2d-bfbd-711f67a356eb	exact	BIYOLOJI	345 2025 Ayt Biyoloji Soru Bankası	355	"Odunsu bitkilerin topraktan su ve mineral almasını
I. mikoriza birliktelikleri,
II. yapraklarda gerçekleşen terleme,
III. soğuk borularının kalburu yapısı,
IV. toprağa eklenen aşırı gübre
faktörlerinden hangileri kolaylaştırır?"	Yalnız I	I ve II	II ve III	III ve IV	II, III ve IV	E	/static/crops/345_2025_Ayt_Biyoloji_Soru_Bankası/345_2025_Ayt_Biyoloji_Soru_Bankası_p0355_q02.png	tier1_page_inline	bronze_clean
0825483d-466f-5c68-8a07-4f7d940102e4	exact	FIZIK	Apotemi 2019 2020 Modern Fizik Konu Anlatımlı Soru Bankası	193	Aşağıda verilen bilgilerden hangisi Michelson - Morley deneyi ve Einstein'ın görüşlerinden biriyle örtüşmektedir?	Fizik yasaları tüm eylemsiz referans sistemlerinde aynı sonucu verir.	Elektron ışık hızına ulaşamaz.	Esir (ether) ortamı yoktur.	Işık tüm ortamlarda aynı hızla yayılır.	Elektron yüzeylerden elektron koparır.	C	/static/crops/Apotemi_2019_2020_Modern_Fizik_Konu_Anlatımlı_Soru_Bankası/Apotemi_2019_2020_Modern_Fizik_Konu_Anlatımlı_Soru_Bankası_p0193_q04.png	tier1_page_inline	bronze_clean
65c764fe-7c3a-5f33-91f2-7ddc5dba95cb	exact	GEOMETRI	Bilgi Sarmalı-2023-2024-Tyt Ayt-Geometri Soru Bankası	101	"ABC ve DEC dik üçgen, $|AB| \parallel |DC|$, $|DE| \perp |EC|$, $[BC] \perp [DC]$, $|AB| = 12 \text{ cm}, |DE| = 8 \text{ cm}, |DC| = 10 \text{ cm}$

Yukarıdaki verilere göre, $|AE| = x$ kaç cm'dir?"	10	11	12	13	14	E	/static/crops/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0101_q04.png	tier1_page_inline	bronze_clean
680c086c-74d4-51fb-b579-f1b26ca5a09d	exact	GEOMETRI	345 2025 Tyt Ayt Geometri Soru Bankası 1	55	"[DE] \perp [BC]
[BE] = |EC|
|AB| = |DC|
m(\widehat{DAB}) = 59^\circ
m(\widehat{DCB}) = 50^\circ
olduğuna göre, m(\widehat{ADE}) = x kaç derecedir?"	110	105	100	85	99	E	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0055_q03.png	tier1_page_inline	bronze_clean
162d701e-6b76-5307-a254-997b1fcc3793	exact	FIZIK	Fizipedia Ayt Fizik Soru Bankası 2025	356	"Özel göreliliğe göre kütleli parçacıklar için geçerli olan enerji-momentum ilişkisi

$$E^2 = (p.c)^2 + (m.c^2)^2$$

(1)

şeklindeir. Fakat fotonlar için bu ifade basite

$$E = P.c$$

(2)

olarak da yazılabilir.

Buna göre yukarıdaki 1. ifadenin E = P.c olarak basite yazılabilemesinin nedeni aşağıdakilerden hangisi olabilir?"	1. ifadedeki m elektronun kütlesidir ve çok küçük olduğundan sıfır kabul edilir.	1. ifadedeki m fototon kütlesi ve çok küçük bir değere sahip olduğundan ihmal edilir.	Fotonlar ışık hızı ile yayıldıkları kütlesi sonsuzdur.	Fotonların kütlesi olmadığından m = 0'dır.	Foton bir elektromanyetik dalga olduğundan kütlesi çok büyüktür.	D	/static/crops/Fizipedia_Ayt_Fizik_Soru_Bankası_2025/Fizipedia_Ayt_Fizik_Soru_Bankası_2025_p0356_q01.png	tier1_page_inline	bronze_clean
afd49dfc-caee-5113-9f09-63e1ceee33e0	exact	EDEBIYAT	Edebiyat Sokagi Ayt Edebiyat Soru Bankasi	137	"Hiciv, şairin dilinde hedefini vurmaya hazırlanan zehirli bir ok gibidir. Avını gözetleyen bir avcı, nasıl ilk fırsatta silahını ateşleyerek heccat za mana ve zemîn müsâil olunca muhalifini le-nâ-hilde hırpalan baştan burnuna da yetineymek üzere telaf eder. Meddah, öldürdüğü kimseyi gökyüzüne çıkardı gibi heccat da kötülüğünü adamı yerin dibine geçirir. Meddahların gösterilerini kahvehanelerde, saray ve konaklarda yapması, hikâyelerini buralarda anlatmalarıdır. Bazan de öyle olur ki kişi âdeta kasnınnı heccat da o zaman hiciv denilen kağıtçı arı eline muhtacını kıçmaya başlar.

Aşağıdaki şiirlerden hangisi hiciv örneği gösteremez?"	"Nidelüm çev sunarsa sana şerbet sana zehr
Bu cihan böyle olur gâh bana gâh sana"	"Çok da mağzur olma kim meyhâne-i lâikbâle
Biz hezâran mest-i mağrûrun humârın görmüşüz"	"Gözlerin obnâ-yı âcemoñ o kadar yıldı ki
İstemiş ben Fâtihâ tek kalmasınlar taşını"	"Şiîler pençe-i kahrından olurkan lerzân
Benî bir gözleri âniyâ zebrini etî felek"	"Zülmü alıkoyayamam, zâlimi asla sevevem
Gelenin keyfi için geçmişe kalkıp sövevem"	E	/static/crops/Edebiyat_Sokagi_Ayt_Edebiyat_Soru_Bankasi/Edebiyat_Sokagi_Ayt_Edebiyat_Soru_Bankasi_p0137_q01.png	tier1_page_inline	legacy_v3_unaudited
71ce0885-a7d9-5f7c-b683-00b8ac01437f	exact	MATEMATIK	345 2025 Ayt Matematik Soru Bankası	308	$\int \sqrt{x+3} \, dx$ ifadesinin eşiti aşağıdakilerden hangisidir?	$\sqrt[3]{x+3} + c$	$\sqrt[3]{(x+3)^2} + c$	$\frac{2}{3} \cdot \sqrt[3]{(x+3)^2} - c$	$\frac{2}{3} \cdot \sqrt{(x+3)^3} + c$	$\frac{3}{2} \cdot \sqrt[3]{(x+3)} + c$	D	/static/crops/345_2025_Ayt_Matematik_Soru_Bankası/345_2025_Ayt_Matematik_Soru_Bankası_p0308_q02.png	tier1_page_inline	bronze_clean
b2f3eaba-64ac-52d6-b8a0-bc5091cab636	exact	MATEMATIK	Full Matematik-Ayt-Matematik Soru Bankası	73	"Aşağıda dik koordinat düzlemi üzerinde birim kareler çizilmiş y = f(x) fonksiyonunun grafiği ile bu grafiğin öteleme dönüşümü ile elde edilen y = h(x) fonksiyonunun grafiği verilmiştir.

Buna göre, uygulanmış olan öteleme işlemi aşağıdakilerden hangisidir?"	x-ekseninde 2 birim sağa, y-ekseninde 2 birim yukarı	x-ekseninde 4 birim sağa, y-ekseninde 1 birim yukarı	x-ekseninde 4 birim sola, y-ekseninde 1 birim aşağı	x-ekseninde 1 birim sağa, y-ekseninde 3 birim yukarı	x-ekseninde 1 birim sola, y-ekseninde 3 birim aşağı	C	/static/crops/Full_Matematik-Ayt-Matematik_Soru_Bankası/Full_Matematik-Ayt-Matematik_Soru_Bankası_p0073_q01.png	tier1_page_inline	bronze_clean
79dd3963-36b5-5cf4-8f37-81a0f87d0b86	exact	FIZIK	345 2025 Tyt Fizik Soru Bankası	121	"Hatasız çalışan bir saat şekliyle dikey duvara asılı olup, saat 10:15'i göstermektedir.

Buna göre, bu andan itibaren tam 45 dakika sonra,

I. Akrebin yere göre potansiyel enerjisi artmıştır.
II. Yelkovanın yere göre potansiyel enerjisi artmıştır.
III. Saniye kadranının mekanik enerjisi azalmıştır.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	C	/static/crops/345_2025_Tyt_Fizik_Soru_Bankası/345_2025_Tyt_Fizik_Soru_Bankası_p0121_q02.png	tier1_page_inline	bronze_clean
82e5ea93-d6b2-5949-a674-5b81abc31881	exact	KIMYA	345 2024 Ayt Kimya Soru Bankası	17	"Yukarıdaki periyodik sistemde yerleri belirtilen elementler ile ilgili;

I. Atom çapı en büyük olan X'tir.
II. X⁺ iyonunun yarıçapı Y²⁺ den küçüktür.
III. Atom çapı en küçük olan T'dir.

ifadelerinden hangileri doğrudur?"	Yalnız I	Yalnız II	I ve II	I ve III	I, II ve III	D	/static/crops/345_2024_Ayt_Kimya_Soru_Bankası/345_2024_Ayt_Kimya_Soru_Bankası_p0017_q04.png	tier1_page_inline	bronze_clean
b8ca0e0b-0ad1-5228-9aef-83ef0a8ba3f7	exact	KIMYA	Bilgi Sarmal 2024 Ayt Kimya Sopru Bankasi	311	Yukarıdaki bileşik çiftlerinden hangileri birbirinin cis-trans izomeri değildir?	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	A	/static/crops/Bilgi_Sarmal_2024_Ayt_Kimya_Sopru_Bankasi/Bilgi_Sarmal_2024_Ayt_Kimya_Sopru_Bankasi_p0311_q04.png	tier1_page_inline	bronze_clean
117dabf5-c0f9-5fe2-abf1-0e568cff66b2	exact	FIZIK	Esen Aps Fizik Soru Bankası 3	173	"Aynı ortamdaki K, L ve M ses dalgalarının eşit bölümlerindeki düzlemsel dalga modelleri gösterilmiştir.

Buna göre, K, L ve M ses dalgalarıyla ilgili,

I. En uzak mesafeden duyulacak olan ses dalgası L'dir.
II. Yüksekliği en fazla olan ses dalgası K'dır.
III. Şiddeti en az olan ses dalgası M'dir.

yargılarından hangileri doğrudur?"	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	A	/static/crops/Esen_Aps_Fizik_Soru_Bankası_3/Esen_Aps_Fizik_Soru_Bankası_3_p0173_q03.png	tier1_page_inline	bronze_clean
c31c08d1-addf-59a0-a77d-b685e9ca5433	exact	MATEMATIK	Full Matematik-Tyt-Matematik Soru Bankası	69	"A, B ve C gerçel sayıları için,
$$|A - 3| + |B + C| + |2A - B| = 0$$
olduğuna göre, A - B + C ifadesinin değeri kaçtır?"	-15	-9	-6	3	6	B	/static/crops/Full_Matematik-Tyt-Matematik_Soru_Bankası/Full_Matematik-Tyt-Matematik_Soru_Bankası_p0069_q01.png	tier1_page_inline	bronze_clean
092e2985-0aaf-5192-b229-cde7755851a9	exact	GEOMETRI	Orijinal-2024-Geometri Soru Bankası	335	"Bir bilgisayar programının yazılımında yapılan bir hatadan dolayı analitik düzlemde tanımlanan tüm geometrik şekillerin sadece 1. bölgede kalan kısımları görülmektedir.

Aşağıda analitik düzlemde bir kenarı orijin noktasından geçen karenin 1. bölgeli kısmının görünümü verilmiştir.

Karenin görünen kısmında A noktasının koordinatı (1, 7) olduğuna göre, EF uzunluğu kaç birimdir?"	6	√38	2√10	3√5	5√5	C	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0335_q03.png	tier1_page_inline	bronze_clean
575f186d-1cc9-57c2-949c-518c6075ae00	exact	TURKCE	Bilgi Sarmal  Tyt Türkce Soru Bankası	302	Aşağıdaki cümlelerden hangisinin anlatımı, yanlış anlamda sözcük kullanıldığı için bozulmuştur?	Türk şiirinde öteden beri tartışılan bir konudur biçim özgürlüğü.	Her şairin fikir birliğine vardığı belli bir biçim yoktur şirimizde.	Gelenekçi şairleri yüceltip yenilikçileri azımsamak doğru gelmiyor bana.	Şeşerin sağladığı akıcılık, şiire aynı renk katar kuşkusuz.	Galiba en doğrusu, her şiiri tek başına değerlendirmek olacaktır.	C	/static/crops/Bilgi_Sarmal__Tyt_Türkce_Soru_Bankası/Bilgi_Sarmal__Tyt_Türkce_Soru_Bankası_p0302_q01.png	tier1_page_inline	bronze_clean
7cf5d787-908b-57d4-90c2-c5b718ef7382	exact	TURKCE	Bilgi Sarmal  Tyt Türkce Soru Bankası	70	"İçimi sıvacık bir hit kapladı. Bu cesur, bu güzel, bu yarı bozuk altınsı insanlara oyni sokaklarda olmak, yeni yordayışıyor olmak, bana büyük bir mutluluk veriyor.

Bu parçadaki altı çizili sözcük öbeğinin anlamca karşılığı olan bir söz, eş anlamlilerden hangisinde yer almıştır?"	Günümüzün insanı, yasaktan yasaklanıp bir düzence çirkinliğinden uzak durur.	Benim için, tabu diye bir şey yoktur, her dünyaceye çekilebilir.	Karmakarışık düşünceler içinde iseniz yazdıklarınızın bir anlam çıkarılmasını beklemeyiniz.	Dürüst, saydam bir insandır; içten pazardaki gibi değildir.	Hedeflerini açıkça belirleyen ve onun uğruna mücadele eden, yorulun, gile çeken insan asla mutsuz edilemez.	D	/static/crops/Bilgi_Sarmal__Tyt_Türkce_Soru_Bankası/Bilgi_Sarmal__Tyt_Türkce_Soru_Bankası_p0070_q03.png	tier1_page_inline	bronze_clean
66c04ec2-224e-560a-86d8-a6069eab7f71	exact	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	180	"Para biriktirmeye başlayan Tufan, kumbarasına sadece 1 TL'lik madeni paralar atmaktadır.

İki gün para biriktiren Tufan'a, Suat kaç TL biriktirdiğini sorunca Tufan, şöyle cevap vermiştir:

İlk gün 5 TL'den fazla 9 TL'ye kadar para biriktirdim. İkinci gün kumbaraya attığım madeni para sayısı ile ikinci gün kumbaraya attığım para sayısının çarpımı 30'dan fazla 35'ten azdır.

Buna göre, Tufan bu iki günde toplam kaç TL para biriktirmiştir?"	11	12	13	14	15	D	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0180_q03.png	tier1_page_inline	bronze_clean
3bbab59b-51fa-532f-bebe-51ae8cd0c89a	exact	MATEMATIK	2019-2020-Acil-Matematiğin ilacı Tyt Matematik Soru Bankası	255	"Gerçel sayılarla tanımlı f ve g fonksiyonları
$f(x) = x - \sqrt{3}$
$g(x) = x + \sqrt{3}$
şeklinde tanımlanıyor.
Buna göre,
I. $(f \cdot g)(3)$
II. $(f + g)(3)$
III. $(f \circ g)(3)$
IV. $f^{-1}(3) \cdot g(3)$
ifadelerinin hangilerinin sonucu eşittir?"	I ve II	II ve III	I, II ve III	II, III ve IV	I, III ve IV	A	/static/crops/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası/2019-2020-Acil-Matematiğin_ilacı_Tyt_Matematik_Soru_Bankası_p0255_q01.png	tier1_page_inline	bronze_clean
d63fb6f0-2745-562b-ace6-d32df8bb1fef	exact	GEOMETRI	Mikro Orijinal-2025-Ayt-Geometri Soru Bankası	269	"O merkez
AC ⊥ BD
|BE| = 2 cm
|EC| = 4 cm
|AE| = 6 cm
|DE| = 12 cm

Verilenlere göre, çemberin yarıçapı kaç cm'dir?"	2√7	4√2	2√10	4√3	5√2	E	/static/crops/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası_p0269_q02.png	tier1_page_inline	bronze_clean
d390cca0-3161-51a3-a7e2-6d022f33e203	exact	MATEMATIK	Bilgi Sarmalı-2025-Tyt-Matematik Soru Bankası	237	"Hasan, miladi takvime göre 2021 yılında büyük dedesinin mezarını ziyarette bulunduğu mezardaki lahitin Rumi takvimde yazılı olduğunu ve bu tarihin miladi takvime göre kendisinin şu anki yaşının 64 katı olduğunu görmüştür.

Hasan, miladi takvime göre büyük dedesinin vefatından 72 sene sonra doğmuştur.

Buna göre, Hasan'ın miladi takvimdeki doğum yılı aşağıdakilerden hangisidir? (Miladi yıl, Rumi yıl ile 584 çıkarılarak hesaplanacaktır.)"	1998	1999	2000	2001	2002	A	/static/crops/Bilgi_Sarmalı-2025-Tyt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt-Matematik_Soru_Bankası_p0237_q01.png	tier1_page_inline	bronze_clean
069aacf2-d1df-5f2a-b435-d4e8e50deb2c	exact	GEOMETRI	Orijinal-Tyt Ayt Geometri Soru Bankası	323	"Bilgi: Dik koordinat sisteminde, x ekseni üzerindeki noktaların ordinatı, y ekseni üzerindeki noktaların ise apsisleri sıfırdır.

A(a + 2, b - 3) noktası, x ekseni üzerinde; B(a - 1, b - 3) noktası ve y ekseni üzerindedir.

Buna göre, A ile B noktaları arasındaki uzaklık kaç birimdir?"	√5	2√5	5	3√5	4√3	E	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0323_q04.png	tier1_page_inline	bronze_clean
2f50ca0f-3b8f-5af1-8fea-ac87c8dfb0ef	exact	BIYOLOJI	345 2025 Tyt Biyoloji Soru Bankası	63	Hayvansal hücrelerde ATP sentezlenebilmesi için aşağıdakilerden hangisine ihtiyaç yoktur?	Besin	Enzim	Işık	Fosfat	Riboz	C	/static/crops/345_2025_Tyt_Biyoloji_Soru_Bankası/345_2025_Tyt_Biyoloji_Soru_Bankası_p0063_q06.png	tier1_page_inline	bronze_clean
28203591-6440-5672-b2f1-c17d3641cf88	exact	GEOMETRI	Orijinal-Tyt Ayt Geometri Soru Bankası	403	"Dikdörtgen biçimindeki arsanın bir köşesine dikdörtgenler prizması şeklinde bir konteyner yerleştirilmiştir. Konteynerin A, B ve C köşelerinden sırasıyla arsanın K, L ve M köşelerine gergin ipler bağlanmıştır.

[AK] = 4 metre, |BL| = 6 metre, |CM| = 5 metre olduğuna göre; konteynerin yüksekliği kaç metredir?"	√5	2√2	3	3√3	3√5	A	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0403_q01.png	tier1_page_inline	legacy_v3_unaudited
726461f2-30eb-54d8-806c-088f20c203a5	exact	FIZIK	Fizipedia Ayt Fizik Soru Bankası 2025	332	Radyoaktif bir madde için kullanılan yarılanma süresi kavramı nedir?	Maddenin tamamının bozunumu için geçen süre.	Tüm çekirdeklerin kararsız hâle gelmesi için geçen süre.	Maddenin bozunmaya başladığındaki kütlesinin yarısı inmesi için geçen süre.	Maddenin bozunmaya başladığındaki toplam proton sayısının yarıya düşmesi için geçen süre.	Maddenin bozunmaya başladığı kütle numarasının yarıya düşmesi için geçen süre.	C	/static/crops/Fizipedia_Ayt_Fizik_Soru_Bankası_2025/Fizipedia_Ayt_Fizik_Soru_Bankası_2025_p0332_q05.png	tier1_page_inline	bronze_clean
ef42479d-7492-57a7-80ef-6a0dbe408c94	exact	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	81	"$2x^2 + 3y^2 = 58$ 
 $3x^2 - 2y^2 = 30$ 
 denklem sistemini sağlayan $(x, y)$ sıralı ikilileri için $x + y$ toplamı en az kaç olur?"	-8	-7	-6	-5	-4	E	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0081_q04.png	tier1_page_inline	bronze_clean
cdb284fc-558b-559a-a769-9450a11ce3ee	exact	FIZIK	Egsersiz Tyt Fizik Soru Bankası 2021	331	"Camdan yapılmış ince kenarlı K merceği su ortamına Şekil - I'deki gibi, hava ortamına Şekil - II'deki gibi yerleştirilmiştir.

K merceğine asal eksene paralel olarak gönderilen kırmızı ışık ışınlarının izledikleri yolları verildiğine göre,

I. d₁ > d₂'dir.

II. α > β'dir.

III. Şekil - I'de su ortamının kırıcılık indisi artarsa d₁ azalır.

yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve III	II ve III	A	/static/crops/Egsersiz_Tyt_Fizik_Soru_Bankası_2021/Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0331_q04.png	tier1_page_inline	bronze_clean
