id,subject_area,q,oa,ob,oc,od,oe,key
f912c024-4054-5fed-bb22-7a2bfd3c493f,MATEMATIK,"$x \cdot y = 2$ olduğuna göre,
$$\left(x - \frac{1}{3y}\right) \cdot \left(y - \frac{1}{x}\right)$$ işleminin sonucu kaçtır?",$\frac{1}{2}$,$\frac{2}{3}$,$\frac{5}{6}$,$1$,$\frac{7}{6}$,B
20c5e10b-cbb2-524b-a45c-a322683a2a22,KIMYA,$25 \text{°C}$'de 0.2 M 400 mL $HNO_3$ sulu çözeltisi ile 0.3 M 100 mL KOH sulu çözeltisi karıştırıldığında oluşan yeni çözeltinin pH değeri kaçtır?,1,2,7,12,13,A
b7657757-2129-5d86-96c1-478c62957f55,FIZIK,"Işık hızına yakın hareket eden bir uzay aracında, bir astronot ve yerde duran gözlemci, uzay aracının boyunu nasıl görür?","Aynı boyda, Uzamış","Kısalmış, Kısalmış","Uzamış, Aynı boyda","Aynı boyda, Kısalmış","Kısalmış, Uzamış",B
875374eb-55ca-5a5b-bdde-ef397e479a7d,MATEMATIK,"Yaşları çarpımı 36 olan üç kardeşten ikisi ikizdir.
Buna göre, ikiz olmayan kardeşin yaşı aşağıdakilerden hangisi olamaz?",1,4,9,12,36,A
b76d09ba-3b9c-508f-bc6b-5e69643cd167,EDEBIYAT,"""Yazık oldu Süleyman Efendi'ye""
Mısra-ı meşhurunun şairi... diye kendini tanıtan sanatçı, Türk şiirinde günden güne donmuş olan eski değerleri yıkmış, söyleyiş ve muhteva yönüyle sokağı şiirimize getirmiştir. La Fontaine'den fabl çevirileri ve Nasrettin Hoca fıkralarını nazma çevirmesi dışında, çok sevdiği İstanbul'a ait şiirlerini de Vazgeçemediğim'de toplamıştır.
Bu parçada sözü edilen şair, aşağıdakilerden hangisidir?",Oktay Rifat Horozcu,Orhan Veli Kanık,Melih Cevdet Anday,Aşık Veysel,Şükûfe Nihal Başar,B
4277a590-12a4-510e-99fb-beb80e4132db,MATEMATIK,Bir çember üzerinde 7 farklı nokta vardır. Köşeleri bu noktalardan seçilen birbirinden farklı çokgenlerin toplamı kaçtır?,99,94,90,86,82,B
e20c5677-61e8-5739-9ab0-3cfbfd3b33b0,MATEMATIK,"$f: [-1, 2) \to B$ olmak üzere, $f(x) = 3x - 4$ fonksiyonu verilmiştir. Buna göre, $f([-1, 2))$ kümesi aşağıdakilerden hangisidir?","$[-7, 2)$","$(-2, 7]$","$[-7, 2]$","$(-7, 2)$","$(-7, -2]$",A
a389f0b9-6793-5ba8-b7c1-6ba6391f0fdf,MATEMATIK,"$f$ ile $g$ tanımlı olduğu aralıkta bire bir ve örten fonksiyonlardır. $f(x) = 3x - 1$ $g(x) = 3x + 2$ olduğuna göre, $(f^{-1}og)(x)$ fonksiyonu aşağıdakilerden hangisidir?",$x+1$,$x-1$,$x$,$2x-1$,-x+1,A
798b5f6d-5abd-553d-90df-5f57539daf1d,MATEMATIK,"$f(x) = x+1$ olmak üzere, ilk iki terimi; $a_1 = \int_{0}^{2} f(x) dx$ $a_2 = \int_{2}^{4} (f(x)+2) dx$ olan bir aritmetik dizi tanımlanıyor. Buna göre, bu dizinin 20. terimi kaçtır?",72,76,84,86,88,D
7491db0f-6bdc-5a15-96dc-403aa2464dfd,MATEMATIK,$23-3x = 2(19-x)$ denkleminin çözüm kümesi aşağıdakilerden hangisidir?,{-15},"{-15, 0}","{-3, 5}","{0, 3}",{\emptyset},A
e2c5813a-1902-5777-8565-48500f833d05,MATEMATIK,"$a$ ile $b$ aralarında asal sayılar olmak üzere, $2^{\ln(a^2 b^3) - \ln(b^2)} = 3$ eşitliği sağlanıyor. Buna göre, $(a+b)$ toplamı değerlerinden hangilerine eşit olabilir? I. 11 II. 9 III. 5",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",D
55737749-5de4-5a75-b117-3027f5cebeb7,MATEMATIK,"$\frac{5-\frac{1}{x}}{3-\frac{2}{x}}=5$ olduğuna göre, $x$ değeri kaçtır?",$\frac{2}{3}$,$2$,$\frac{27}{16}$,$\frac{4}{15}$,$\frac{15}{4}$,E
16aa7c26-a5ba-5a24-8487-fbc22e2a5425,MATEMATIK,$1 < x < 5$ ve $2x + y = 1$ olduğuna göre y'nin en geniş değer aralığı aşağıdakilerden hangisidir?,"$(2, 7)$","$(-5, 3)$","$(-5, 1)$","$(0, 3)$","$(-2, 6)$",B
63782e53-1eea-5797-a8e9-81762e0d7366,MATEMATIK,"Gerçek sayılarda tanımlı ve ikinci mertebeden türevlenebilir bir $f$ fonksiyonu ile ilgili $f'(x) = ax - 5$ eşitliği verilmiştir. $\lim_{x \to 3} \frac{f(x) - f(3)}{x - 3} = 4$ olduğuna göre, $a$ kaçtır?",-1,1,2,3,4,D
d85c3034-6d18-5e3d-b3ee-bb4ca3d9a2af,KIMYA,$C_2H_5OH_{(s)} + 3O_2(g) \rightarrow 2CO_2(g) + 3H_2O_{(g)} \Delta H = -1235$ kJ Tepkimesindeki $C_2H_5OH_{(s)}$'ın oluşum ısısını bulabilmek için; I. $CO_{2(g)}$'nin oluşum entalpisi II. $H_2O_{(s)}$'nin oluşum entalpisi III. $H_2O_{(g)} \rightarrow H_2O_{(s)}$ denkleminin $\Delta H$ değeri niceliklerinden hangilerinin bilinmesi yeterlidir? ($\Delta H$: Reaksiyon ısısı),Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",E
ba59ecc8-8388-57a1-b101-1357ae9ed216,COGRAFYA,"Serbest piyasa, ürünün fiyatının alıcı ve satıcının karşılıklı olarak anlaşmasıyla belirlendiği, arz ve talebine hükûmet tarafından müdahale yapılmayan bir piyasadır. Almanya ekonomisi, serbest pazar ilkeleri üzerine kurulu ancak iş gücü, ücret ve yasal düzenlemelerin hükûmet, iş çevreleri ve çalışanların görüş birliğine dayalı bir sosyal pazar ekonomisidir. Buna göre, Almanya ekonomisiyle ilgili aşağıdaki yargılardan hangisine ulaşılabilir?",Sanayi yatırımlarının büyük bölümü devlet tarafından gerçekleştirilmektedir.,Sanayi faaliyetleri ülke geneline dengesiz dağılmıştır.,Ürün fiyatları yıllara göre büyük dalgalanma gösterir.,Ekonomide özel sektörün belirleyiciliği özelliği fazladoır.,Sanayi ürünleri üretimi iç piyasaya yöneliktir.,D
e96a5756-0dcd-58b5-a56e-166c3977a8f4,MATEMATIK,"Aylin ve Gülbin bir evi tek başlarına sırasıyla 6 ve 9 saatte temizliyorlar. Aylin, bu evi tek başına 1 saat temizledikten sonra Gülbin, Aylin'e yardım ederek evin temizliğini bitiriyorlar. Buna göre, Aylin ve Gülbin birlikte kaç saat çalışmışlardır?",1,"1,5",2,"2,5",3,C
b33acd07-e831-577c-8df5-fabd726b2dd4,MATEMATIK,"$AB$ iki basamaklı doğal sayısının, sağına $A$ yazılmasıyla elde edilen üç basamaklı sayı, soluna $B$ yazılmasıyla elde edilen üç basamaklı sayıdan 455 fazladır.
Buna göre, bu koşulu sağlayan iki basamaklı kaç farklı $AB$ doğal sayısı vardır?",6,5,4,3,2,E
c72b4c7c-eb78-5a12-99b2-91662a22b88d,MATEMATIK,"Ali, Burcu, Can, Duru, Ece, Gaye ve Hilal adlı 7 kuzenin kiloları ile ilgili şunlar bilinmektedir:
• Ali ve Burcu'nun toplam kilosu, Can'ın kilosuna eşittir.
• Burcu ve Ece'nin toplam kilosu Ali'nin kilosuna eşittir.
• Aralarındaki Can ve Duru'nun kiloları aynı olduğu, Ece, Gaye ve Hilal'in toplam kilosu eşittir.
Hilal 5 kilo aldığında Ali ile aynı kiloda olacağına göre, bu 7 kuzenin toplam kaç kilodur?",180,150,120,100,90,E
358952e7-f4bb-5b09-b6fa-24d080b0c0c2,MATEMATIK,"$f(x)$ doğrusal fonksiyondur. $f(-1)=2$ ve $f(3)=10$ olduğuna göre, $f(5)$ kaçtır?",13,14,15,16,17,B
1b362056-183d-599d-b821-8c2b6fdacba9,MATEMATIK,$\cot 236^\circ + \tan 146^\circ + \tan 225^\circ$ toplamının sonucu kaçtır?,-2,-1,0,1,2,D
c414cf4e-bd44-5c6c-9b88-b7915bac14d4,MATEMATIK,"$f$ ve $g$ fonksiyonları için $3 \cdot f'(2) = 4 \cdot f(2) = 2 \cdot g'(4) = 12$ eşitlikleri vardır. Buna göre, $(gof)'(2)$ kaçtır?",36,24,18,15,12,D
068f3eaa-574b-598d-abfc-b87279c67fb0,KIMYA,Aşağıdaki tepkimeler uygun koşullarda gerçekleştirildiğinde hangisinde açığa çıkan gaz diğerlerinden farklıdır?,$Ca + H_2SO_4 \to$,$Mg + H_3PO_4 \to$,$Na + HCl \to$,$Zn + NaOH \to$,$Cu + HNO_3 \to$,E
04b077aa-0432-5505-b18e-fe594ef4ac59,MATEMATIK,"Derya, Matematik dersinde öğretmeninin tahtaya yazdığı $f(x) = 2x + a$ fonksiyonunu defterine $f(x) = ax + 1$ olarak yazmıştır. Öğretmen öğrencilerine ""bu fonksiyonda 2'nin görüntüsü 7 ise, 5'in görüntüsü kaçtır?"" diye soruyor. Buna göre, Derya kendi yazdığı fonksiyona göre 5'in görüntüsünü kaç bulacaktır?",7,10,13,15,16,E
c75c58c1-28d9-5135-8ea0-671c829ddb9e,KIMYA,"Dengeye ulaşan bir tepkime ile ilgili,
I. Reaktiflerin tamamı ürünlere dönüşmüştür.
II. Girenlerin ve ürünlerin derişimleri sabittir.
III. Sıcaklık sabittir.
yargılarından hangileri doğrudur?",Yalnız II,Yalnız III,I ve III,II ve III,"I, II ve III",D
7442750e-9d8e-5ced-a617-b991c35acfeb,KIMYA,"I. $25 \text{ }^\circ C$'de pH - pOH = 6 olan çözelti baziktir. II. Oda koşullarında asidik tampon çözeltilerin pH değeri 7'den küçüktür. III. Bazik tuzların katyonu hidroliz olur. IV. Eşit derişim ve hacimdeki HF ve NaOH çözeltilerinin tepkimesinden oluşan çözelti baziktir. Yukarıdaki ifadeler doğru (D) ve yanlış (Y) olarak I, II, III ve IV yolunu izleyerek sıralandığında aşağıdakilerden hangisi doğru olur?","D, D, Y, D","D, Y, Y, D","D, Y, Y, Y","D, D, D, D","Y, D, D, Y",D
fcf828ca-1d86-5228-afc4-b49cf2d043b8,TURKCE,"Söz Bilgisi, öğrencilerine cümlelerini kendilerine saklamanın konuşmaktan daha iyi olduğu durumları sıraladı: • Çok sinirlendiğinizde susmayı seçin. • Karşınızdaki sizi dinlemeyi reddediyorsa konuşmaya değmez. • Karşınızdaki alaycı bir kişiyse onunla konuşmanıza gerek yok. • Vaktinizi boşa harcayanla biriyle daha fazla sohbet etmeyin. • Tartışma esnasında işleri daha da kötüleştirecek şeyler söylemekten kaçının. Söz Bilgisi'nin yukarıdaki önerileri arasında aşağıdakilerden hangisi yoktur?",Kaba ve niyetli muhataplar karşısında,Vaktinizi boşa harcayanlara,Her şeyi alaya alan kişilere karşı,Kendisini sözlerinize kapananlara karşı,Öfkeli olunduğu zamanlarda,D
629e82d8-2478-5365-803f-4302432c7438,MATEMATIK,"Elinde 20 kilogram çilek bulunan bir manav, çileğin kilogram satış fiyatını ""9,A TL"" olarak belirlemiş ve çırağına, çileğin etiketine ""1 kg çilek 9,A TL"" yazmasını söylemiştir. Çırak, etikete yazması gerekeni yanlışlıkla ""1 kg çilek A,9 TL"" olarak yazmış ve çileğin tamamını bu etiket fiyatından satmıştır.
Eğer çileğin kilogram satış fiyatı 9,A TL olsaydı, çileğin tamamının satışından elde edilen gelir 90 TL daha fazla olacaktı.
Buna göre, A kaçtır?",4,5,6,7,8,A
4512f1da-05bc-59e5-ac80-1daca1a9db45,MATEMATIK,"O merkez $|AB|$ çap $m(\widehat{ABC})=\alpha$ $m(\widehat{BDC})=\beta$. Yukarıda verilenlere göre, $\tan\alpha + \tan\beta$ toplamı aşağıdakilerden hangisine eşittir?",$-2\tan\alpha$,$-2\tan\beta$,$-2\cot2\alpha$,$2\tan\alpha$,$2\cot2\alpha$,E
701b5fa7-d2b2-5131-b419-d79ad4ac5da1,EDEBIYAT,"Ey kardeşler ey yâranlar sorun bana kanda idim
Divanlar dinler isen diviyerem evvel vatanda idim
Evvel dilimdeki budur Tanrı bir rasûl Hak'dürür
Arı böyle bilmez iken bir acep gümanda idim
Kalû belâ dinilmeden tertip düzen eylenmeden
Hak'tan ayrı değil idim ol ulu divanda idim
Bu beyitlerin nazım türü aşağıdakilerden hangisidir?",Şathiye,Devriye,Nutuk,İlahi,Nefes,B
faef18c1-6393-5a14-a97d-abd0c4ca2833,MATEMATIK,"Merve'nin kredi kartının belli bir tutarda temassız işlem limiti vardır. Merve fiyatları sırasıyla A TL, B TL ve C TL olan üç üründen; \begin{itemize} \item İlk iki ürünü aldığında ödeyeceği toplam tutarın bu limite eşit, \item Son iki ürünü aldığında ödeyeceği toplam tutarın bu limitin altında, \item Birinci ve üçüncü ürünü aldığında toplam tutarın bu limiti aştığı bilinmektedir. \end{itemize} Buna göre, aşağıdaki sıralamalardan hangisi doğrudur?",$A<C<B$,$B<C<A$,$C<A<B$,$C<B<A$,$A<B<C$,D
4d8de041-871b-5fce-938a-0805a5c802b8,EDEBIYAT,"(I) Modernist roman, gelenekseli reddeder, yeniyi oluşturma anlayışını benimser; bununla birlikte geleneksel olanı yeni olana uydurma eğilimi vardır. (II) Gerçeğin dış dünyada değil insanın iç dünyasında olduğuna inanır; bu nedenle psikolojik olana, bireyin ruhuna, bilinçaltına yönelir. (III) Bireyin topluma olan uyumu ve bu konuda yapılması gerekenler en çok işlenen konular arasındadır. (IV) Varlıklar, nesneler, durumlar aslında göründükleri gibi değildir eserlerde. (V) Yapı unsurlarının önemi yoktur, geleneksel roman yapısı önemi yitirmiştir.
Bu parçadaki numaralanmış cümlelerin hangisinde modernist romanla ilgili bilgi yanlışı vardır?",I,II,III,IV,V,C
133c7751-8479-58c2-ab70-c6d947b06a94,MATEMATIK,$\int_0^2 |x-2|dx$ integralinin değeri kaçtır?,0,2,4,6,8,C
f0d8537d-3f18-5eae-b071-7c3a9616f10b,MATEMATIK,$0 - 21 + (-8) - (-1) + (-2)$ işleminin sonucu kaçtır?,-26,-28,-30,-32,-34,C
e8d0b2a8-9882-5476-9734-5b493f586c53,MATEMATIK,$\frac{1}{\sqrt{16}+\sqrt{9}}+\frac{1}{\sqrt{9}+\sqrt{4}}$ ifadesinin değeri kaçtır?,$\frac{25}{144}$,$\frac{25}{216}$,$\frac{49}{144}$,$\frac{7}{12}$,$\frac{7}{75}$,D
016a7998-5739-5ace-bd19-8367e12096b6,MATEMATIK,"$x^2+bx+c$ cebirsel ifadesinde $b=m+n$ ve $c=m \cdot n$ biçiminde $m$ ve $n$ sayıları bulunabiliyorsa $x^2+bx+c=(x+m)(x+n)$ şeklinde çarpanlarına ayrılır. $x^2-5x-6$ ve $x^2+kx-n$ yukarıdaki ifadenin en sade hâlini bulmak isteyen Ilgaz verilen bilgideki $b$ ve $c$ ifadelerinin eşitlerini karıştırarak yukarıdaki ifadeyi sadeleştirmiş ve sonucu $\frac{x-1}{x+1}$ bulmuştur. Buna göre, $k+n$ toplamı kaçtır?",-9,-1,0,1,2,A
0a195429-e23a-5e60-99b7-ecc69b8cdb3c,MATEMATIK,$f(x)=x^3-3x^2-45x+7$ fonksiyonunun yerel ekstremum noktalarının apsisleri toplamı kaçtır?,8,6,4,2,0,D
cb2ff241-edcd-5dba-beba-569b53686854,KIMYA,"Oda koşullarında katısı ile dengedeki $Cu(OH)_2$ sulu çözeltisine aynı sıcaklıkta bir miktar $HI$ katısı ilave ediliyor. Buna göre, I. $Cu(OH)_2$'nin çözünürlüğü azalır. II. Çözeltinin $pH$ değeri azalır. III. $Cu(OH)_2$'nin çözünürlük çarpımı ($K_{çç}$) değeri değişmez. yargılarından hangileri yanlıştır?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,A
9a2db616-43f7-5e94-b413-be0344a9f3ae,MATEMATIK,"Melike ile Aybüke'nin 2000 yılında yaşları toplamı 14, 2023 yılında yaşları farkı 2 olduğuna göre, 2015 yılında küçük olan Aybüke'nin yaşı kaç olur?",19,21,23,25,27,B
b445b3b8-5882-552d-966d-5be46048d0b4,MATEMATIK,"$f(x) = \frac{4x+2}{(b-2)x+a+b}$ fonksiyonu sabit fonksiyon olduğuna göre, $f(a)$ kaçtır?",1,2,3,4,5,B
a4aa05fc-8409-59f8-86bf-1a8416e15bef,MATEMATIK,$\frac{x-4}{3} \ge \frac{x-1}{2}$ eşitsizliğinin çözüm kümesi aşağıdakilerden hangisidir?,"$(- \infty,5]$","$(- \infty,-5]$","$[-5,5]$",$R - \{5\}$,"$(- \infty,-5) \cup (5,\infty)$",B
29301e74-833d-50ff-a32b-77e9718d5bd7,MATEMATIK,"9 öğrenci arasından 4 kişilik bir ekip oluşturulacaktır. Ekibe girecek öğrencilerden 2 tanesi önceden belli olduğuna göre, bu ekip kaç farklı şekilde oluşturulabilir?",6,10,15,21,35,D
07fed765-96aa-5b0d-863a-12b47083c38b,MATEMATIK,"$y=u^3+8$ ve $u=3x^2-1$ olduğuna göre, $\frac{dy}{dx}|_{x=1}$ değeri kaçtır?",720,810,940,1080,1200,D
9b26d5f8-939b-579c-bc78-4246631d03d5,MATEMATIK,"$a$ bir gerçek sayı olmak üzere, gerçek sayılar kümesi üzerinde tanımlı bir $f$ fonksiyonu $f(x) = \begin{cases} \frac{\sqrt{x}-1}{x-1}, & x \ne 1 \\ a^2, & x = 1 \end{cases}$ biçiminde tanımlanıyor. $y = f(x)$ fonksiyonu pozitif gerçek sayılar kümesi üzerinde sürekli olduğuna göre, $a$ değeri kaçtır?",0,1,2,3,4,B
b5531879-8b39-5efc-9f9a-bffa89468e6c,MATEMATIK,f(x) = log{x}(x + 6) + log{10}(3 - x) fonksiyonunun tanım kümesindeki elemanlardan kaç tanesi tam sayıdır?,1,2,3,4,5,A
e3f80cbb-4051-59b6-85ba-a238c3a12514,GEOMETRI,"Düzlemde verilen bir düzgün yirmigenin ardışık iki kenarı üzerine birer kare çiziliyor. Kareler, düzgün yirmigenin dış bölgesinde ve kenarları düzgün yirmigenin kenarlarıyla eşit uzunlukta olduğuna göre; karelerin birer kenarı arasında oluşan açının ölçüsü kaç derece olabilir?",12,20,18,15,10,C
0417ff54-a6aa-5eb6-ad85-c7f89985c433,MATEMATIK,"$a$ gerçel sayı olmak üzere uygun koşullarda tanımlı $f(x) = \left(\frac{x^2+1}{x^2-1}\right)^a$ fonksiyonu verilmektedir. $f'(-1) = 12$ olduğuna göre, $a$'nın alabileceği değerler çarpımı kaçtır?",-3,-4,6,2,-2,E
f394dc02-0f09-5d02-b0f8-f8c6576bb4f7,FIZIK,Bir sığaç üretece bağlanıyor ve yük akışı bittikten sonra sığacın levhaları arasındaki uzaklık az miktar azaltılıyor. Bu durumda; I. Sığacın yükü artar. II. Sığacın sığası değişmez. III. Sığacın potansiyel farkı değişmez. yargılarından hangileri doğrudur?,Yalnız II,Yalnız III,I ve II,I ve III,II ve III,B
7ba19657-c35a-582d-963e-f96511d12b03,MATEMATIK,$\log_{(x-4)}(x^2-x-2)$ fonksiyonunun en geniş tanım kümesinde bulunan en küçük iki tam sayının toplamı kaçtır?,13,12,11,10,9,C
1fc36b38-35e4-554a-8b45-7abcec82dd9c,EDEBIYAT,"I. Hacı Bektaş Veli 13. yy. Türk edebiyatının tasavvuf şairlerinin en önemlileri arasında yer almaktadır. II. Şeriat, tarikat, hakikat ve marifet şeklinde dört kapı ve kırk makam üzerinden öğretilerini anlattığı Makalat adlı eseri Arapça yazmıştır. III. Ahmet Yesevi'nin görüşlerini Anadolu'ya en fazla yayan kişi olan Hacı Bektaş'ın Makalat'ı defalarca Türkçeye çevrilmiştir. IV. Çengname adlı eseri, sembolik-alegorik bir mesnevi örneğidir. V. Anlatımlarında hadislere ve Kur'an ayetlerine yer verilerek düşünceler açıklanmıştır. Numaralanmış cümlelerin hangisinde Hacı Bektaş ve eserleriyle ilgili bilgi yanlışı yapılmıştır?",I,II,III,IV,V,B
d6449ae8-84c9-5fad-8d44-92fe78beccee,MATEMATIK,"$(a_n)$ sabit bir dizi, $a_n = \begin{cases} r^2-np+1, & p<2 \\ r-2, & p>2 \end{cases}$ olduğuna göre, $r$ kaçtır?",1,2,3,4,5,E
87624690-5a2a-54ae-a44a-22957df61326,TURKCE,"""The Second Brain"" diye adlandırılan bağırsaklar özerk bir yapıya sahip. Beyinden aldığından çok daha fazla sayıda beyne sinyal gönderiyor. ""Mutluluk hormonu"" olarak adlandırılan serotonin bağırsaktaki bakteriler tarafından üretildiği tespit edildi. İnsan soyu yıllardır zaten bunu dillendirmez mi istemesek de? Heyecanlandığımızda kelebekler uçar midemizde, sinirimiz midemize vurur. Bir sıkıntının üstesinden geldiğimizde göbeğimiz gazladı deniz veya açlıktan karnımız zil çalar... Eskiden beri küresel bir söz olan ""iç sesini dinlemek"" deyimi de buradan temelleniyor olsa gerek.
Bu parçada düşünceyi geliştirme yollarından hangisi ağır basmaktadır?",Tanımlama,Örnekleme,Tanık gösterme,Sayısal verilerden faydalanma,Karşılaştırma,C
68376e64-dac7-526e-a9f1-131be29bac9d,FIZIK,"Bir K cismi X ve Y sıvısına ayrı ayrı bırakıldığında X sıvısında yüzerken, Y sıvısında askıda kalıyor.
Buna göre, aşağıdakilerden hangisi yanlıştır?",X sıvısının özkütlesi Y'ninkinden büyüktür.,"X sıvısının K cismine uyguladığı kaldırma kuvve-ti, Y sıvısının uyguladığından daha büyüktür.","K cisminin özkütlesi, X sıvısınınkinden küçüktür.","K cisminin özkütlesi, Y sıvısınınkine eşittir.","K cismine Y sıvısının uyguladığı kaldırma kuvve-tinin büyüklüğü, K cisminin ağırlığı kadardır.",B
8b881857-e18e-5e6c-bd2a-b84da6d5c07a,BIYOLOJI,"Fotosentezde üretilen I. glikoz, II. oksijen, III. ATP moleküllerinden hangileri oksijenli solunumda tüketilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III",E
0a0f4503-27fa-53fe-946d-b6c7414d2817,MATEMATIK,$3x-5 = 7$ denklemini sağlayan $x$ değeri kaçtır?,2,3,4,5,6,C
04b18b53-b6b3-5cc2-9382-949ff78a72bc,KIMYA,Oda sıcaklığında pOH değeri 13 olan $HClO_4$ çözeltisinin derişimi kaç molardır?,1,$1 	imes 10^{-1}$,$1 	imes 10^{-2}$,$1 	imes 10^{-13}$,$1 	imes 10^{-14}$,B
031b65a4-5e53-59a8-902c-a165201300d7,EDEBIYAT,"I. Hayriyye
II. Mecalisü'n-Nefais
III. Siham-ı Kaza
IV. Kanuni Mersiyesi
Aşağıdaki sanatçılardan hangisi bu eserlerden herhangi biri ile eşleştirilemez?",Nefi,Mevlana,Nabi,Baki,Ali Şir Nevai,B
