id,subject_area,q,oa,ob,oc,od,oe,key
16418553-569b-5070-80c2-8b443d87a876,MATEMATIK,"$f$ ve $g$ iki fonksiyon olmak üzere, $\lim_{x \to 1} f(x) = 2$ ve $\lim_{x \to 1} g(x) = -3$ eşitlikleri veriliyor. Buna göre, $\lim_{x \to 1} \left[ 3f(x) - f(x) \cdot g(x) + \frac{4g(x)}{f(x)} + 1 \right]$ ifadesinin değeri kaçtır?",3,4,5,6,7,E
c225df30-7d6c-5b08-a902-641681fb95ff,EDEBIYAT,Aşağıdakilerden hangisi Fazıl Hüsnü Dağlarca'nın şiir kitaplarından biri değildir?,Daha,Çukurova Destanı,Arzuhal,Dışardan Gazel,En/Cam,C
3f324fb3-c41a-58f3-b21d-ad030385ad57,MATEMATIK,"Çiçekçi Harun 48 tane gülü $n$ tane vazoya aşağıdaki koşullara uygun olarak dağıtacaktır.
• Her vazoya eşit sayıda gül konacaktır.
• Her bir vazoya en az 3, en fazla 12 gül konacaktır.
Buna göre, $n$'nin alabileceği kaç farklı değer vardır?",5,7,9,11,13,B
2ad22197-b430-53a8-98f2-61ddf86158af,MATEMATIK,$f(x) = \frac{x+4}{\sqrt{5-|x|}}$ fonksiyonunun en geniş tanım kümesi aşağıdakilerden hangisidir?,"$(- \infty, -4)$","$(-4, 5)$","$(- \infty, 5)$","$(-5, 5)$","$[5, \infty)$",D
e6667df5-abce-5383-826c-370cda31201d,FIZIK,"Doğrusal bir yolda hareket eden bir otomobilin hız - zaman grafiği aşağıdaki gibidir. Buna göre, otomobil hangi zaman aralıklarında dengelenmiş kuvvetlerin etkisinde hareket etmiştir?",$0 - t$,$t - 2t$,$2t - 3t$,"$0 - t$, $2t - 3t$","$t - 2t$, $2t - 3t$",B
5e4cad50-2c1e-55a9-ae42-41d2d42ce006,FIZIK,"Ahsen, tamamen su dolu bir taşırma kabına suda çözünmeyen K ve L katı cisimlerini ayrı ayrı yavaşça bıraktığında; her ikisinin eşit hacimde su taşırdığını gözlemliyor.
Ahsen'in bu gözlemine göre;
I. K ve L cisimlerine suyun uyguladığı kaldırma kuvvetleri eşittir.
II. K ve L cisimlerinin hacimleri eşittir.
III. K ve L cisimlerinin özkütleleri eşittir.
yargılarından hangileri kesinlikle doğrudur?",Yalnız I,Yalnız III,I ve II,II ve III,"I, II ve III",A
b137fa9a-3019-522e-b9aa-59dae1fe66d4,MATEMATIK,"Kalansız bir bölme işleminde bölünen sayı 7 ile doğru, bölen ve bölüm sırasıyla 3 ve 4 ile ters orantılıdır. Buna göre, bölünen sayı kaçtır?",560,568,588,598,608,C
967b171c-dc1e-5265-b9af-7f648ef59267,MATEMATIK,"$(a_n)=\left(\frac{2n^2+an+6}{4n^2-10n+b}\right)$ dizisi sabit dizi olduğuna göre, $a+b$ toplamı kaçtır?",6,7,8,9,10,B
67f11b11-f67c-520e-aa3f-3807244f4a4a,MATEMATIK,"$a$ bir gerçel sayı olmak üzere, $4x^2-12x+3a=0$ denkleminin kökleri $x_1$ ve $x_2$'dir. $2x_1-x_2=12$ olduğuna göre, $a$ değeri kaçtır?",14,-14,12,-12,-10,B
5199c6c2-7c1b-52bb-9683-1347ae059e80,MATEMATIK,"""SARMAL"" sözcüğünün harflerinin yerleri değiştirilerek 6 harfli sözcükler yazılıyor. Bu sözcüklerin kaç tanesinde A harfleri yan yana değildir?",240,300,360,480,720,D
8a26b770-362d-51d5-b596-ae9a2ed100eb,MATEMATIK,"$a$ ve $b$ birer asal sayı olmak üzere, $(a+1) \cdot (b+3) = 45$ eşitliğine göre, $a-b$ farkı kaçtır?",13,14,15,16,17,B
dc3b7eb3-6a13-5a9b-8521-efbee5736d22,KIMYA,"$KClO_3(k) \rightleftharpoons KCl(k) + \frac{3}{2}O_2(g) \quad \Delta H > 0$
denklemine göre dengede bulunan tepkime ile ilgili aşağıdakilerden hangisi yanlıştır?",Sabit sıcaklıkta $KClO_3$ katısı ilave etmek dengeyi bozmaz.,Sabit hacim ve sıcaklıkta $O_2$ gazı ilave edilirse $O_2$ gazının derişimi artar.,Sabit sıcaklıkta kabın hacmi küçültülürse kaptaki katı kütlesi artar.,Sabit hacimde sıcaklık artırılırsa geri tepkime hızı artar.,Sıcaklık artırılırsa denge sabitinin sayısal değeri artar.,B
3abf16d5-5e58-55a1-b124-8381f2415882,MATEMATIK,"$x^3-3x^2y=16$ ve $3xy^2-y^3=11$ olduğuna göre, $x-y$ kaçtır?",-3,-1,0,1,3,E
f055aa27-f82e-5729-ba70-1937289a20fe,MATEMATIK,$(2+2^{-1}-2^{-2}+x^{-1})^2 = 9^{-1}$ denklemini sağlayan x tam sayısı kaçtır?,1,2,3,4,5,E
c032cc47-e7b5-5619-9cd1-62bfdb751451,FIZIK,"I. Bir traktörün arkasındaki römorku çekmesi
II. Masanın üzerindeki bir kitabı itmek
III. Bir kutuyu iterek duvara yapıştırmak
Yukarıdaki olayların hangileri temas gerektiren kuvvetler sayesinde gerçekleşir?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",E
c84b04ac-6ab7-5dcf-9889-1c8ec21c7472,TARIH,Aşağıdakilerden hangisi Cumhuriyet'in ilanı ile çözümlenen sorunlardan biri değildir?,Hükûmet kurma bunalımları aşılmış Kabine Sistemi'ne geçilmiştir.,Devletin rejimi ile ilgili tartışmalar sona ermiştir.,Devlet başkanı sorunu çözüme kavuşmuştur.,İnkılaplar için uygun bir ortam sağlanmıştır.,Yeni anayasa ile ilgili tartışmalar son bulmuştur.,E
6f030d6b-2671-5c31-a06e-4856d58a37fc,MATEMATIK,"Dikdörtgen biçimindeki bir kağıt, köşegen boyunca şekildeki gibi katlandığında dikdörtgenin uzun kenarları arasındaki geniş açı $120^\circ$ olmaktadır. Şekilde verilenlere göre, $\sin(\widehat{DBA})$ kaçtır?",$\frac{1}{3}$,$\frac{2}{5}$,$\frac{1}{2}$,$\frac{\sqrt{2}}{2}$,$\frac{\sqrt{3}}{2}$,C
c7198137-a8ac-5e70-a5aa-9aa44cee4f84,MATEMATIK,"100 kişilik bir proje ekibinin elinde belirli sayıda proje vardır ve ekipteki herkes bu projelerin en az birinde görevlendirilecektir. Ekipteki herkesin eşit sayıda projede görev alması ancak herhangi iki kişinin görev aldığı projelerin tamamen aynı olmaması istenmektedir. Bu durum, herkes 3 projede görev alırsa sağlanamamakta fakat herkes 4 projede görev alırsa sağlanabilmektedir. Buna göre, ekibin elindeki proje sayısı kaçtır?",6,7,8,9,10,D
5eac4140-950c-5ae5-851e-90658a40711f,MATEMATIK,$4(x+2) - 3(2x+5) = -11$ olduğuna göre denklemin çözüm kümesi aşağıdakilerden hangisidir?,{1},{2},{3},{4},{5},B
1187ff25-a374-51e3-bd08-46f050a1d71e,KIMYA,"Periyodik tabloda herhangi bir periyodun 3. elementi ile ilgili,
I. Metaldir.
II. d bloku elementidir.
III. IUPAC'a göre 13. grup elementidir.
IV. Küresel simetri özelliği göstermez.
hangileri kesinlikle doğrudur?",Yalnız IV,I ve II,II ve III,III ve IV,"I, II ve IV",D
f192aa76-6aff-5524-8212-f52dfb02b192,MATEMATIK,"Bir tarlada aynı kapasitede 40 işçi çalışmakta ve her bir işçi günlük $100 \text{ kilogram}$ ürün toplamaktadır. Üretimi artırmak için tarlaya bu işçilerle aynı kapasitede belli sayıda işçi getirilecektir. Ancak getirilecek her bir işçinin tüm işçilerin her birinin topladığı ürünü $2 \text{ şer kilogram}$ azalttığı tespit edilmiştir. Örneğin, tarlaya $10 \text{ işçi}$ getirilseydi tarladaki $50 \text{ işçinin}$ her biri $80 \text{ er kilogram}$ ürün toplayacaktır. Buna göre, günlük üretimin en fazla olması için tarlaya kaç işçi ilave edilmelidir?",5,6,7,8,9,A
d274e325-0cfb-5f64-81f4-0b3c1146fbd3,MATEMATIK,"Bir işçi her saatin sonunda çalışma hızını yarıya indirerek çalışmaya devam ediyor. Birinci saatin sonunda bu işçi $32$ parça iş yapmıştır. Buna göre, bu işçi $3$. saatin sonunda toplam kaç parça iş yapmıştır?",48,56,64,72,80,C
97eaa250-8fa1-5a06-995b-8a0c8a73d856,MATEMATIK,"İki top aynı yükseklikten iki farklı noktadan yere bırakılıyor. Aynı numaralı her bir zıplamada, bu toplardan biri diğerinin 2 katı kadar yükseğe çıkıyor. Örneğin, bir top 5. zıplayışında 3 cm yüksekliğe çıktıysa diğer top 5. zıplayışında 6 cm yüksekliğe çıkıyor.
Toplar 10. kez yere çarptığı anda ilk bırakıldığı andan itibaren biri düşeyde toplam 5 m yol, diğeri düşeyde toplam 3 m yol aldığına göre, topların yere bırakıldığı ilk yükseklik kaç metredir?",1,"1,2","1,5","1,8",2,D
83897a3a-cae0-572f-8eb3-5bec99c4837b,MATEMATIK,"Çektiği videoları kendi profilinde paylaşan Ege, paylaştığı videonun görüntülenme ve beğeni sayısına ait bazı bilgileri aşağıdaki tabloda verilmiştir.

Ege'nin çektiği videoların aylık görüntüleme sayısı aritmetik, beğeni sayısı ise geometrik bir dizi oluşturmaktadır.

Buna göre, Şubat ayına ait görüntülenme ve beğeni sayılarının toplamı kaç bindir?",12,18,21,24,27,C
5d93856d-a0da-5de8-818f-59aa3c0a3ec0,MATEMATIK,"$x$ ve $y$ gerçek sayılar olmak üzere, $|x - 6| = y$ ve $|y - x| = 2$ eşitlikleri veriliyor. Buna göre, $x$'in alabileceği farklı değerlerin toplamı kaçtır?",6,8,10,12,14,A
6b84f9df-1b5f-5ac3-bcea-f62bf5f53c4e,MATEMATIK,"6 farklı bilyenin tamamı, yaşları farklı 3 kardeş arasında paylaştırılacaktır. Kardeşlerden en büyüğü 1, diğer ikisi en az ikişer bilyo alacak biçimde bu paylaşım kaç farklı şekilde yapılabilir?",40,60,80,120,150,B
10788d6b-e552-5d74-b6ab-6b7d217dd9f9,MATEMATIK,"$f(x) = \\int (x^3-x-1)dx$ olduğuna göre, $f(1)-f(-2)$ kaçtır?",-18,-15,-12,-9,-6,B
7e75704f-46fc-5791-8faf-408d564158a3,MATEMATIK,"$111^2$ sayısının en büyük asal çarpanı $A$, $42^2$ sayısının asal çarpanlarının sayısı $B$'dir. Buna göre, $A:B$ toplamı kaçtır?",49,48,46,40,38,A
01df707b-e7c1-5888-b6d8-f5fb5347f430,MATEMATIK,"$y = f(u)$ fonksiyonunun diferansiyeli $dy = (6u-2a-4)du$ olarak veriliyor.
Buna göre, $f(u)$ fonksiyonu aşağıdakilerden hangisi olabilir?",$6a^2u^2-2a^2+4u^2$,$3u^2-a^2u-2u^2$,$3au^2-2a^2u-2u^2$,$3u^2-2a^2u-2u^2$,$3u^2-2au+2u^2$,D
9733f18a-7977-5e1d-8f42-30839298f7f8,MATEMATIK,"$P(x) = 4x^3 + 2x^2 + 2x + 1$
$Q(x) = x^2 - 3x^2 - 4x - 1$
polinomu veriliyor.
Buna göre, $x \cdot P(x) - x^2 Q(x)$ polinomunda $x^3$ lü terimin katsayısı kaçtır?",2,3,4,5,6,E
dfd70f16-4ad7-5123-aea2-4092cf1b01ea,EDEBIYAT,"Klasik şiirin hem muhteva hem de şekil itibarıyla ilk karakteristik değişimi, onun şiirlerinde görülür. O, yazması ele geçmeyen Farsça Selçuklu Şehnamesi ve ele geçen 8 gazel ile 1 kasideyle Türk şiirine 600 yıl sonraki bir geleneğin ilk örneklerini veren şair olarak edebiyat tarihinde yer alır. O, gazellerinde işlediği din dışı konular ile Türk şiirinin beşerileşmesinin temelini atan şairdir. Bu parçada söz edilen şiir aşağıdakilerden hangisidir?",Seyhî,Ahmedî,Dehhani,Âşık Paşa,Gülşehrî,C
35fa169b-7aa4-5892-86e4-e06552ed92b9,FIZIK,"Üç öğrenciden Miraç, Selin ve Rıdvan'ın günlük hayatta birçok alanda kullanılan görüntüleme cihazlarından elde edilen görüntünün oluşma prensibi ile ilgili ifadeleri aşağıdaki gibidir:
Miraç: Cisimlerin sıcaklıklarına bağlı olarak yaydıkları kızılötesi ışınlar dedektörler yardımıyla algılanıp cismin görüntüsü elde edilir.
Selin: Vücudun bir bölgesine gönderilen X-ışınlarının o bölgenin yoğunluğuna ve kalınlığına göre maddeden geçerek bir film üzerine düşürülmesi sonucu görüntü elde edilir.
Rıdvan: Yeri tespit edilmeye çalışılan bir cisimden geri yansıyan ultrasonik ses dalgalarının dedektörler yardımıyla algılanıp cisimlerinin görüntüsü elde edilir.
Buna göre, öğrenciler; ifadelerinde hangi cihazlardan bahsetmektedir?","PET, Bilgisayarlı Tomografi, Sonar","Termal Kamera, PET, Ultrason","PET, MR, Ultrason","Bilgisayarlı Tomografi, Röntgen, Termal Kamera","Termal Kamera, Röntgen, Sonar",E
b2ef9cdc-c977-5ffc-ba26-95e878a452b6,MATEMATIK,55 sayısından küçük olan en büyük tam sayı ile 21 sayısından büyük olan en küçük tam sayının toplamı kaçtır?,76,67,68,69,70,A
1a1a3627-8086-5a1e-946f-6b9b062caedb,MATEMATIK,"$x^2-a-x+b=0$ denkleminin her iki kökü de tam sayıdır.

$a-b=10$

olduğuna göre, bu denklemin büyük kökü aşağıdakilerden hangisi olabilir?",8,9,10,11,12,D
c8a294f8-f130-5f2b-adaf-0ad9a6e1d1bc,MATEMATIK,"$a_1 = 1$ olmak üzere, $(a_n)$ karesel sayıları gösteren bir dizidir.
$n > 1$ olmak üzere $a_n$ aşağıdakilerden hangisi ile ifade edilebilir?",$a_n = a_{n-1} + n^2$,$a_n = (2n-1)$,$a_n = a_{n-1} + 2n$,$a_n = a_{n-1} + 2n-1$,$a_n = a_{n-1} + 2n+1$,D
fbbbecf4-dd01-5e0b-8968-b99fa4481981,MATEMATIK,"$a=\frac{1}{2}$, $b=6$, $c=-8$ olmak üzere $a+b-(c-a \cdot b \cdot c)$ işleminin sonucu kaçtır?",-41,47,-49,-43,45,A
de6801ca-5c30-58ff-9e51-e5d96d93ca39,EDEBIYAT,"Cihânı hiçe satmakdur adı aşk
Döküp varlığı gitmekdür adı aşk
Elinden şekkeri ayruğa sunup
Ağuyu yutmakdur adı aşk
(...)
Var Eşrefoğlu Rûmî bil hakikat
Vücûdı fânî itmekdür adı aşk
Biçim ve içerik özellikleri dikkate alındığında bu beyitlerin aşağıdaki nazım şekillerinden hangisine ait olduğu söylenebilir?",Mesnevi,Gazel,Murabba,Kıt'a,Müstezat,A
a0023dcd-8ec0-52d6-b592-29c369c89ac7,MATEMATIK,"$a$ ve $b$ ardışık çift sayılardır. $ \left\{ \begin{array}{ll} |a-1|=2 \\ |b-1|=3 \end{array} \right. $ olduğuna göre, $a \cdot b$ çarpımı kaçtır?",48,60,72,80,96,B
1efd1ae5-a8bd-5a6d-ae87-f5a1770379ea,TARIH,"Osmanlı Devleti'nin gayrimüslimlerin eğitimiyle birinci dereceden ilgilenmemesi bu vatandaşların kendi eğitim sistemlerini Batılı tarzda oluşturmalarına ve sonunda bilinçlenip imparatorluktan kopmalarına neden olmuştur. Buna göre, Osmanlı Devleti'nin eğitim sistemiyle ilgili olarak; I. Eğitim birliğini sağlayamamıştır. II. Halkı birleştirici yapıya sahiptir. III. Toplumsal kaynaşmayı sağlayamamıştır. yargılarından hangilerine ulaşılabilir?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III",C
654bf2c9-c9ca-5519-8c9d-480e18450a80,MATEMATIK,"Katsayıları geometrik dizi, dereceleri aritmetik dizi oluşturan $P(x) = x^n + 2x^k + 4x^7 + 8x^{10} + ...$ polinomunun $x-1$ ile bölümünden kalan $85$'tir. Buna göre, $P(x)$ polinomunun derecesi kaçtır?",22,23,24,25,26,E
793df475-6ef5-58b5-9078-9de2648bba6d,EDEBIYAT,Aşağıdakilerden hangisi Tanzimat Dönemi tiyatro yazarlarının yoğunlaştığı konulardan biri değildir?,Görücü usulüyle evlenme,Meşrutiyet özlemi,Yanlış Batılılaşma,Bireyin iç dünyası,Batıl inanışlarla alay,D
be217074-ed3d-5499-a37c-d4935303eb1e,MATEMATIK,"$f(x) = |3x - 6| + 1 - 2x + x^2$ olduğuna göre, $f'(1) + f'(1)$ toplamı kaçtır?",-6,-3,0,3,6,B
81fa9992-5e56-5825-be5d-4a572b38b44c,FIZIK,"Fizik dersinde öğretmen, yapısında elektromıknatısların kullanıldığı aletler hakkında bilgi verir. Öğretmen, elektromıknatısların bir manyetik alan oluşturmak için elektrik akımının kullanıldığı cihazlar olduğunu açıklar ve öğrencilerden bu aletlerden bazılarına örnek vermelerini ister.
Buna göre, öğrencilerin verdiği aşağıdaki örneklerden hangisi yapısında elektromıknatıs kullanan bir alet değildir?",Elektrik motoru,Manyetik rezonans görüntüleme (MR) cihazı,Dinamo,Elektrikli zil,Barometre,E
dc031d9e-6047-5b55-a8ba-5dca8ebfe182,MATEMATIK,"Bir $P(x)$ polinomu, $P(x) = (x+10)^3 + x$ biçiminde tanımlanıyor. $P(x)$ polinomunun $x-a$ ile bölümünden kalan $11^3$ olduğuna göre, $a$ tam sayısının rakamları toplamı kaçtır?",10,11,12,13,14,B
7778b63c-946c-5134-94af-8b5b79c502f4,MATEMATIK,"$P(x) = 3x + 5$ polinomu veriliyor. Buna göre, $P(2x+4)$ polinomunun eşiti aşağıdakilerden hangisidir?",$6x+17$,$6x+12$,$6x+20$,$6x+10$,$6x+9$,A
