etiket	id	sinif	yargic	db_anahtar	guven	sebep
KIMYA-1	e485d0f9-1188-53ca-b628-35ce3443c10b	COP	C	C	orta	Metin bozuk: 'notralizasyon potansiyeli buhurun' anlamsiz; B
KIMYA-1016	ec58ccd6-59e0-5cf7-951e-5892b0bd59ca	KABUL	E	E	yuksek
KIMYA-1017	aa8aed4a-c26f-5f03-9293-4e6f6070099c	KABUL	C	C	yuksek
KIMYA-1018	35219c9c-a1ac-589b-8cd9-8f4610732862	KABUL	A	A	yuksek
KIMYA-1019	cc84de52-4033-52b3-b975-310dcf70bfe3	KABUL	C	C	yuksek
KIMYA-102	b41f81ff-9f24-5390-9f76-d0dfad0dd980	KABUL	A	A	orta
KIMYA-1020	24a04eb2-4e8a-5a2b-8922-c7ce4cab1cfc	KABUL	D	D	yuksek
KIMYA-1021	9f6abea1-b921-51c3-93ad-279d1bd19799	KABUL	E	E	yuksek
KIMYA-1022	716a9777-c5bd-5041-aa6b-c07c126e193d	KABUL	A	A	orta
KIMYA-1023	83ddb96e-890c-5e7f-b21c-c9a0b9e94990	COP		B	yuksek	Konu dışı geometri sorusu ve hiçbir seçenek doğru değil
KIMYA-1024	19383ca0-32b4-5847-8943-6ce9d4986b0d	KABUL	C	C	yuksek
KIMYA-1025	679b73c4-80b9-5e19-bab4-45bf20274c41	KABUL	A	A	yuksek
KIMYA-1026	f7871fcf-c028-5f2a-9169-8f985694b05d	KABUL	A	A	yuksek
KIMYA-1027	1f6af74d-b753-5238-96ae-296d28321b22	KABUL	E	E	yuksek
KIMYA-1028	ff67990e-93e9-5899-a194-25839faf6438	KABUL	B	B	orta
KIMYA-1029	a1a3368c-5ece-5fec-80fc-6e667e80efdd	COP		A	yuksek	Metin bozuk/anlamsız, uydurma ifadeler ve tutarsız veri
KIMYA-103	195840ed-866c-50c1-9e49-2a6a810e4493	KABUL	B	B	yuksek
KIMYA-1030	63acf46d-e5cd-5a2f-a6c2-297e521a45c4	KABUL	C	C	yuksek
KIMYA-1031	b6bb8dc0-99ac-5eba-821f-ca035d6f9e01	KABUL	D	D	yuksek
KIMYA-1032	1e22d799-a225-5328-95a9-7ae8567d0ccb	KABUL	E	E	yuksek
KIMYA-1033	872bcfd7-783a-5f6b-ae4f-c21757b4b8b7	KABUL	E	E	yuksek
KIMYA-1034	519fac5b-8c67-5717-a09c-b612f4028e88	KABUL	E	E	yuksek
KIMYA-1035	b01221a0-8e79-5ce6-87cf-4e1ad65ec2d4	KABUL	A	A	yuksek
KIMYA-1036	b9f56659-34ee-51bc-99f3-b049ae0798a6	KABUL	D	D	yuksek
KIMYA-1037	c4f576a9-ed65-53b2-ae47-795e52cf7d13	COP		A	yuksek	Anlamsız metin, gerçek bir soru değil
KIMYA-1038	6baa4e53-2a06-5e9b-a40a-f464c92324d9	KABUL	C	C	yuksek
KIMYA-1039	6dc858fa-0f17-58d9-b915-b84f0f40aeb8	KABUL	A	A	yuksek
KIMYA-104	6b46582c-9200-527b-9b51-1c005082027f	KABUL	D	D	yuksek
KIMYA-1040	2e203d43-6979-5c30-9079-17ec651d3899	KABUL	A	A	yuksek
KIMYA-1041	30d0ffbc-ef6a-5b39-99a3-d5c9a4402459	KABUL	B	B	yuksek
KIMYA-1042	f1473e9a-948b-5b38-9959-8ac32316c238	KABUL	D	D	yuksek
KIMYA-1043	1240564a-fe52-5d16-b457-99f6b09c33a9	KABUL	C	C	yuksek
KIMYA-1044	ce9f54d4-09ab-58cc-a7fd-c3cb69761b22	KABUL	A	A	yuksek
KIMYA-1045	d2c2a41b-5131-597e-822f-17d2b4b7d861	COP		A	yuksek	Metin bozuk/anlamsız, veri tanımsız
KIMYA-1046	0f821308-e09c-54a2-9342-360e85b969df	KABUL	A	A	yuksek
KIMYA-1047	4298dcbf-9ee6-5f37-901f-ff554bbac6f4	COP		C	yuksek	Metin bozuk, kendisiyle çelişen veri
KIMYA-1048	01908cda-4771-5292-a453-8fbe387b77c6	KABUL	D	D	yuksek
KIMYA-1049	64860883-640e-5335-aaeb-0d1cf546d0c4	KABUL	E	E	yuksek
KIMYA-105	2f9449c5-0290-5560-b74a-6887e9249727	KABUL	E	E	orta
KIMYA-1050	7968f5db-c110-5e69-bace-7ae97ee16009	KABUL	E	E	yuksek
KIMYA-1051	5db7e5a6-3790-51ce-a2c3-eb586d9995d9	KABUL	C	C	yuksek
KIMYA-1052	3291775a-cb55-5cf0-a57e-03b5a0631c4f	KABUL	A	A	orta
KIMYA-1053	ca6dddfb-f501-511b-a59a-739dc4ac1c5c	KABUL	E	E	orta
KIMYA-1054	b8a4d594-e4d8-5271-ab18-6b7925da5137	KABUL	B	B	yuksek
KIMYA-1055	56e9e1a4-562f-56f0-8d73-2ddfa338aa12	KABUL	A	A	yuksek
KIMYA-1056	069ccfd4-37f5-5aef-842e-4e87fc66f530	KABUL	B	B	orta
KIMYA-1057	3ecf07b6-092d-5e1a-98d4-e9d08b042222	KABUL	B	B	yuksek
KIMYA-1058	f0758347-286c-5422-9b7e-e844244e7bf8	KABUL	A	A	yuksek
KIMYA-1059	e993a615-40dd-5d10-8fc7-74f780acc7cf	KABUL	B	B	yuksek
KIMYA-106	d26fcb3c-e2ef-534d-bdc9-0b1b59ad114d	COP		E	yuksek	Ders notu/baslik metni ('Kuttenin', 'varden yok olmaz'); sor
KIMYA-1060	928c5590-f108-5450-a1bc-a8618d61255c	KABUL	C	C	yuksek
KIMYA-1061	b45fd450-25fd-5b08-a70d-830a70f3c468	KABUL	C	C	yuksek
KIMYA-1062	505ef80c-5c90-5f42-a71f-8cdcd0c52125	KABUL	B	B	yuksek
KIMYA-1063	0a153147-2d10-5506-a1f0-c508a9c645ca	COP		C	orta	Iki secenek birden yanlis; tek dogru cevap yok. OCR alt indi
KIMYA-1064	ab40fa42-6d32-50cd-8981-33cf8148c36a	COP		E	yuksek	Gercek bir soru degil; secenekler arasinda ayirt edici olcut
KIMYA-1065	56116b99-0fd7-5b6f-8f90-eb9fb93a1b5e	KABUL	E	E	yuksek
KIMYA-1066	6f31f8ed-ad1e-5211-922f-fe203a78e2cf	KABUL	D	D	yuksek
KIMYA-1067	68493e83-6780-52f2-ada6-4e73995f997a	KABUL	E	E	yuksek
KIMYA-1068	f9145757-ba1c-50dd-885d-66b849930926	KABUL	B	B	yuksek
KIMYA-1069	b94dc4df-f22a-5a46-b0b3-fb23a99c80f3	COP		E	orta	Denklestirme tutarsiz: C3H8 ise cevap E, C3H6 ise C. Iki far
KIMYA-107	729f6dd8-359a-500b-be8a-a428ca0ad6f6	FIGUR		D	yuksek	FIGUR: I/II/III formulleri ve a/b/c adlari tabloda, metinde
KIMYA-1070	3f538559-51cc-5e5d-b3e9-b6f0fcf9a9fa	KABUL	D	D	yuksek
KIMYA-1071	4f731beb-2324-548c-8e9e-fe9734cea374	KABUL	C	C	yuksek
KIMYA-1072	118d1701-048a-5dcc-9268-d7117cbb6066	KABUL	C	C	yuksek
KIMYA-1073	e7068bee-553b-5491-89f4-132a525c7c7f	KABUL	E	E	yuksek
KIMYA-1074	99739cca-744f-5ef0-9dbf-b7276b667369	KABUL	C	C	yuksek
KIMYA-1075	4e0f7208-9d70-5d9f-95c7-b588533d5ee6	COP		B	yuksek	Metin bozuk ve Turkcesi anlamsiz; ne sorulduğu cikarilamiyor
KIMYA-1076	4f8cda3f-7e17-5bf4-98ac-8e986a17a17e	KUYRUK_ANAHTAR	E	D	yuksek
KIMYA-1077	5328a756-40d9-5eb9-ba0b-18f8555fc036	KABUL	B	B	yuksek
KIMYA-1078	96f1fd42-dceb-578e-84d2-d563a27bb29a	KABUL	A	A	yuksek
KIMYA-1079	23c1cff5-48da-58d9-9b33-f46a38d202d9	KABUL	C	C	yuksek
KIMYA-108	beb56525-838d-569d-abc2-0d7de0c023c7	KABUL	E	E	yuksek
KIMYA-1080	392eab67-c0bb-5adc-9516-88927a818bad	KABUL	C	C	yuksek
KIMYA-1081	042cb09d-8817-5720-b1d0-e95d4c3909c4	KABUL	B	B	yuksek
KIMYA-1082	0fea7671-6469-5190-bb9e-40e96c837bd0	KABUL	E	E	yuksek
KIMYA-1083	00b2d325-3839-5a85-97e6-87260b5d82ce	KABUL	D	D	yuksek
KIMYA-1084	fd2cc713-d87a-50f9-8b1c-7f91d62fb931	KABUL	A	A	yuksek
KIMYA-1085	20c0b763-9000-55a1-920a-a7881efe8ec2	KABUL	D	D	orta
KIMYA-1086	be748aab-5087-5ba1-8fa6-c828a66557b5	KABUL	C	C	yuksek
KIMYA-1087	dae13708-bce6-567d-9ee9-618df384444e	COP		D	yuksek	Soru koku ve secenekler tutarsiz/anlamsiz; kimya icerigi yok
KIMYA-1088	994f0701-3680-5dc5-acfe-7e94359270dd	KABUL	B	B	yuksek
KIMYA-1089	7089b1e8-e29a-5bbb-94e9-72959e4777eb	KABUL	C	C	yuksek
KIMYA-109	ca429f10-4789-5706-9175-50d0e754db25	KABUL	E	E	orta
KIMYA-1090	24fd7689-bdfe-5fd5-97b3-b9408013fd3c	KABUL	D	D	yuksek
KIMYA-1091	2e819a16-feb3-5fbd-9c87-b6894c5909b2	FIGUR	C	C	dusuk	FIGUR — 'Yukarida verilen pil sistemi' semasi yok; elektrot
KIMYA-1092	5230b6c6-57a9-5adb-aba1-4c785e64caf7	KABUL	C	C	yuksek
KIMYA-1093	3265dbb5-25b1-594b-9660-f61dc3fd1013	KABUL	D	D	yuksek
KIMYA-1094	5dea8e6f-cd5f-5c2b-9cd7-e5864871c103	COP	C	C	orta	II. onculde uydurma kelime ('Iyma yapabilir') — anlami belir
KIMYA-1095	1e943891-bb8e-5899-bd40-859a5843d676	KABUL	D	D	yuksek
KIMYA-1096	7d972654-a4f5-5c00-851f-70e556948be9	COP		D	yuksek	Metin bozuk ('performan spesifikleri grafiklerine gore hangi
KIMYA-1097	c5ded385-de2a-5157-8575-755f2ef85058	KABUL	A	A	yuksek
KIMYA-1098	fd5e8446-d3f9-5808-a4fc-c13a1e6b346d	KABUL	E	E	yuksek
KIMYA-1099	24c47637-65a1-5aaa-8fd7-c0a93cc7b8db	KABUL	A	A	yuksek
KIMYA-11	3519261d-dcb6-5876-b7bb-be497ee1811d	KABUL	A	A	yuksek
KIMYA-110	e52d702d-7c49-5375-b898-6ade40780454	COP		A	yuksek	OCR curuk: '2-veb 3-vebli birin 8-vebli alkanlarin' — Turkce
KIMYA-1100	986e0cb2-4110-573b-878a-a841e05badc3	KABUL	E	E	yuksek
KIMYA-1101	29417b4f-7ab2-5f61-a0fa-438253f29fb0	KABUL	B	B	yuksek
KIMYA-1102	d3a67e92-9751-57e9-a4c1-2036fd9c933c	KABUL	B	B	yuksek
KIMYA-1103	b129203b-931e-5ea6-8ab7-5a1190b65a42	KABUL	B	B	yuksek
KIMYA-1104	1bd75049-04cd-5f79-8191-f3e8ce073522	KABUL	C	C	yuksek
KIMYA-1105	a5d45fd9-82eb-5eb1-b370-f42d65f710ac	KABUL	E	E	yuksek
KIMYA-1106	148a7d0a-c04b-5c3f-aea3-4e153c358407	KABUL	D	D	orta
KIMYA-1107	106907dc-5f48-52a6-bed4-8ce4f85c82b7	COP		A	yuksek	Soru koku tutarsiz ve kimya icerigi yok; dogru sik belirlene
KIMYA-1108	8ee45f0f-696a-516a-9650-d371689bf2f6	KABUL	E	E	yuksek
KIMYA-1109	3e572603-2214-503e-b092-e4ffda7ba2f2	FIGUR	B	B	dusuk	FIGUR — 'Yapi formulu verilen bilesik' gorseli yok; bilesik
KIMYA-111	5d6d92be-daa8-5113-a81d-5396040967e9	KABUL	E	E	yuksek
KIMYA-1110	9297d30a-f53d-59a9-a4e8-65454bf3f6e2	KABUL	C	C	yuksek
KIMYA-1111	c2fdcd74-3519-5d33-97b4-ed85b18192a7	KABUL	A	A	yuksek
KIMYA-1112	b63fbffc-016d-5f9b-85b4-51036a12dac5	KABUL	C	C	yuksek
KIMYA-1113	4317ff5f-7240-5ac8-bad0-79db4db79065	KABUL	A	A	yuksek
KIMYA-1114	215a7850-f623-5c83-b432-0b0d0fe1e7e7	KABUL	A	A	yuksek
KIMYA-1115	652c2213-3adb-52ca-a7c0-dccdc8192e35	KABUL	B	B	yuksek
KIMYA-1116	430ca306-6d26-53ae-90d9-87c99371aa7d	KUYRUK_ANAHTAR	D	E	yuksek
KIMYA-1117	643325cb-6ea8-56e7-bc31-61bc98c0b9f7	KABUL	E	E	yuksek
KIMYA-1118	7d3407ee-487e-5f43-8830-89095ab75301	KABUL	D	D	yuksek
KIMYA-1119	798153d9-dd9f-584c-9090-0ece26b99337	KABUL	C	C	yuksek
KIMYA-112	d0f075b7-a73d-5415-ae31-dd4cdd872c12	COP		E	yuksek	'10 gruplara bolunmus toplama egrisi' anlamsiz; soru-secenek
KIMYA-1120	9ad21ed8-82ad-5226-b467-3cd41d0b05fe	KABUL	E	E	orta
KIMYA-1121	244fd504-155a-5c93-a178-d1c8bdbb573a	COP		B	yuksek	Soru koku bozuk/eksik; bes secenegin hepsi ayni olcutu saglı
KIMYA-1122	0de6b892-444e-56ce-8f86-0bb79a0cb5f9	KABUL	C	C	yuksek
KIMYA-1123	bff4db9c-102a-5a67-be8e-a33a5615950f	FIGUR		E	yuksek	FIGUR: 'Yukarida verilen bilesik' ifadesi var, bilesigin yap
KIMYA-1124	e80d9f3b-432a-5d91-91a3-72a9d75e5bad	KABUL	B	B	yuksek
KIMYA-1125	515e03b2-041f-5feb-9745-d960540f623a	COP	D	D	dusuk	Hicbir secenek tam dogru degil: atom capi siralamasi (Mg>S>C
KIMYA-1126	26cc50f0-5a3a-5ff2-8def-ca924199b1ec	KABUL	E	E	yuksek
KIMYA-1127	ac66c80e-7ef1-5070-90f1-73b065db3cce	KABUL	D	D	yuksek
KIMYA-1128	38c4d9fb-a0bb-5633-97df-1f8c54fee9a9	KABUL	D	D	yuksek
KIMYA-1129	7ceda6b6-9202-5ccd-8312-45a2e96dc370	KABUL	B	B	yuksek
KIMYA-113	34010e0e-9efc-5892-bc50-14ac996bc175	COP		D	yuksek	Tekrarlanan sik (B=E) nedeniyle tek dogru yok; icerik biyoki
KIMYA-1130	56b816a1-bdba-5aa4-87fe-ee3e0ee506c6	KABUL	D	D	yuksek
KIMYA-1131	fc9867b6-3888-5865-b3d9-6e8a92b90da5	KABUL	D	D	yuksek
KIMYA-1132	27d70916-e1c3-5deb-9e94-3cb249b59077	KABUL	A	A	yuksek
KIMYA-1133	c258c185-5894-55aa-a509-4d7de32ff1f6	KABUL	A	A	yuksek
KIMYA-1134	f4bc36c4-5294-5390-96a8-89a03e2fcf7d	KABUL	D	D	yuksek
KIMYA-1135	5a9b045a-1727-5126-b90e-c3c74d93d3da	KABUL	D	D	yuksek
KIMYA-1136	0233e4c8-591b-5db8-a220-b8d7101c2be6	KABUL	C	C	yuksek
KIMYA-1137	30deaf76-c610-5f02-8f26-927f4f0b45cc	KABUL	A	A	orta
KIMYA-1138	4a865065-484b-51e5-a2fa-e44fd5b71011	KABUL	C	C	orta
KIMYA-1139	aaccbe94-10c8-5593-b247-16dc2e639df3	COP		A	yuksek	Metin bozuk/anlamsiz: kimya icerigi yok, soru koku baglamsiz
KIMYA-114	f8933380-9df3-5690-be85-a1edd2fd5542	KABUL	D	D	yuksek
KIMYA-1140	92558d85-3461-57de-8577-3cb5a25c390f	KABUL	C	C	orta
KIMYA-1141	26c20ff1-be34-53ec-8500-90d0da924ab1	KUYRUK_ANAHTAR	E	B	orta
KIMYA-1142	e4121452-ea73-5aab-bd32-b090c3cebe2f	COP		C	yuksek	Bozuk/anlamsiz soru govdesi; hicbir sik kimyasal olarak dogr
KIMYA-1143	77c24ee0-31de-5e90-9356-97a4f1c8d702	KABUL	B	B	yuksek
KIMYA-1144	51736c49-0379-5427-9b20-34c72a41bc67	KABUL	A	A	yuksek
KIMYA-1145	61250ad4-f06e-526d-89d3-44112498501b	KABUL	B	B	yuksek
KIMYA-1146	7b327d48-1783-5386-8fcd-17840402005d	KABUL	B	B	yuksek
KIMYA-1147	f322a1c6-89f2-5e92-a8a1-63dc0c775367	KABUL	C	C	yuksek
KIMYA-1148	0e888a89-a4e2-50ab-a4a9-029d5417fa06	KABUL	C	C	orta
KIMYA-1149	917513f6-223a-5b11-b1a8-905bc928b767	FIGUR		E	yuksek	FIGUR: 'Yukaridakilerden' atfi var, oncul madde listesi/gors
KIMYA-115	c40a1400-a6a8-58c1-b01d-6578a2a2c163	KABUL	A	A	yuksek
KIMYA-1150	938d13be-5832-5d22-bb6b-313ad43d9ecd	KABUL	E	E	yuksek
KIMYA-1151	49a87993-312d-52b7-acc0-a548f52d52f1	COP		C	yuksek	Bozuk/konu disi soru; dogru cevap (9) sik listesinde bulunmu
KIMYA-1152	3e7c5d8f-ed76-5973-89b5-9ba680f388ed	KABUL	E	E	orta
KIMYA-1153	ad048641-2614-5500-a631-46cc154c7bd7	KABUL	B	B	yuksek
KIMYA-1154	c345816b-5d72-5ea7-b976-b5c33ae9516e	KABUL	D	D	yuksek
KIMYA-1155	3b0c00cf-02b0-5571-bdca-ed19bb1780d0	KABUL	B	B	yuksek
KIMYA-1156	64ece9d8-e04e-5a1e-99eb-9bd3933dc5a0	KABUL	B	B	yuksek
KIMYA-1157	fa9c578a-d36a-5c44-9ae2-fe637c568806	KABUL	D	D	yuksek
KIMYA-1158	27f1d847-edbf-5738-bc45-581b0f33547d	KABUL	B	B	orta
KIMYA-1159	4b822831-50e0-594c-adce-021a42c2bce7	KABUL	D	D	yuksek
KIMYA-116	e7c79a1d-a070-5255-ad3f-0c82b72d970a	KABUL	D	D	yuksek
KIMYA-1160	bea8ee1a-69dd-5b95-9ea6-0a45b1216afe	KABUL	C	C	yuksek
KIMYA-1161	aef88b35-16b8-5234-939b-72a74aa95251	KABUL	A	A	yuksek
KIMYA-1162	e57cb73e-6761-5a65-aea0-b9745f81f2eb	KABUL	C	C	yuksek
KIMYA-1163	5dc6bd53-be24-5101-bfaa-ab92b16f0c66	KABUL	E	E	yuksek
KIMYA-1164	9ea6c8dc-2c0b-5854-94af-5458945f8b3f	KABUL	E	E	yuksek
KIMYA-1165	a72ccda8-7235-54f1-bf32-84d3538c6d6d	KABUL	B	B	yuksek
KIMYA-1166	ab18b43f-6392-5e0a-a425-f4fee4c0efee	KABUL	B	B	yuksek
KIMYA-1167	3d5a384b-16de-53b2-832e-5622dc9eefb5	KABUL	C	C	yuksek
KIMYA-1168	146c0590-60e2-5335-9982-7599e6bfd441	KABUL	D	D	yuksek
KIMYA-1169	44a1b60e-cc97-5bb0-81c5-6b8f0f256af2	COP		B	yuksek	Bozuk/celiskili soru metni; tek dogru sik belirlenemez.
KIMYA-117	b18f5b23-5e04-5b32-9ece-4b9e83290ef9	FIGUR		C	yuksek	FIGUR: 'grafikleri verilmistir' — grafik olmadan uretim topl
KIMYA-1170	28136196-b751-5e30-a248-a1a8272d190b	KABUL	E	E	yuksek
KIMYA-1171	0ec2a1c7-759d-5432-b53e-eaa40e1c3389	KABUL	B	B	yuksek
KIMYA-1172	faf2fefe-2231-5273-beeb-227134a99f8a	COP		A	yuksek	Soru cumlesi ('cozeltis olarak donduruluyor') ve secenekler
KIMYA-1173	003d08d0-7746-5c73-a542-d5421e6aed8a	KABUL	D	D	yuksek
KIMYA-1174	aab40f0b-84ea-5401-8669-484f642d060e	KABUL	C	C	yuksek
KIMYA-1175	ea326acb-9102-593c-9b6c-541db98eab10	KABUL	B	B	yuksek
KIMYA-1176	0da8d506-2519-5fc4-9775-27e58ffb6693	COP		C	yuksek	Metin anlamsiz ('kesmesigi', 'seritler'); kimya icerigi yok.
KIMYA-1177	e68b544f-90e7-5a78-aff3-85436d355f98	KABUL	B	B	yuksek
KIMYA-1178	18a0ffab-cc6d-57e1-a1e3-351ab01e2b3d	KABUL	E	E	yuksek
KIMYA-1179	b3bb3f05-365a-5879-94ac-0e4a1160f031	KABUL	B	B	yuksek
KIMYA-118	1230cce2-eaf4-566c-a5a5-cf0a1c1146de	KABUL	E	E	yuksek
KIMYA-1180	15786070-07a5-5015-b729-d78bad13b440	KABUL	E	E	yuksek
KIMYA-1181	b07de10b-a333-5e55-b5e7-2ac31ac8a8d4	COP		B	yuksek	OCR bozuk; soru cumlesi yok, B-C-D-E secenekleri ayni.
KIMYA-1182	3f3ee57b-60a5-5238-8ab8-ea82ec2c8248	KABUL	E	E	yuksek
KIMYA-1183	9f1b8167-4457-5ec7-be75-0df96a64935a	KABUL	D	D	yuksek
KIMYA-1184	54dbae21-33c2-5674-a0a3-238f95f082c6	KABUL	B	B	yuksek
KIMYA-1185	1b117e12-d848-5f47-8e1a-26f9311cc13e	KABUL	D	D	yuksek
KIMYA-1186	ede0011f-593d-5cf0-aa87-63f440c702d9	COP		B	yuksek	CH3OH, C2H5OH, C3H7OH, C4H9OH, C5H11OH hepsi alkol - tek dog
KIMYA-1187	58ba146d-989a-521a-8a1f-cc43860cfb13	COP		B	yuksek	'100 gram KCl 100 gram KCl cozeltisi' tekrarli bozuk ifade;
KIMYA-1188	e87dd713-4d01-5279-8d62-344c8e4af6ad	KABUL	C	C	yuksek
KIMYA-1189	a1470ec9-d91f-56e2-9286-36f9f00e07bc	KABUL	B	B	yuksek
KIMYA-119	9bca5cec-081c-53fd-9c31-9b53caec2bca	KABUL	B	B	yuksek
KIMYA-1190	0fc27aa3-ecfb-5051-b18e-f2c4f588bfbc	KABUL	E	E	yuksek
KIMYA-1191	3bd75526-4cb4-5493-8abc-7711f4aca37c	KABUL	E	E	yuksek
KIMYA-1192	316a60d2-284e-5264-90b0-446ce2165517	KABUL	B	B	yuksek
KIMYA-1193	f4bb2de2-443d-5104-ae13-847102d5ec52	KABUL	E	E	yuksek
KIMYA-1194	0611d1b3-f36c-5e91-963c-3ea438eab3fb	KABUL	D	D	yuksek
KIMYA-1195	c87972e5-fb62-5686-8cfd-08bb9cfcc838	KABUL	A	A	yuksek
KIMYA-1196	3af341c6-ad45-550a-bfad-8a835b63e5a9	KABUL	D	D	yuksek
KIMYA-1197	36cdb89f-4899-5326-a5a9-77019c5ca595	KABUL	C	C	yuksek
KIMYA-1198	e3076f30-4543-5e69-a16e-d4488357d09b	KUYRUK_ANAHTAR	E	C	orta
KIMYA-1199	609bc678-bb2e-52bc-b4ba-ca7745606a0b	KABUL	E	E	yuksek
KIMYA-12	c181bd6c-61cf-5fd4-9f43-7b07960fd603	COP		C	yuksek	373/298=1,25 kat; hicbir secenek dogru degil, hacim sabitlig
KIMYA-120	c178a64f-4c61-5c5b-a500-da1ed45c9ee5	KABUL	D	D	yuksek
KIMYA-1200	b6c44d53-c93f-57be-87bc-8b568924bcbe	KABUL	E	E	yuksek
KIMYA-1201	5d6cdf16-126a-55f8-af14-5d67556fa2d6	KABUL	B	B	yuksek
KIMYA-1202	73e8f055-a51b-5723-9098-7a682c9a10ce	COP		C	yuksek	Tekrarlı/bozuk seçenekler (D=E), soru gövdesi bozuk
KIMYA-1203	f0abf63d-65f6-5d00-a125-276abd167b1b	KABUL	A	A	yuksek
KIMYA-1204	955e7db5-42e9-5c1b-83f8-ebc171401059	FIGUR		D	yuksek	FIGUR — kavram haritası olmadan I-IV bilinmiyor
KIMYA-1205	9a923784-7ed8-5983-815c-ac85b1459626	COP		B	yuksek	Bozuk/anlamsız metin, kimya sorusu değil
KIMYA-1206	bf89161b-9c56-51f8-b7eb-0fe79e59768a	KABUL	B	B	yuksek
KIMYA-1207	9f93aae6-4251-5aa1-94da-dc797c6a640c	KABUL	E	E	yuksek
KIMYA-1208	e9a765f6-0380-5294-88ca-931fff1e771d	KABUL	E	E	yuksek
KIMYA-1209	73b9f9a2-93c1-5927-b9a3-85b5d169212c	KUYRUK_ANAHTAR	C	A	orta
KIMYA-121	a0a9ff45-c40b-57e5-836f-330c8c68f05c	KABUL	C	C	yuksek
KIMYA-1210	3e01aeb7-24d0-55e0-a8a8-aea4e05abdc9	KABUL	B	B	yuksek
KIMYA-1211	50f9e052-602d-5512-bfee-24545568f869	KABUL	A	A	yuksek
KIMYA-1212	874ad7a8-adcb-54cf-80f1-fecc5d22601b	KABUL	B	B	yuksek
KIMYA-1213	1c163aa0-b57b-54c4-9a0a-5a40eb5a17e1	KABUL	B	B	yuksek
KIMYA-1214	c556f361-205c-5636-b771-293e983b3ec1	KABUL	D	D	yuksek
KIMYA-1215	f82312aa-379d-5ccc-bc39-f1bb9b73dda4	COP		A	orta	Birden fazla seçenek yanlış; 'atom' yerine iyon karışıklığı
KIMYA-1216	67a9936c-0b39-5f61-9194-ad798e6d5cba	KABUL	D	D	orta
KIMYA-1217	89c7922d-9f44-5cfe-b4cb-b854f91769b9	COP		B	yuksek	Bozuk/anlamsız metin, kimya sorusu değil
KIMYA-1218	f91a14a4-0426-5554-a06a-2fa9a7b0a324	KABUL	D	D	yuksek
KIMYA-1219	2329e653-7133-51f2-ba38-91281d823571	KABUL	B	B	orta
KIMYA-122	24f0168b-e36e-5e8f-bb50-680e3ac62963	KABUL	E	E	yuksek
KIMYA-1220	82f1192a-4f48-52f2-a5bc-a72e85c6431f	KABUL	D	D	yuksek
KIMYA-1221	a420ec7d-ce84-5e85-b98e-5f1d62d0340b	KABUL	C	C	orta
KIMYA-1222	e7216759-e6d9-5b4e-b61d-eea0839fe528	KABUL	D	D	yuksek
KIMYA-1223	54cf25f5-1990-5ac9-bde4-f45961cf3ab0	KABUL	A	A	yuksek
