f4ae058b-026f-53ac-8e82-076db2190170	SIZINTI=EVET	AYT=HAYIR	Konu anlatimi (tikli bilgi notlari) + ORNEK + COZUM blogu, cevap D acikca yaziyor
ec003cb0-f8b0-5200-980a-a08074e2601c	SIZINTI=HAYIR	AYT=HAYIR	Alti cizili isimlerin turleri sorusu; anahtar yok
b9e4c401-d2af-549d-81c1-e77f0a0774d2	SIZINTI=HAYIR	AYT=HAYIR	Numarali cumlelerde isim-fiil sorusu; anahtar yok
e6b4703b-9b02-52e7-8bca-d2c5832b9794	SIZINTI=HAYIR	AYT=HAYIR	Plastik parcasi, basina getirilebilecek cumle (I-II-III onculleri); anahtar yok
82a36d63-fb0c-5e0d-a91d-a24be689e736	SIZINTI=HAYIR	AYT=HAYIR	Kilis ve olus fiili sorusu; kenar Esen bandi, anahtar yok
39bb7038-12c2-5d03-9539-4bf7127a6d2f	SIZINTI=HAYIR	AYT=HAYIR	Yasar Kemal diyalogu, bos birakilan sorulari tamamlama; anahtar yok
8943c30f-6b97-5b47-a85a-de8a7cf8580c	SIZINTI=HAYIR	AYT=HAYIR	Sozluk parcasi, bos birakilan yere getirilebilir sorusu; anahtar yok
456742a3-553e-53d6-910d-d5713dba6b8d	SIZINTI=HAYIR	AYT=HAYIR	Sanat/yalan parcasi, ulasilabilir sorusu; anahtar yok
be06e5d7-b9ca-541b-a236-54ea78227ce0	SIZINTI=HAYIR	AYT=HAYIR	Orman betimlemesi, hangi duyudan yararlanilmamistir sorusu; anahtar yok
3fad8ba3-0a3d-5940-8ce9-886946dc3179	SIZINTI=HAYIR	AYT=HAYIR	Numarali sozcuklerde kok turu farkli sorusu; anahtar yok
9ee0cd40-5928-539e-b2a7-cadfc26b736d	SIZINTI=HAYIR	AYT=HAYIR	Numarali cumleleri siralama, bastan ikinci sorusu; anahtar yok
9c685de2-1fbf-5a07-9fb5-04e5ff7d2b58	SIZINTI=HAYIR	AYT=HAYIR	Hukuk sistemi parcasi, degildir sorusu; anahtar yok
1198ef2b-c3c9-5497-985b-31a4eeec1d08	SIZINTI=HAYIR	AYT=HAYIR	Cumle ogeleri/yapisi ile ilgili I-V ifadelerden yanlis olan sorusu; anahtar yok
2104d19b-959e-539b-8c46-cef0914f9c9d	SIZINTI=HAYIR	AYT=HAYIR	Iskandinavya/Avrupa daglari parcasi, ulasilamaz sorusu; anahtar yok
b931176d-0bc7-5390-a07f-e3f731b39f9a	SIZINTI=HAYIR	AYT=HAYIR	Turkuler parcasi numarali cumlelerde tanimlama sorusu; anahtar yok
6955d472-57f6-5e31-b06b-a2092d954570	SIZINTI=HAYIR	AYT=HAYIR	Fatih Bey parcasinda hangi ses olayi yoktur; ses bilgisi sorusu, cevap izi yok
2fc988a5-1032-5528-9aa2-b013ea9fedef	SIZINTI=HAYIR	AYT=HAYIR	Malcolm X kitabi paragrafi, deginilmemistir sorusu; cozum/anahtar yok
64594bbd-1c62-5b2b-bdbc-d9a67dfa5832	SIZINTI=HAYIR	AYT=HAYIR	Asit yagmurlari paragrafi, I-II-III onculleri hangilerinin cevabi vardir; yalnizca yayinevi bandi
e5fe9192-d7cc-5652-8ec1-e4e9c3345626	SIZINTI=HAYIR	AYT=HAYIR	Midyat cumlesi icin isim tamlamasi/ogeler soylenemez sorusu; dil bilgisi, iz yok
44f381ce-e650-5d17-8f20-058c30f184eb	SIZINTI=HAYIR	AYT=HAYIR	Yazmacilik paragrafinin anlatiminda hangisi soz konusudur; anlatim teknigi, kenarda kitap bandi
5d171246-0376-5fe4-9d07-c913e83d0a4f	SIZINTI=HAYIR	AYT=HAYIR	Dortlukte numaralanmis sozcuklerden hangileri yapim eki almistir; ek-kok, iz yok
057318c3-c829-54e5-8704-39ae7fc2546a	SIZINTI=HAYIR	AYT=HAYIR	Hangi dizelerde yazim yanlisi yapilmistir; yazim kurallari, isaret yok
906ed7d2-73b7-5e71-b2a7-2e17e1feb8bd	SIZINTI=HAYIR	AYT=HAYIR	Pera Palace paragrafi ornekleme ile tamamlama sorusu; sadece kucuk logo ikonu
44ac172e-cfa3-50d0-8ac7-d069967ffaa7	SIZINTI=HAYIR	AYT=HAYIR	Ihracat paragrafindan kesin olarak ulasilabilir yargilar; paragraf, iz yok
76d7e868-b347-570d-a300-56fd47c0018f	SIZINTI=HAYIR	AYT=HAYIR	Baslamaliymis fiilinin kip cekimi sorusu; fiil kipleri, dil bilgisi
dcca7e90-8522-5710-8839-4a9ddc5273cf	SIZINTI=HAYIR	AYT=HAYIR	Alt-ust-uzeri bitisik yazim kuralina uymayan cumle; yazim, iz yok
cea672fc-652f-5001-ab7a-0248783ab06d	SIZINTI=HAYIR	AYT=HAYIR	Gazeteci-yazar diyalogunda bos birakilan sorular; paragraf tamamlama, kenarda Edebiyat Sokagi bandi
a694426a-8408-5ee3-834f-531105aee8c0	SIZINTI=HAYIR	AYT=HAYIR	Numaralanmis cumlelerde hangi zarf turu yoktur; sozcuk turleri, iz yok
f8e8dd0c-6840-58a7-b9de-15a2babfa0ab	SIZINTI=HAYIR	AYT=HAYIR	Edebiyat etkinlikleri paragrafinda asil anlatilmak istenen; ana dusunce, iz yok
1340d096-81ad-5f50-8daa-6eae2aed29e9	SIZINTI=HAYIR	AYT=HAYIR	Ankara tavsani numarali cumleler soylenemez sorusu; paragraf, iz yok
811d42fc-389a-5b6d-968f-4d03f640052c	SIZINTI=HAYIR	AYT=HAYIR	Gorsel ile iliski kurulamayan secenek sorusu; gorsel yorumlama, iz yok
0fe00407-e671-5ede-ac3c-7aa14b73e5e3	SIZINTI=HAYIR	AYT=HAYIR	Asik Veysel paragrafinda akisi bozan cumle; paragraf sorusu, iz yok
3164a3f0-55c3-511c-ac70-33939b701415	SIZINTI=HAYIR	AYT=HAYIR	Ay parcasinin ikinci paragrafa bolunmesi sorusu; iz yok
3d3ddef3-88ed-513a-9cac-bd52285d68e4	SIZINTI=HAYIR	AYT=HAYIR	Otagtepe Namazgahi parcasinda akisi bozan cumle; paragraf, iz yok
6a07b460-84c6-55b1-8ae8-53966df1c30f	SIZINTI=HAYIR	AYT=HAYIR	Tren parcasinda hangi anlatimlara basvurulmus; anlatim bicimi, iz yok
f08a6cf8-5658-557f-99a9-786035c5a73a	SIZINTI=HAYIR	AYT=HAYIR	Soru 5 basligi, numarali cumlelerde nesne yoktur; cumle ogeleri, iz yok
b97d52e1-424d-51bb-8bf5-9a61f2e454cc	SIZINTI=HAYIR	AYT=HAYIR	Sozcuk Turleri Karma-3 bolum basligi, dogru sozcugu ilgec gorevinde; sozcuk turleri
f11353b0-c118-566e-9901-594eb66ae130	SIZINTI=HAYIR	AYT=HAYIR	Dizelerde hangi sozcuk turune ornek yoktur; baglac-zamir-unlem-zarf-edat, iz yok
37b1ed2f-b0b5-55a5-9bca-6011785f2ad8	SIZINTI=HAYIR	AYT=HAYIR	Calakalem yazma parcasinda numarali cumleler soylenebilir; paragraf, iz yok
bc576f03-a5dc-5163-a805-a347b8934ce8	SIZINTI=HAYIR	AYT=HAYIR	Sanat paragrafinda asil anlatilmak istenen; ana dusunce, iz yok
2271076b-60e6-5179-8eda-dab00f9ab1aa	SIZINTI=HAYIR	AYT=HAYIR	Cikolata iki cumlesinin anlamca birlestirilmesi; cumlede anlam, kenarda kitap bandi
c44d25af-f5f6-516e-88af-40bf82bf13f1	SIZINTI=HAYIR	AYT=HAYIR	Lacan parcasinda numarali sozcuklerden hangisi sifat-fiil degildir; fiilimsi, iz yok
715c1cb7-8937-5428-bf20-de6f877c3bf9	SIZINTI=HAYIR	AYT=HAYIR	Hangi cumlede yuklem olus bildirmektedir; fiilde anlam, iz yok
8d41a8b2-29ea-5a6b-99f7-a1fefbbecd3d	SIZINTI=HAYIR	AYT=HAYIR	Samanlar parcasinin ikinci paragrafa bolunmesi; kenarda dekoratif grafik parcasi, anahtar yok
45e59f01-c767-586d-a650-71adae667d6a	SIZINTI=HAYIR	AYT=HAYIR	Okulun ilk yillari parcasinin ikinci paragrafa bolunmesi; iz yok
75df9b43-dd04-52be-b708-4946a28f94f9	SIZINTI=HAYIR	AYT=HAYIR	Kafka paragrafi, soylenemez tipi paragraf sorusu, cevap/cozum yok
d3e10b6a-4343-5d45-b514-40c8703519c0	SIZINTI=HAYIR	AYT=HAYIR	Canakkale Turkusu parcasi, ulasilamaz tipi paragraf sorusu, yan bant kitap adi sizinti degil
da47c534-5628-54bd-b74a-978e092cfa8f	SIZINTI=HAYIR	AYT=HAYIR	Sira Sende 12 basligi altinda A-E sikli cumlede anlam sorusu (parantez kavram uyusmazligi), cevap yok
1994ff83-26d4-5bb0-bd7d-7790c58c1d03	SIZINTI=HAYIR	AYT=HAYIR	Volkanik faaliyet parcasi, anlatimda hangisi yoktur (benzetme/tanimlama), cevap yok
