67bc0d89-1bb1-5f3d-a8e5-46174e6353d8	TUT	Soru 10 x^2+12x+a+1=0 iki farkli reel kok icin a en buyuk tam sayi (diskriminant); cevap i
c518f9e3-aa77-52ee-b677-5fac0676e178	TUT	Soru 9 kokler toplami 6 carpimi -4 olan denklem (kok-katsayi); sag kenar metni kirpik, cev
a9b57ff7-e822-5409-bef5-b13c8d5a9570	TUT	a2b2<a2<b ve a2-1<0 esitsizlik sistemi, a+b degeri; sayi siralama ile TYT de olabilir; cev
2b761fea-655a-5568-a215-e0524b5738dd	AT	polinom esitsizlik -- tutucu at
73f0c65e-10b1-5073-9627-6963a297d3d3	AT	kubik denklem kok iliskisi
1b3015e6-3dad-5164-bb86-fa4fc456510b	TUT	Q13 f(x)=(x-1)^2 a saga b yukari otelenince (x-4)^2+2, a-b; fonksiyon oteleme donusumu, TY
070b4609-7f0a-5254-a7b8-3ffd407d0b25	AT	2. derece esitsizlik cozumu gerekiyor (11. sinif)
0538593c-fabd-5068-83c3-5529c0b38b90	AT	4. derece polinom kok hilesi -- tutucu at
caa215fb-2c90-5603-997c-f7c853c611df	TUT	x^2-x+a-2=0 koklerinden x1+1,x2+1 koklu yeni denklem kurma (kok-katsayi bagintisi), sol ke
8be4b716-d60b-5150-b80f-8de2b95c0a5c	TUT	(4-sqrt15)^x+(4+sqrt15)^x=8 ustel denklem kokler carpimi, SAMPIYON baslik bandi ve soru no
c271105a-907b-56e1-b3df-f833510a2f4b	AT	3. derece polinom grafigi kok sayisi
45951302-abb4-5c4a-9f97-a5c005995b73	TUT	g(x)=3f(x+1)-2 fonksiyon grafigi donusumu (oteleme/genisletme), TYT kitabi; cozum yok
1c0ba39b-e772-5e75-a97f-72bc0b49305e	AT	2. derece esitsizlik isaret tablosu (11. sinif)
b8e8cc05-4eb7-5918-a213-1e47979a5836	AT	rasyonel esitsizlik isaret tablosu (11. sinif)
d44e4e48-649d-5084-8bde-db75974f0140	AT	2. derece esitsizlik + 2017/LYS etiketi
030dafbd-57ed-5765-984e-0a6f328f101e	AT	isaret tablolu esitsizlik (11. sinif)
d2b8a4d3-7101-519a-b8bf-56e39f87b6d0	AT	2. derece esitsizlik (11. sinif)
8545e8fe-c8f7-53de-aa79-df37a657af29	AT	3. derece polinom grafigi kok sayisi
3fc04ee8-40c2-5eb4-aa65-02e0749144de	TUT	x<25/x esitsizligini saglayan dogal sayi sayisi, rasyonel esitsizlik ama deneme ile cozulu
439eb7bb-4270-58cb-b76b-a86596a4d4c5	AT	bagimsiz olaylar (11. sinif)
4427a05c-b960-5aeb-a976-b5baa1446c45	AT	cot x -- trigonometri
d220ca04-8e38-5d46-bd49-a5f6e2cbf12d	AT	bagimsiz olaylar (11. sinif)
87544988-c038-5e70-8dc2-1a558498a4cd	TUT	Soru 12 C(n,0)+C(n,2)-C(n,4)+...+C(n,n) kombinasyon toplam ozdesligi binom sinirinda, sade
8a6046c5-c488-5fa8-acc9-c8cdd32fec23	AT	zaten sizdiran
b0c9ecf5-81f4-50c1-bc59-b5986c6ab7b5	TUT	Soru 12 proje ekibi sayma sorusu; konu kombinasyon (TYT) ama 2021/AYT OSYM sorusu rozeti v
dbe1b3ec-5823-5e51-9713-63973d6715a5	AT	zaten sizdiran
c003445f-1f8a-5ca7-a1b6-73971560c4d8	AT	tekrarli bagimsiz deneme (11. sinif)
b4d85b1f-ca2e-5eb2-b937-c77d40d1f2af	AT	tekrarli bagimsiz deneme (11. sinif)
1b73ac4b-1880-5157-8b70-2d624b2cc60e	AT	zaten sizdiran
c7198137-a8ac-5e70-a5aa-9aa44cee4f84	TUT	2021/AYT etiketli soru 13 proje ekibi kombinasyon mantigi, konu kombinasyon ama AYT cikmis
a831be19-aee6-5b4f-a8d6-df39e3bd9c38	TUT	C(n,1)+...+C(n,n)=127 kombinasyon toplami kimligi, binom acilimi sinirinda
